W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-01,0,1,3.86,4.2,3,2,0,2,5,1.07
2018-04-07,1,0,2.53,6.0,2,1,1,2,7,0.84
2018-04-14,0,0,4.6,5.0,5,5,1,1,2,0.96
2018-04-20,0,0,3.86,5.1,6,1,0,1,6,1.05
2018-04-27,1,0,4.33,6.0,9,4,0,0,4,1.15
2018-05-03,1,0,4.36,6.0,7,3,1,3,4,1.24
2018-05-08,0,1,4.73,7.0,7,5,3,0,4,1.2
2018-05-15,0,0,5.61,3.1,8,6,1,2,5,1.34
2018-05-20,0,1,5.59,5.0,6,3,1,0,9,1.32
2018-05-25,1,0,5.63,6.0,7,4,2,1,4,1.33
2018-05-31,0,1,5.76,5.0,6,4,1,2,2,1.35
2018-06-09,0,0,5.65,6.0,6,3,1,1,4,1.33
2018-06-16,0,0,5.35,7.0,5,2,0,2,6,1.3
2018-06-22,1,0,5.06,6.0,3,1,0,2,3,1.26
2018-06-27,1,0,4.64,7.0,1,0,0,0,5,1.17
2018-07-04,0,0,4.63,6.0,7,3,2,3,4,1.2
2018-07-09,0,1,4.56,5.1,6,2,1,0,4,1.2
2018-07-15,0,1,4.89,2.2,4,5,1,2,1,1.23
2018-07-24,0,0,4.83,5.0,4,2,2,1,5,1.22
2018-07-29,1,0,4.73,6.0,4,2,1,1,8,1.2
2018-08-04,1,0,4.53,7.0,4,1,0,0,6,1.16
2018-08-10,1,0,4.61,5.2,6,4,1,1,2,1.16
2018-08-22,1,0,4.4,6.0,1,0,0,1,4,1.12
2018-08-29,0,1,4.33,6.0,2,2,2,3,7,1.11
2018-09-04,1,0,4.31,5.0,3,2,1,1,7,1.1
2018-09-10,1,0,4.19,6.0,6,1,0,2,3,1.11
2018-09-16,0,0,4.14,6.1,4,2,1,1,7,1.1
2018-09-22,0,1,4.18,4.2,6,3,1,3,4,1.12
2019-03-28,0,1,11.57,4.2,5,6,1,2,3,1.5
2019-04-03,1,0,4.63,7.0,5,0,0,2,7,1.2
2019-04-09,0,0,3.86,7.0,5,2,2,2,5,1.13
2019-04-16,1,0,2.6,9.0,3,0,0,2,7,0.94
2019-04-22,0,1,3.21,6.0,4,4,1,3,4,0.98
2019-04-27,1,0,2.88,7.0,3,1,1,1,13,0.91
2019-05-03,0,0,2.4,8.0,7,0,0,2,9,0.95
