W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-09-15,0,0,0.0,0,0,1.0,0,0,0,0,0,1,0.0
2018-09-23,0,0,0.0,0,0,2.0,1,0,0,0,0,4,0.33
2018-09-30,0,0,0.0,0,0,1.0,0,0,0,0,0,2,0.25
2019-04-01,0,0,0.0,1,0,5.0,3,0,0,0,0,7,0.6
2019-04-07,0,0,3.12,1,0,3.2,4,3,3,0,4,2,1.27
2019-04-12,0,1,5.27,1,0,5.0,6,6,5,2,1,4,1.32
2019-04-18,1,0,3.66,1,0,6.0,1,0,0,0,2,9,1.07
2019-04-23,0,0,3.32,0,0,2.0,0,0,0,0,1,4,1.02
2019-04-28,1,0,3.42,0,0,2.0,3,1,1,0,1,3,1.1
2019-05-01,0,1,3.7,0,0,0.2,2,1,1,0,0,1,1.15
2019-05-06,0,0,3.55,0,1,1.0,0,0,0,0,0,1,1.11
2019-05-10,0,0,3.18,0,1,3.0,3,0,0,0,0,1,1.09
2019-05-25,0,0,2.97,0,0,2.0,1,0,0,0,0,2,1.05
2019-05-29,0,0,3.45,0,0,1.0,4,2,2,2,0,1,1.15
2019-06-01,1,0,3.78,0,0,2.0,1,2,2,1,0,1,1.11
2019-06-05,0,0,3.57,0,0,2.0,0,0,0,0,0,3,1.05
2019-06-08,0,0,3.38,0,0,2.0,1,0,0,0,2,1,1.07
2019-06-13,0,0,3.12,0,1,3.0,1,0,0,0,1,0,1.04
2019-06-17,0,0,3.05,0,0,1.0,0,1,0,0,2,1,1.06
2019-06-20,0,0,2.84,1,0,3.0,1,0,0,0,0,5,1.02
2019-06-25,1,0,2.66,0,0,3.0,1,0,0,0,1,1,0.99
2019-06-30,0,0,2.5,0,0,3.0,1,0,0,0,1,4,0.97
2019-07-07,0,0,2.45,0,0,1.0,0,0,0,0,0,2,0.95
2019-07-13,0,0,2.36,0,0,2.0,0,0,0,0,0,2,0.92
2019-07-17,0,0,2.25,0,0,2.2,1,2,0,0,2,3,0.93
2019-07-23,0,0,2.34,0,0,1.2,3,1,1,0,1,1,0.97
2019-07-30,0,0,2.54,1,0,2.2,6,3,2,0,1,3,1.04
