W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-31,1,0,0.0,1,0,5.0,5,0,0,0,1,10,1.2
2018-04-07,0,0,0.0,0,0,1.0,2,0,0,0,0,2,1.33
2018-04-13,0,1,2.08,1,0,2.2,5,5,2,0,2,2,1.73
2018-04-18,1,0,3.77,1,0,5.2,8,4,4,0,2,10,1.74
2018-04-24,0,0,3.1,1,0,6.0,4,1,1,1,1,7,1.48
2018-04-29,0,1,3.76,1,0,6.0,5,4,4,1,4,3,1.48
2018-05-05,0,0,4.02,1,0,5.0,4,3,3,1,1,7,1.4
2018-05-11,0,1,4.75,1,0,4.2,9,5,5,1,2,5,1.53
2018-05-17,1,0,3.89,1,0,8.0,2,0,0,0,0,8,1.3
2018-05-23,1,0,3.38,1,0,6.2,2,0,0,0,4,12,1.24
2018-05-29,0,1,3.61,1,0,1.2,3,2,2,1,1,2,1.28
2018-06-13,0,0,3.61,1,0,5.0,5,2,2,0,3,1,1.31
2018-06-19,0,0,3.84,1,0,3.2,5,3,3,0,5,2,1.39
2018-06-25,1,0,3.44,1,0,7.0,3,0,0,0,1,9,1.31
2018-06-30,0,1,3.36,1,0,7.0,5,3,2,1,2,9,1.28
2018-07-06,0,0,3.24,1,0,5.2,3,1,1,0,2,9,1.25
2018-07-11,1,0,3.13,1,0,5.2,4,1,1,0,1,9,1.23
2018-07-15,1,0,3.12,0,0,0.1,0,0,0,0,0,1,1.22
2018-07-24,0,0,3.27,1,0,7.0,6,4,4,2,0,7,1.2
2018-07-30,0,1,3.48,1,0,4.2,7,4,4,1,3,4,1.24
2018-08-04,0,1,3.73,1,0,5.1,6,5,5,1,2,4,1.25
2018-08-10,0,0,3.8,1,0,5.1,6,3,3,1,3,7,1.28
2018-08-14,0,1,3.85,0,0,1.0,3,1,1,0,0,1,1.29
2018-08-20,0,0,3.78,0,0,2.0,0,0,0,0,0,4,1.27
2018-08-25,0,0,3.74,0,0,1.0,1,0,0,0,0,1,1.27
2018-08-29,0,0,3.79,0,1,1.0,1,1,1,0,2,1,1.28
2018-09-01,1,0,3.76,0,0,1.0,0,0,0,0,0,2,1.27
2018-09-03,0,1,3.95,0,0,1.1,2,3,3,1,0,0,1.27
2018-09-07,0,0,3.92,0,1,0.2,0,0,0,0,0,1,1.26
2018-09-09,0,0,3.89,0,0,1.0,1,0,0,0,1,1,1.27
2018-09-13,0,0,3.92,0,0,1.1,3,1,1,0,0,3,1.28
2018-09-16,0,0,3.88,0,0,1.1,2,1,0,0,0,2,1.28
2018-09-18,0,0,3.85,0,0,1.0,0,0,0,0,0,3,1.27
2018-09-19,0,0,3.83,0,0,0.2,1,0,0,0,0,2,1.28
2018-09-24,0,0,3.8,0,0,0.2,0,0,0,0,0,1,1.27
2018-09-25,0,1,3.88,0,0,0.0,1,1,1,1,0,0,1.28
2018-09-28,0,0,3.85,0,0,1.0,1,0,0,0,0,0,1.27
2018-09-29,0,0,3.83,0,0,0.2,0,0,0,0,0,0,1.27
2018-10-01,0,0,3.81,0,0,0.2,0,0,0,0,0,1,1.26
2019-03-30,1,0,4.05,1,0,6.2,5,3,3,3,2,6,1.05
2019-04-05,1,0,3.09,1,0,5.0,4,1,1,0,4,4,1.29
2019-04-10,0,1,4.76,1,0,5.1,7,5,5,1,1,5,1.35
2019-04-16,1,0,3.8,1,0,6.2,4,1,1,0,3,5,1.27
2019-04-23,0,1,5.2,1,0,4.0,7,6,6,1,3,5,1.45
2019-04-29,0,0,4.41,1,0,5.0,7,0,0,0,2,3,1.5
2019-05-05,0,0,4.66,1,0,6.0,3,4,4,1,3,6,1.42
2019-05-10,1,0,4.03,1,0,6.0,1,0,0,0,2,6,1.3
2019-05-15,1,0,3.51,1,0,6.2,3,0,0,0,0,12,1.19
2019-05-26,1,0,3.67,1,0,5.0,5,3,3,2,0,4,1.17
2019-05-31,1,0,3.61,1,0,6.0,3,2,2,1,0,6,1.11
2019-06-05,0,0,3.48,1,0,5.0,2,1,1,0,1,7,1.07
2019-06-11,0,1,3.89,1,0,4.1,3,5,5,2,3,4,1.09
2019-06-17,0,1,3.87,1,0,5.0,3,2,2,0,2,4,1.08
2019-06-23,0,0,3.76,1,0,7.0,7,2,2,1,2,6,1.1
2019-06-30,0,0,3.78,1,0,4.1,3,2,2,0,2,5,1.1
2019-07-06,0,1,3.76,1,0,7.2,4,3,3,2,1,6,1.07
2019-07-12,0,1,3.82,1,0,5.2,4,3,3,2,1,7,1.06
2019-07-17,0,0,3.75,1,0,2.0,0,0,0,0,2,3,1.05
2019-07-19,0,0,3.71,0,0,1.0,0,0,0,0,0,2,1.04
2019-07-23,0,1,3.81,1,0,4.1,4,3,3,1,2,7,1.06
2019-07-29,0,1,4.07,1,0,4.0,7,6,5,0,2,5,1.1
2019-08-04,0,0,4.37,1,0,2.2,5,5,5,1,1,4,1.13
2019-08-10,1,0,4.12,1,0,7.0,3,0,0,0,0,6,1.09
2019-08-16,0,0,4.18,1,0,4.2,5,3,3,0,4,9,1.12
2019-08-22,0,0,4.13,1,0,6.0,4,2,2,1,1,9,1.11
2019-08-28,0,0,4.11,1,0,5.0,2,2,2,0,3,3,1.1
2019-09-02,0,0,4.18,0,1,4.0,4,3,3,2,0,5,1.1
2019-09-08,1,0,4.07,0,0,4.0,1,0,0,0,0,6,1.08
2019-09-12,0,0,4.04,0,0,1.0,0,0,0,0,1,0,1.07
2019-09-15,0,0,4.02,0,1,0.2,0,0,0,0,1,1,1.08
2019-09-17,1,0,4.18,0,0,1.0,3,3,3,1,0,1,1.09
2019-09-20,0,0,4.15,0,0,1.0,0,0,0,0,1,1,1.09
2019-09-21,0,0,4.13,0,0,0.2,0,0,0,0,0,1,1.08
2019-09-24,0,0,4.09,0,0,1.1,0,0,0,0,1,1,1.08
2019-09-26,0,0,4.07,0,1,1.0,0,0,0,0,0,2,1.07
2019-09-28,0,0,4.04,0,0,1.0,1,0,0,0,0,2,1.07
2020-07-26,1,0,3.6,1,0,5.0,4,2,2,1,1,6,1.0
2020-08-01,1,0,1.64,1,0,6.0,1,0,0,0,1,6,0.64
2020-08-06,0,0,2.65,1,0,6.0,3,3,3,1,1,4,0.65
2020-08-12,1,0,2.66,1,0,6.2,5,2,2,0,1,5,0.72
2020-08-18,0,0,2.27,1,0,8.0,1,1,1,0,2,12,0.63
2020-08-24,1,0,2.21,1,0,5.0,5,1,1,1,1,7,0.71
2020-08-30,0,1,2.53,1,0,6.0,6,3,3,2,0,8,0.75
2020-09-05,0,0,2.77,1,0,6.0,2,3,3,1,1,8,0.72
2020-09-11,1,0,2.43,1,0,7.0,4,0,0,0,2,7,0.74
2020-09-17,0,0,2.52,1,0,5.0,5,2,2,2,0,8,0.76
2020-09-23,1,0,2.7,1,0,6.0,4,3,3,1,0,9,0.75
2021-04-01,0,0,2.08,1,0,4.1,6,2,1,0,2,5,1.85
2021-04-07,1,0,2.61,1,0,6.0,7,2,2,1,1,6,1.55
2021-04-14,0,1,3.07,1,0,4.1,7,3,2,0,2,5,1.7
2021-04-21,0,0,6.11,1,0,3.0,8,7,7,3,0,1,1.87
2021-04-27,0,1,6.17,1,0,5.2,7,5,4,3,0,3,1.71
2021-05-03,1,0,5.02,1,0,5.1,2,0,0,0,2,8,1.53
2021-05-11,0,0,5.08,1,0,5.0,4,3,3,1,2,3,1.49
2021-05-16,0,0,5.26,1,0,4.0,8,5,3,0,1,2,1.57
2021-05-22,0,0,5.27,1,0,5.0,3,3,3,1,1,6,1.48
2021-06-14,0,0,5.01,1,0,4.0,3,1,1,0,3,7,1.48
2021-06-20,1,0,4.85,1,0,5.1,5,2,2,2,1,4,1.44
2021-06-29,0,1,5.56,1,0,4.2,8,7,7,0,5,4,1.55
2021-07-04,1,0,5.03,1,0,6.0,2,0,0,0,1,10,1.45
2021-07-09,0,0,4.66,1,0,5.0,2,0,0,0,2,7,1.4
2021-07-17,0,0,4.71,1,0,5.0,3,3,3,0,1,8,1.36
2021-07-22,0,1,4.63,1,0,7.0,7,3,3,1,0,6,1.33
2021-07-27,0,0,4.4,1,0,6.1,4,1,1,1,2,5,1.3
2021-08-03,0,0,4.65,1,0,5.0,7,5,5,3,1,9,1.32
2021-08-08,1,0,4.69,1,0,5.0,6,3,3,0,3,5,1.34
2021-08-14,1,0,4.41,1,0,6.0,3,0,0,0,1,4,1.3
2021-08-21,0,1,4.66,1,0,4.1,4,5,5,0,1,5,1.3
