W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-01,0,0,9.0,1.0,1,1,1,0,2,1.0
2018-04-02,0,0,3.86,1.1,0,0,0,1,2,0.86
2018-04-07,0,0,2.7,1.0,1,0,0,0,1,0.9
2018-04-11,0,0,1.69,2.0,0,0,0,0,4,0.56
2018-04-14,0,0,1.42,1.0,0,0,0,1,1,0.63
2018-04-16,0,0,1.23,1.0,0,0,0,1,1,0.68
2018-04-20,0,0,1.08,1.0,0,0,0,2,1,0.84
2018-04-23,0,0,0.93,1.1,0,0,0,0,1,0.72
2018-04-24,0,0,1.74,0.2,1,1,0,2,1,0.97
2018-04-27,0,0,2.38,1.0,2,1,1,1,1,1.15
2018-04-30,0,0,2.19,1.0,0,0,0,0,0,1.05
2018-05-02,0,0,2.13,0.1,0,0,0,0,0,1.03
2018-05-04,0,0,1.98,1.0,1,0,0,0,0,1.02
2018-05-07,0,0,1.84,1.0,2,0,0,0,1,1.09
2018-05-09,1,0,1.62,2.0,0,0,0,0,3,0.96
2018-05-10,0,0,1.5,1.1,0,0,0,0,3,0.89
2018-05-11,0,0,1.45,0.2,0,0,0,0,1,0.86
2018-05-13,0,0,1.37,1.0,0,0,0,0,0,0.81
2018-05-16,0,0,1.31,1.0,1,0,0,0,2,0.82
2018-05-19,0,0,2.08,1.0,3,2,1,0,2,0.92
2018-05-30,0,0,1.96,1.1,3,0,0,0,1,1.0
2018-06-03,0,0,2.25,1.0,1,1,1,1,1,1.04
2018-06-06,0,0,2.16,1.0,0,0,0,0,0,1.0
2018-06-07,0,0,2.08,1.0,0,0,0,0,3,0.96
2018-06-08,0,1,2.33,1.0,2,1,0,1,1,1.04
2018-06-13,0,0,2.25,1.0,1,0,0,0,0,1.04
2018-06-17,0,0,2.45,1.1,3,1,0,0,2,1.09
2018-06-20,0,0,2.37,1.0,1,0,0,0,1,1.09
2018-06-22,0,0,2.3,1.0,0,0,0,0,1,1.05
2018-06-24,0,0,2.23,1.0,0,0,0,0,0,1.02
2018-06-26,0,0,2.14,1.1,1,0,0,2,1,1.07
2018-06-27,0,0,2.08,1.0,0,0,0,0,0,1.04
2018-07-01,0,0,2.52,1.0,1,2,1,1,1,1.07
2018-07-02,0,0,2.45,1.0,0,0,0,0,2,1.04
2018-07-03,0,0,2.63,1.0,1,1,1,0,1,1.04
2018-07-06,0,0,2.52,1.2,1,0,0,1,0,1.04
2018-07-09,0,0,2.48,0.2,1,0,0,0,1,1.05
2018-07-10,0,0,2.41,1.0,1,0,0,0,2,1.05
2018-07-15,0,0,2.36,1.0,0,0,0,0,1,1.02
2018-07-21,0,0,2.3,1.0,0,0,0,0,0,1.0
2018-07-24,0,0,2.2,2.0,0,0,0,1,1,0.98
2018-07-27,0,0,2.14,1.1,2,0,0,0,0,0.99
2018-07-29,0,0,2.11,0.2,1,0,0,0,2,1.0
2018-08-02,0,0,2.63,1.0,3,3,2,0,1,1.04
2018-08-06,0,0,2.57,1.0,1,0,0,0,1,1.04
2018-08-10,0,0,2.52,1.0,1,0,0,0,1,1.04
2018-08-11,0,0,2.47,1.0,0,0,0,0,1,1.02
2018-08-14,0,0,2.42,1.0,0,0,0,0,3,1.0
2018-08-15,0,0,2.38,1.0,0,0,0,0,1,0.98
2018-08-17,0,0,2.29,2.0,2,0,0,0,3,0.98
2018-08-21,1,0,2.22,1.2,3,0,0,0,1,1.01
2018-08-24,0,1,2.37,0.1,1,1,1,0,0,1.02
2018-08-28,0,0,2.47,1.1,2,1,0,0,1,1.03
2018-08-29,0,1,2.58,1.0,2,1,1,0,2,1.04
2018-09-01,0,0,2.52,1.1,0,0,0,1,3,1.04
2018-09-02,0,0,2.48,1.0,0,0,0,3,0,1.07
2018-09-09,0,1,2.59,1.0,1,1,1,0,0,1.07
2018-09-10,0,0,2.54,1.0,0,0,0,1,1,1.07
