W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-04-23,0,0,0.0,0,0,2.1,4,0,0,0,1,4,2.14
2019-06-11,0,1,5.06,1,0,3.0,3,4,3,0,5,7,2.44
2019-07-16,0,0,4.26,0,0,1.0,0,0,0,0,1,2,2.21
2019-07-18,0,0,3.68,0,0,1.0,0,0,0,0,0,2,1.91
2019-07-20,0,0,3.24,0,0,1.0,1,0,0,0,1,3,1.92
2019-07-25,0,0,2.89,0,0,1.0,0,0,0,0,0,2,1.71
2019-07-28,0,0,2.61,0,0,1.0,1,2,0,0,2,2,1.84
2019-07-30,0,0,2.38,0,0,1.0,0,0,0,0,0,2,1.68
2019-07-31,0,0,2.31,0,0,0.1,1,0,0,0,0,1,1.71
2019-08-01,0,0,2.25,0,0,0.1,1,0,0,0,1,1,1.83
2019-08-04,0,0,2.03,0,0,1.1,0,0,0,0,2,0,1.8
2019-08-06,0,0,1.88,0,0,1.0,0,0,0,0,0,3,1.67
2019-08-07,0,0,2.35,0,0,1.0,2,1,1,0,0,2,1.7
2019-08-10,0,0,4.41,0,0,1.0,2,4,4,0,2,1,1.84
2019-08-12,0,0,4.08,0,0,1.1,1,0,0,0,1,2,1.81
2019-08-14,0,0,3.72,0,0,1.2,1,0,0,0,1,1,1.76
2019-08-18,0,0,3.98,0,0,1.0,1,1,1,0,1,3,1.77
2019-08-20,0,0,3.8,0,0,1.0,0,0,0,0,0,1,1.69
2019-08-21,0,0,3.63,0,0,1.0,0,0,0,0,1,2,1.66
2019-08-24,0,0,3.47,0,0,1.0,0,0,0,0,0,1,1.59
2019-08-27,0,0,3.33,0,0,1.0,1,0,0,0,1,2,1.6
2019-08-30,0,0,3.08,0,0,2.0,3,0,0,0,0,5,1.59
2019-09-03,0,0,2.96,0,0,1.0,0,0,0,0,0,3,1.54
2019-09-04,0,0,2.93,0,0,0.1,0,0,0,0,2,1,1.59
2019-09-06,0,0,2.83,0,0,1.0,0,0,0,0,1,1,1.57
2019-09-09,0,0,3.72,0,0,0.1,3,3,3,1,0,1,1.66
2019-09-12,0,0,3.68,0,0,0.1,0,0,0,0,0,1,1.64
2019-09-20,0,0,4.55,0,0,0.1,1,3,3,0,2,1,1.72
2019-09-22,0,0,4.45,0,0,0.2,1,0,0,0,1,0,1.75
2020-08-21,1,0,0.0,0,0,2.0,1,0,0,0,1,3,1.0
2020-08-25,0,0,0.0,0,0,2.0,2,0,0,0,1,2,1.25
2020-08-29,0,0,0.0,0,0,0.2,0,0,0,0,1,2,1.29
2020-09-18,0,0,3.38,0,0,0.2,1,2,2,0,2,1,1.69
2020-09-22,0,0,2.84,0,0,1.0,0,0,0,0,0,2,1.42
2020-09-25,0,0,2.45,0,0,1.0,0,0,0,0,1,1,1.36
2020-09-27,0,0,2.16,0,0,1.0,1,0,0,0,2,2,1.56
2021-04-03,0,0,9.0,0,0,1.0,2,1,1,0,0,2,2.0
2021-04-05,0,0,6.75,0,0,0.1,0,0,0,0,2,1,3.0
2021-04-06,0,0,3.86,0,0,1.0,0,0,0,0,2,1,2.57
2021-04-10,0,0,2.45,0,0,1.1,2,0,0,0,1,2,2.45
2021-04-13,0,0,1.93,0,0,1.0,1,0,0,0,1,0,2.36
2021-04-14,0,0,1.59,0,0,1.0,0,0,0,0,0,0,1.94
2021-04-15,0,0,1.5,0,0,0.1,0,0,0,0,0,0,1.83
2021-04-22,0,1,5.14,0,0,1.0,2,4,3,1,2,1,2.14
2021-04-29,0,0,4.5,0,0,1.0,0,0,0,0,0,3,1.88
2021-04-30,0,0,4.0,0,0,1.0,1,0,0,0,0,3,1.78
2021-05-02,0,0,3.6,0,0,1.0,1,0,0,0,0,2,1.7
2021-05-04,0,0,3.48,0,0,0.1,0,0,0,0,2,0,1.84
2021-05-06,0,0,3.18,0,0,1.0,1,1,0,0,0,1,1.76
2021-05-11,0,1,4.63,0,0,0.1,2,2,2,0,1,0,1.97
2021-05-15,0,0,4.26,0,0,1.0,0,0,0,0,2,1,1.97
2021-05-20,0,0,3.95,0,0,1.0,0,0,0,0,1,1,1.9
2021-05-21,0,0,3.68,0,0,1.0,0,0,0,0,1,3,1.84
2021-05-22,0,0,3.52,0,0,0.2,0,0,0,0,0,2,1.76
2021-05-29,0,0,3.38,0,0,0.2,0,0,0,0,1,1,1.75
2021-06-02,0,0,3.18,0,0,1.0,0,0,0,0,0,1,1.65
2021-06-06,0,0,3.0,0,0,1.0,0,0,0,0,2,1,1.67
2021-06-07,0,0,2.89,0,0,0.2,1,0,0,0,0,2,1.66
2021-06-09,0,0,2.84,0,0,0.1,0,0,0,0,0,0,1.63
2021-06-10,1,0,3.15,0,0,1.0,1,1,1,1,0,2,1.6
2021-06-15,0,0,3.05,0,0,0.2,0,0,0,0,0,0,1.55
2021-06-16,0,0,3.0,0,0,0.1,0,0,0,0,1,0,1.57
2021-06-20,0,0,3.22,0,0,1.1,2,1,1,0,1,1,1.61
2021-06-22,1,0,3.04,0,0,1.1,0,0,0,0,0,0,1.52
2021-06-24,0,0,3.0,0,0,0.1,1,0,0,0,1,1,1.58
2021-06-27,0,0,2.96,0,0,0.1,1,0,0,0,1,1,1.64
2021-06-29,0,0,2.84,0,0,1.0,2,0,0,0,0,1,1.66
2021-06-30,0,0,2.73,0,0,1.0,0,0,0,0,0,1,1.59
2021-07-03,0,0,2.67,0,0,0.2,1,0,0,0,1,0,1.63
2021-07-07,0,0,2.89,0,0,1.0,1,1,1,1,0,1,1.61
2021-07-09,0,0,2.79,0,0,1.0,0,0,0,0,0,2,1.55
2021-07-11,0,0,2.7,0,0,1.0,0,0,0,0,0,1,1.5
2021-07-18,0,0,3.9,0,0,0.0,2,4,4,1,2,0,1.63
2021-07-19,0,0,3.77,0,0,1.0,0,0,0,0,0,2,1.58
2021-07-22,0,0,3.66,0,0,1.0,0,0,0,0,0,2,1.53
2021-07-23,0,0,3.55,0,0,1.0,0,0,0,0,1,2,1.52
2021-07-29,0,0,3.44,0,0,1.0,1,0,0,0,0,1,1.5
2021-09-10,0,0,3.31,0,0,1.1,0,0,0,0,1,2,1.47
2021-09-12,0,0,3.22,0,0,1.0,0,0,0,0,1,1,1.46
2021-09-14,0,0,3.08,0,0,1.2,0,0,0,0,1,2,1.42
2021-09-18,0,0,3.03,0,0,0.2,1,0,0,0,1,1,1.45
2021-09-21,0,0,2.97,0,0,0.2,1,0,0,0,0,1,1.45
2021-09-25,0,0,3.4,0,0,0.1,1,2,2,1,0,1,1.46
2021-10-01,0,0,3.38,0,0,0.1,1,0,0,0,1,0,1.5
