W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-03-31,0,0,0.0,0,0,1.0,0,0,0,0,2,1,2.0
2019-04-05,0,0,0.0,0,0,1.1,1,0,0,0,0,2,1.29
2019-04-07,0,0,0.0,0,0,0.1,0,0,0,0,0,0,1.13
2019-04-09,0,0,0.0,0,0,0.2,1,0,0,0,0,0,1.2
2019-04-15,0,0,0.0,0,0,1.0,0,0,0,0,0,2,0.92
2019-04-16,0,0,0.0,0,0,0.2,2,0,0,0,0,0,1.2
2019-04-18,0,0,0.0,0,0,3.1,1,0,0,0,0,2,0.84
2019-04-22,0,0,2.89,0,0,1.0,2,3,3,1,1,0,1.07
2019-04-23,0,0,2.7,0,0,0.2,0,0,0,0,0,0,1.0
2019-04-26,0,0,2.45,0,0,1.0,0,0,0,0,0,1,0.91
2019-04-30,0,0,2.31,0,0,0.2,1,0,0,0,0,0,0.94
2019-05-02,0,0,2.13,0,0,1.0,1,0,0,0,0,1,0.95
2019-05-06,0,0,1.98,0,0,1.0,0,0,0,0,0,1,0.88
2019-05-08,0,0,1.84,0,0,1.0,0,0,0,0,0,1,0.82
2019-05-11,0,0,1.65,0,0,1.2,1,0,0,0,1,2,0.86
2019-05-14,0,0,1.56,0,0,1.0,1,0,0,0,0,0,0.87
2019-05-15,0,0,1.5,0,0,0.2,2,0,0,0,0,1,0.94
2019-05-18,0,0,1.42,0,0,1.0,0,0,0,0,0,1,0.89
2019-05-20,0,0,1.77,0,0,1.1,1,1,1,0,0,2,0.89
2019-05-23,0,0,1.69,0,0,1.0,0,0,0,0,0,1,0.84
2019-05-27,0,0,1.64,0,0,0.2,0,0,0,0,1,2,0.86
2019-05-28,0,0,1.61,0,1,0.1,0,0,0,0,0,0,0.85
2019-06-01,0,0,1.9,0,0,1.1,3,1,1,1,0,2,0.93
2019-06-02,0,0,1.9,0,0,0.0,1,0,0,0,0,0,0.97
2019-06-04,0,0,1.85,0,0,0.2,1,0,0,0,0,1,0.99
2019-06-05,0,0,1.82,0,0,0.1,0,0,0,0,0,0,0.97
2019-06-07,1,0,1.75,0,0,1.0,0,0,0,0,0,3,0.94
2019-06-11,0,0,2.03,0,0,1.0,2,1,1,0,1,0,1.01
2019-06-13,1,0,1.95,0,0,1.0,1,0,0,0,0,1,1.01
2019-06-15,0,0,1.93,0,0,0.1,0,0,0,0,0,0,1.0
2019-06-18,0,0,2.17,0,0,1.0,1,1,1,1,0,1,1.0
2019-06-19,0,0,2.12,0,0,0.2,0,0,0,0,1,1,1.01
2019-06-21,1,0,2.35,0,0,1.0,2,1,1,1,0,1,1.04
2019-06-25,0,0,2.27,0,0,1.0,0,0,0,0,0,1,1.01
2019-06-26,0,0,2.23,0,0,0.2,0,0,0,0,0,0,0.99
2019-06-27,0,1,2.97,0,0,1.0,3,3,3,0,1,1,1.08
2019-07-03,0,0,2.88,0,0,1.0,1,0,0,0,0,2,1.08
2019-07-05,0,0,3.06,0,0,1.0,2,1,1,1,0,0,1.1
2019-07-07,0,0,2.92,0,0,1.2,0,0,0,0,0,4,1.05
2019-07-12,0,0,2.84,0,0,1.0,0,0,0,0,0,1,1.03
2019-07-13,0,0,2.79,0,0,0.2,0,0,0,0,0,1,1.01
2019-07-19,0,1,3.18,0,0,1.0,3,2,2,0,0,1,1.06
2019-07-21,0,0,3.12,0,0,0.2,1,0,0,0,0,0,1.07
2019-07-22,0,0,3.1,0,0,0.1,0,0,0,0,0,0,1.06
2019-07-23,0,0,3.07,0,0,0.1,1,0,0,0,0,0,1.07
2019-07-28,0,0,3.0,0,0,1.0,0,0,0,0,0,1,1.05
2019-08-01,0,0,2.93,0,0,1.0,0,0,0,0,0,0,1.02
2019-08-03,0,0,2.91,0,0,0.1,0,0,0,0,0,0,1.02
2019-08-05,0,0,3.07,0,0,0.2,2,2,1,0,0,1,1.05
2019-08-08,0,0,3.0,0,0,1.0,1,0,0,0,0,0,1.04
2019-08-11,0,0,2.96,0,0,0.2,0,0,0,0,0,0,1.03
2019-08-13,0,0,3.55,0,0,0.0,3,4,3,1,0,0,1.09
2019-08-17,0,0,3.47,0,0,1.0,2,0,0,0,0,0,1.11
