W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-29,0,0,0.0,1.0,0,0,0,0,2,0.0
2018-03-30,0,0,4.5,1.0,2,1,0,0,3,1.0
2018-04-04,0,0,3.0,1.0,0,0,0,0,1,0.67
2018-04-06,0,0,2.25,1.0,0,0,0,2,2,1.0
2018-04-08,0,0,1.8,1.0,0,0,0,0,1,0.8
2018-04-11,0,0,3.0,1.0,2,1,0,0,2,1.0
2018-04-13,0,0,2.57,1.0,0,0,0,0,3,0.86
2018-04-19,0,0,2.25,1.0,0,0,0,0,3,0.75
2018-04-22,0,0,2.0,1.0,0,0,0,2,1,0.89
2018-04-25,0,0,1.8,1.0,1,0,0,0,1,0.9
2018-04-27,0,0,1.64,1.0,1,0,0,0,0,0.91
2018-04-29,0,0,1.5,1.0,0,0,0,1,2,0.92
2018-05-01,0,0,1.38,1.0,0,0,0,0,3,0.85
2018-05-03,0,0,1.29,1.0,1,0,0,0,3,0.86
2018-05-04,1,0,1.8,1.0,1,1,0,0,3,0.87
2018-05-08,0,0,1.69,1.0,0,0,0,0,1,0.81
2018-05-09,0,0,1.59,1.0,1,0,0,0,3,0.82
2018-05-12,0,0,1.5,1.0,0,0,0,3,1,0.94
2018-05-19,0,0,1.42,1.0,0,0,0,1,1,0.95
2018-05-25,0,0,1.33,1.1,0,0,0,0,1,0.89
2018-05-27,0,0,1.27,1.0,0,0,0,1,2,0.89
2018-05-29,1,0,1.21,1.0,0,0,0,1,1,0.9
2018-05-30,0,0,1.54,1.0,2,1,0,0,1,0.94
2018-06-01,0,0,1.48,1.0,0,0,0,0,3,0.9
2018-06-04,0,0,1.46,0.1,0,0,0,0,1,0.89
2018-06-06,0,0,1.4,1.0,1,0,0,0,1,0.9
2018-06-08,0,0,1.35,1.0,1,0,0,0,0,0.9
2018-06-09,0,0,1.3,1.0,0,0,0,2,2,0.94
2018-06-12,0,0,1.26,1.0,0,0,0,0,2,0.91
2018-06-14,0,0,1.21,1.0,0,0,0,0,2,0.88
2018-06-16,0,0,1.17,1.0,0,0,0,0,1,0.85
2018-06-18,0,0,1.14,1.0,1,0,0,1,2,0.88
2018-06-20,1,0,1.1,1.0,0,0,0,0,1,0.86
2018-06-21,0,0,1.07,1.0,0,0,0,1,1,0.86
2018-06-25,0,0,1.29,1.1,1,1,1,0,3,0.86
2018-07-01,0,0,1.51,0.2,2,1,0,0,0,0.9
2018-07-02,0,0,1.47,1.0,0,0,0,0,3,0.87
2018-07-03,0,0,1.43,1.0,0,0,0,0,2,0.85
2018-07-07,0,0,1.42,0.1,0,0,0,0,1,0.84
2018-07-12,0,0,1.38,1.0,0,0,0,0,1,0.82
2018-07-14,0,0,1.35,1.0,0,0,0,1,1,0.83
2018-07-21,0,0,2.03,0.0,1,3,0,3,0,0.93
2018-07-28,0,0,1.98,1.0,1,0,0,1,2,0.95
2018-07-29,0,0,1.93,1.0,0,0,0,0,3,0.93
2018-07-31,0,0,1.88,1.0,0,0,0,0,3,0.91
2018-08-05,0,0,2.25,1.0,1,2,0,3,3,0.98
2018-08-09,0,0,2.2,1.0,0,0,0,2,2,1.0
2018-08-11,0,0,2.15,1.0,1,0,0,1,2,1.02
2018-08-14,0,0,2.11,1.0,1,0,0,0,1,1.02
2018-08-21,0,0,2.11,0.0,0,0,0,1,0,1.04
2018-09-20,0,0,2.64,0.2,2,3,1,1,1,1.09
2018-09-22,0,0,2.59,1.0,0,0,0,0,2,1.07
2018-09-24,0,0,2.54,1.0,0,0,0,1,2,1.07
2018-09-26,0,0,2.49,1.0,0,0,0,0,2,1.05
2018-09-29,0,0,2.45,0.2,0,0,0,1,2,1.05
2019-03-28,0,0,0.0,1.0,1,0,0,0,1,1.0
2019-04-01,0,0,0.0,1.0,0,0,0,0,1,0.5
2019-04-02,0,1,6.0,1.0,3,2,0,1,2,1.67
2019-04-04,0,0,4.5,1.0,1,0,0,0,1,1.5
2019-04-06,0,0,3.6,1.0,1,0,0,0,2,1.4
2019-04-13,0,0,3.0,1.0,0,0,0,0,1,1.17
2019-04-17,0,0,2.57,1.0,0,0,0,0,1,1.0
2019-04-21,0,0,2.25,1.0,1,0,0,0,2,1.0
2019-04-22,0,0,3.0,1.0,2,1,0,0,1,1.11
2019-04-24,0,0,2.7,1.0,0,0,0,1,1,1.1
2019-04-26,0,0,2.45,1.0,0,0,0,1,2,1.09
2019-04-27,0,0,2.38,0.1,0,0,0,0,1,1.06
2019-05-03,0,0,2.19,1.0,1,0,0,0,1,1.05
2019-05-05,0,0,2.13,0.1,0,0,0,0,1,1.03
2019-05-09,0,0,2.63,1.0,1,1,1,0,1,1.02
2019-05-10,0,0,2.45,1.0,1,0,0,0,2,1.02
2019-05-15,0,0,2.3,1.0,1,0,0,0,2,1.02
2019-05-15,0,0,2.16,1.0,0,0,0,0,2,0.96
2019-05-18,0,0,2.04,1.0,0,0,0,0,2,0.91
2019-05-20,0,0,1.93,1.0,0,0,0,1,3,0.91
2019-05-22,0,0,1.83,1.0,0,0,0,1,1,0.92
2019-05-25,0,0,1.74,1.0,0,0,0,1,1,0.92
2019-05-27,0,0,1.66,1.0,1,0,0,0,0,0.92
2019-05-31,0,0,1.59,1.0,0,0,0,0,2,0.88
2019-06-01,0,0,1.52,1.0,1,0,0,1,0,0.93
2019-06-06,0,0,1.46,1.0,0,0,0,0,0,0.89
2019-06-09,1,0,1.4,1.0,1,0,0,1,1,0.94
2019-06-15,0,0,1.35,1.0,1,0,0,0,1,0.94
2019-06-18,0,0,1.3,1.0,0,0,0,0,3,0.9
