W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-04-01,0,0,4.5,0,0,2.0,3,1,1,0,1,2,2.0
2018-04-10,0,0,3.86,0,0,0.1,0,0,0,0,0,0,1.71
2018-04-14,0,0,1.69,0,0,3.0,0,0,0,0,0,5,0.75
2018-04-18,0,0,2.16,0,0,3.0,1,1,1,0,0,5,0.6
2018-04-24,0,0,1.74,0,0,2.0,1,0,0,0,0,1,0.58
2018-04-26,0,1,2.31,0,0,1.1,2,1,1,0,1,1,0.77
2018-04-29,0,0,1.98,0,0,2.0,2,0,0,0,0,3,0.8
2018-05-02,0,1,3.24,0,0,3.0,5,3,3,1,0,2,0.96
2018-05-05,0,0,3.06,0,0,1.0,0,0,0,0,0,1,0.91
2018-05-07,0,0,3.72,0,0,1.2,3,2,2,1,0,0,0.98
2018-05-08,0,0,3.48,0,0,1.1,0,0,0,0,0,0,0.92
2018-05-11,0,0,3.32,0,0,1.0,1,0,0,0,0,2,0.92
2018-05-13,0,1,4.18,0,0,2.0,3,3,3,1,1,1,1.01
2018-05-19,0,0,4.01,0,0,1.0,0,0,0,0,0,2,0.97
2018-05-21,0,0,3.91,0,0,0.2,1,0,0,0,1,0,1.03
2018-05-24,0,0,3.62,0,0,2.0,0,0,0,0,0,2,0.95
2018-05-27,0,0,3.77,0,0,1.1,3,1,1,0,0,2,1.01
2018-05-29,0,0,3.82,0,0,2.0,3,2,1,0,1,2,1.08
2018-06-01,0,1,4.73,0,0,1.2,5,4,4,1,0,2,1.18
2018-06-03,0,0,4.46,0,0,2.0,0,0,0,0,1,2,1.14
2018-06-08,0,0,4.58,0,0,1.0,1,1,1,1,0,0,1.13
2018-06-12,0,0,4.91,0,0,1.1,2,2,2,1,1,1,1.17
2018-06-14,0,0,4.86,0,0,0.1,0,0,0,0,1,1,1.19
2018-06-18,0,0,4.74,0,0,1.0,0,0,0,0,1,1,1.18
2018-06-20,0,0,4.62,0,0,1.0,1,0,0,0,1,0,1.21
2018-06-21,0,0,4.85,0,0,0.0,1,1,1,0,1,0,1.26
