W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-07-03,1,0,5.4,1,0,5.0,4,3,3,1,4,6,1.6
2019-07-16,0,1,5.73,1,0,6.0,8,6,4,1,1,7,1.55
2019-07-21,0,1,6.19,1,0,5.0,3,4,4,1,4,4,1.5
2019-07-26,0,1,6.86,1,0,5.0,7,5,5,1,3,4,1.62
2019-08-01,0,1,6.43,1,0,7.0,7,4,4,1,2,6,1.54
2019-08-06,1,0,6.0,1,0,5.0,7,2,2,1,1,6,1.55
2019-08-13,0,1,5.54,1,0,6.0,5,4,2,2,5,2,1.56
2019-08-18,0,1,5.93,1,0,5.0,7,5,5,2,1,6,1.57
2019-08-23,1,0,5.76,1,0,6.0,4,3,3,1,1,9,1.48
2019-08-29,0,1,6.92,1,0,2.0,10,8,8,2,1,3,1.63
2019-09-03,0,0,6.75,1,0,6.2,4,4,4,1,2,11,1.55
2019-09-08,0,0,6.53,1,0,3.1,4,1,1,0,5,4,1.61
2019-09-14,0,0,6.18,1,0,5.0,3,1,1,1,3,5,1.58
2019-09-20,1,0,5.79,1,0,6.0,5,1,1,0,2,8,1.55
2020-07-28,0,1,15.43,1,0,2.1,7,4,4,2,0,1,3.0
2020-08-02,1,0,6.48,1,0,6.0,5,2,2,1,1,4,1.56
2020-08-07,1,0,4.05,1,0,5.0,2,0,0,0,5,4,1.5
2020-08-12,1,0,3.26,1,0,6.0,7,5,1,2,0,5,1.4
2020-08-18,1,0,3.16,1,0,6.1,5,2,2,1,3,3,1.36
2020-08-23,0,1,3.13,1,0,6.0,4,2,2,1,3,5,1.33
2020-08-29,0,0,3.0,1,0,4.1,1,1,1,1,6,5,1.36
2020-09-03,1,0,3.29,1,0,5.0,4,3,3,1,2,1,1.34
2020-09-08,0,0,3.33,1,0,5.0,5,2,2,0,0,2,1.3
2020-09-14,0,0,3.2,1,0,4.2,5,1,1,0,5,4,1.38
2020-09-20,0,1,3.52,1,0,3.0,0,3,3,0,7,5,1.43
2020-09-25,0,1,4.01,1,0,4.2,5,5,5,3,2,5,1.44
2021-04-04,0,0,5.79,1,0,4.2,5,3,3,1,3,3,1.71
2021-04-11,0,0,3.86,1,0,4.2,4,1,1,0,3,6,1.61
2021-04-17,0,0,3.86,1,0,4.2,6,2,2,0,3,6,1.71
2021-04-23,0,0,4.15,1,0,3.1,3,2,2,1,3,5,1.73
2021-04-29,1,0,2.96,1,0,7.0,3,0,0,0,0,9,1.36
2021-05-04,1,0,2.37,1,0,6.0,1,0,0,0,3,11,1.22
2021-05-11,0,0,2.8,1,0,5.0,5,3,3,1,2,7,1.25
2021-05-16,0,0,2.41,1,0,5.2,3,1,0,0,3,3,1.22
2021-05-22,0,1,3.18,1,0,4.1,5,5,5,0,4,6,1.3
2021-05-27,1,0,2.98,1,0,6.0,4,1,1,1,2,10,1.27
2021-06-01,0,1,3.79,1,0,3.1,8,6,6,1,1,2,1.35
2021-06-06,1,0,3.36,1,0,7.0,5,0,0,0,1,10,1.3
2021-06-12,1,0,3.38,1,0,5.0,4,2,2,1,1,7,1.28
2021-06-17,0,1,3.99,1,0,3.1,4,7,6,1,2,4,1.3
2021-06-23,1,0,3.81,1,0,5.2,7,2,1,0,1,7,1.31
2021-06-30,1,0,3.75,1,0,6.0,3,2,2,2,3,7,1.29
2021-07-05,0,1,4.14,1,0,5.1,6,6,6,1,2,8,1.3
2021-07-11,0,0,4.11,1,0,5.0,2,2,2,1,2,6,1.27
2021-07-16,0,1,4.15,1,0,5.2,6,3,3,1,2,10,1.28
2021-07-21,0,1,4.21,1,0,5.0,7,3,3,1,2,5,1.31
2021-07-27,0,0,4.14,1,0,6.0,6,3,2,0,1,6,1.3
2021-08-03,1,0,3.92,1,0,6.0,1,0,0,0,2,11,1.26
2021-08-08,1,0,3.99,1,0,5.0,5,3,3,0,3,10,1.27
2021-08-14,0,0,4.04,1,0,5.0,4,3,3,1,0,6,1.25
2021-08-19,0,0,4.06,1,0,6.0,4,3,3,2,4,5,1.26
2021-08-24,1,0,3.92,1,0,7.0,4,1,1,1,1,7,1.23
2021-08-29,1,0,3.82,1,0,6.0,4,1,1,1,2,11,1.22
2021-09-05,0,1,3.87,1,0,5.0,4,4,3,1,3,9,1.22
2021-09-11,0,0,4.22,1,0,2.2,4,7,7,1,5,5,1.26
2021-09-17,1,0,4.09,1,0,5.0,4,0,0,0,2,10,1.26
2021-09-24,1,0,3.95,1,0,5.1,4,0,0,0,0,9,1.24
2021-10-03,0,0,3.91,1,0,4.0,4,1,1,0,2,5,1.25
