W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-30,0,0,27.0,2.1,5,7,1,4,3,3.86
2018-04-05,0,0,7.56,6.0,4,0,0,0,4,1.56
2018-04-10,0,0,5.65,6.0,7,2,1,2,8,1.53
2018-04-15,0,0,4.74,4.2,2,1,1,6,6,1.58
2018-04-21,1,0,4.32,6.0,6,2,0,2,6,1.52
2018-04-27,0,0,4.1,1.1,1,0,0,1,1,1.52
2018-05-02,1,0,3.78,7.0,3,2,2,1,9,1.32
2018-05-09,0,1,4.23,5.0,6,4,2,1,3,1.33
2018-05-14,1,0,4.3,5.2,7,3,0,1,3,1.34
2018-05-20,0,0,4.74,5.1,6,5,1,1,4,1.34
2018-05-26,0,0,4.72,6.0,6,3,2,3,2,1.36
2018-06-01,0,0,5.07,5.0,7,5,1,3,4,1.41
2018-06-07,0,0,4.81,7.0,5,2,0,1,5,1.35
2018-06-13,1,0,4.48,7.0,6,1,1,0,6,1.3
2018-06-18,0,1,4.52,5.1,7,3,2,2,5,1.33
2018-06-23,0,1,4.62,6.0,7,4,1,2,8,1.34
2018-06-29,1,0,4.23,8.0,4,0,0,1,8,1.28
2018-07-04,1,0,3.9,8.0,2,0,0,2,9,1.22
2018-07-10,0,0,3.76,6.0,3,1,1,4,8,1.22
2018-07-15,0,0,3.72,6.0,5,2,0,1,6,1.21
2018-07-24,0,0,3.57,7.1,3,1,1,3,4,1.18
2018-07-30,0,0,3.69,6.0,3,4,1,3,5,1.17
2018-08-04,0,1,4.05,4.0,7,7,3,3,4,1.21
2018-08-09,0,0,3.94,6.0,4,1,0,1,6,1.2
2018-08-15,0,1,4.39,4.1,7,9,3,3,4,1.23
2018-08-21,0,1,4.45,6.1,10,4,2,0,8,1.25
2018-08-26,0,1,4.79,0.2,7,6,1,1,1,1.29
2018-09-03,0,0,4.8,5.1,6,3,1,0,7,1.29
2018-09-09,0,1,4.89,2.2,5,3,1,2,2,1.31
2018-09-14,0,1,4.82,6.0,7,2,0,0,6,1.31
2018-09-19,0,0,4.76,6.0,3,2,1,2,4,1.29
2018-09-30,1,0,4.55,7.2,4,0,0,3,5,1.27
2019-03-30,0,1,9.0,5.0,9,5,0,0,3,1.8
2019-04-05,0,1,11.0,4.0,9,6,2,3,2,2.33
2019-04-22,0,0,12.0,3.0,4,5,1,3,4,2.33
2019-04-28,0,0,11.34,4.2,4,5,3,4,9,2.16
2019-05-03,0,1,11.76,4.0,7,6,2,1,5,2.13
2020-07-24,0,1,10.8,1.2,3,2,1,3,0,3.6
2020-07-29,0,0,3.38,3.2,4,0,0,2,2,2.25
2020-08-02,0,0,3.68,2.0,1,1,1,1,2,1.91
2020-08-06,0,0,2.19,5.0,2,0,0,2,3,1.46
2020-08-11,0,0,3.63,5.0,5,4,1,3,2,1.5
2020-08-17,0,0,4.84,5.0,8,5,1,1,8,1.57
2020-08-22,1,0,3.45,9.0,3,0,0,0,4,1.21
2020-08-28,0,1,4.75,4.2,9,7,0,3,3,1.39
2020-09-04,0,1,5.18,4.0,7,4,1,1,2,1.45
2020-09-09,1,0,4.5,6.0,3,0,0,1,4,1.35
2020-09-17,0,0,5.06,2.0,4,4,0,1,3,1.4
2020-09-20,1,0,4.53,5.2,4,0,0,3,4,1.38
2020-09-25,1,0,4.37,6.0,5,2,0,4,4,1.39
2021-04-03,0,1,5.4,5.0,5,3,1,2,7,1.4
2021-04-08,0,1,5.23,5.1,10,3,2,0,5,1.65
2021-04-14,1,0,4.02,5.1,4,1,0,2,2,1.47
2021-04-21,1,0,3.92,5.0,3,2,0,2,7,1.35
2021-04-27,0,0,3.38,6.0,3,1,0,2,5,1.24
2021-05-03,0,1,3.24,6.2,2,2,0,3,5,1.14
2021-05-09,1,0,3.05,8.0,4,2,0,1,6,1.04
2021-05-15,0,0,3.5,5.0,6,4,2,2,7,1.1
2021-05-21,0,1,4.73,5.0,10,9,3,2,7,1.23
2021-05-27,0,1,4.63,5.0,5,2,2,1,4,1.22
2021-06-03,0,0,4.67,5.1,5,3,0,0,4,1.2
2021-06-09,0,1,4.52,6.0,6,2,2,2,2,1.21
2021-06-15,0,1,4.89,6.0,10,6,1,1,4,1.26
2021-06-22,0,0,4.82,6.2,5,3,1,1,4,1.23
2021-06-28,0,1,4.75,5.0,5,2,1,1,3,1.23
2021-07-04,1,0,4.39,7.0,3,0,0,2,6,1.19
2021-07-10,1,0,4.35,5.0,6,2,1,0,2,1.19
2021-07-20,0,0,4.35,6.0,7,3,0,1,6,1.2
2021-07-31,0,0,4.39,5.1,6,3,1,0,3,1.2
2021-08-05,0,0,4.35,5.0,5,2,0,2,4,1.21
2021-08-11,0,0,4.24,5.1,6,1,0,0,4,1.2
2021-08-17,1,0,4.1,6.0,3,1,1,0,4,1.17
2021-08-22,0,0,4.07,5.1,8,2,1,1,4,1.19
2021-08-28,0,1,4.06,7.0,8,3,2,0,6,1.19
2021-09-03,0,0,4.08,6.0,4,3,0,1,5,1.17
2021-09-08,0,0,4.2,4.2,7,4,2,3,4,1.2
2021-09-14,0,0,4.14,4.1,4,1,1,2,5,1.21
2021-09-20,1,0,4.01,7.0,4,1,0,1,7,1.19
2021-09-25,0,1,4.46,2.0,9,9,1,1,0,1.23
2021-09-28,0,0,4.41,4.0,2,1,1,0,2,1.22
2021-10-03,0,1,4.53,1.2,5,3,1,2,0,1.25
