W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-29,0,1,11.25,4.0,7,5,3,2,5,2.25
2018-04-06,0,1,7.45,5.2,3,3,0,3,3,1.55
2018-04-11,0,0,5.4,5.1,4,1,0,3,7,1.47
2018-04-17,0,0,3.86,6.0,2,0,0,3,8,1.29
2018-04-21,0,1,5.26,4.2,10,6,1,2,2,1.52
2018-04-27,0,0,5.4,6.0,6,4,1,1,3,1.45
2018-05-02,0,1,5.63,6.2,10,5,4,1,6,1.49
2018-05-08,1,0,5.15,5.1,6,1,1,2,5,1.49
2018-05-13,0,1,6.51,3.1,8,9,2,5,2,1.66
2018-05-19,0,1,6.88,4.0,7,5,2,3,4,1.73
2018-05-24,1,0,6.14,7.2,4,1,0,2,5,1.6
2018-05-29,0,0,5.71,6.0,4,1,0,4,4,1.58
2018-06-04,0,0,5.81,5.0,7,4,2,3,0,1.61
2018-06-09,1,0,5.28,7.0,3,0,0,3,10,1.54
2018-06-16,0,1,5.55,6.0,7,6,1,3,5,1.55
2018-06-22,0,0,5.18,6.0,2,0,0,4,7,1.51
2018-06-27,1,0,4.94,6.0,5,1,1,2,7,1.49
2018-07-03,0,1,5.19,6.0,8,6,1,2,3,1.5
2018-07-09,0,0,4.89,6.0,6,0,0,2,9,1.49
2018-07-14,1,0,4.59,7.0,4,0,0,3,8,1.46
2018-07-20,1,0,4.4,7.0,5,1,0,3,4,1.44
2018-07-25,0,1,4.7,5.2,9,7,1,2,6,1.46
2018-07-31,1,0,4.5,5.2,6,0,0,4,7,1.48
2018-08-05,0,1,4.7,6.0,8,6,1,1,6,1.48
2018-08-11,0,1,4.9,5.1,8,6,1,1,2,1.49
2018-08-23,0,0,4.85,5.0,6,2,0,2,7,1.49
2018-08-29,1,0,4.72,6.0,2,1,0,3,6,1.46
2018-09-04,0,1,4.88,0.2,4,3,1,1,0,1.49
2019-04-26,0,1,5.4,5.0,5,3,1,3,1,1.6
2019-05-02,0,0,3.27,6.0,6,1,0,1,6,1.36
2019-05-07,1,0,3.06,6.2,6,2,1,3,5,1.36
2019-05-14,1,0,3.97,5.0,7,4,0,1,6,1.41
2019-05-19,1,0,3.45,6.0,5,1,0,3,5,1.4
2019-05-26,0,0,3.12,6.0,5,1,1,1,4,1.33
2019-05-31,0,1,4.05,5.1,6,6,1,2,6,1.35
2019-06-06,0,1,4.68,2.1,4,4,1,2,2,1.42
2019-06-12,0,0,4.38,7.0,4,2,0,2,7,1.34
2019-06-17,0,0,4.64,5.0,7,4,1,3,4,1.4
2019-06-22,0,0,4.48,8.0,6,3,3,2,4,1.35
2019-06-28,0,1,4.43,6.2,7,3,2,1,8,1.33
2019-07-03,0,1,4.28,6.2,5,2,1,5,3,1.35
2019-07-12,0,0,4.64,2.0,6,4,0,2,3,1.42
2019-07-17,1,0,4.52,6.0,6,2,1,0,5,1.39
2019-07-23,0,0,4.32,6.0,5,1,0,1,11,1.36
2019-07-28,1,0,4.42,6.0,7,4,2,2,5,1.37
2019-08-03,0,1,4.93,4.2,8,8,4,2,5,1.41
2019-09-01,0,0,4.89,6.1,7,3,0,1,3,1.4
2019-09-07,1,0,4.71,6.0,2,1,0,4,5,1.38
2019-09-13,0,0,4.55,6.0,4,1,1,2,6,1.36
2019-09-18,0,0,4.3,7.0,2,0,0,1,6,1.31
2019-09-24,1,0,4.34,5.0,5,3,1,2,5,1.31
2020-07-24,0,1,4.15,4.1,3,2,0,0,2,0.69
2020-07-29,0,0,5.79,5.0,3,4,1,1,8,0.75
2020-08-03,0,1,4.11,6.0,3,1,0,4,6,0.91
2020-08-08,0,0,5.12,4.0,5,4,2,1,4,1.03
2020-08-15,1,0,4.44,5.0,2,1,1,1,8,0.95
2020-08-21,1,0,3.99,5.0,4,1,0,2,6,0.99
2020-08-28,0,0,4.11,5.2,7,3,2,1,6,1.06
2020-09-03,0,1,4.83,6.0,7,6,2,5,3,1.2
2020-09-09,1,0,4.24,5.2,4,0,0,4,4,1.22
2020-09-18,0,1,5.01,3.2,7,6,2,2,5,1.31
2020-09-23,1,0,4.66,5.2,6,1,0,1,5,1.3
2020-09-25,0,0,4.95,0.1,2,2,0,0,0,1.33
2021-04-05,1,0,0.0,6.0,2,0,0,3,5,0.83
2021-04-13,1,0,0.75,6.0,8,1,1,1,6,1.17
2021-04-19,0,1,0.5,6.0,4,0,0,2,8,1.11
2021-04-25,1,0,0.39,5.0,4,0,0,0,8,1.04
2021-05-01,1,0,0.6,7.0,2,1,1,3,7,0.97
2021-05-06,0,1,1.26,5.2,8,3,0,1,6,1.07
2021-05-12,0,1,1.94,6.0,7,4,0,2,8,1.13
2021-06-23,0,0,1.85,2.0,0,0,0,3,4,1.15
2021-06-25,0,0,1.81,1.0,0,0,0,0,1,1.12
2021-06-28,0,0,2.44,3.1,5,4,3,1,2,1.17
2021-07-03,0,0,2.6,4.0,6,2,0,2,2,1.23
2021-07-08,0,0,2.53,5.0,4,1,1,3,5,1.25
2021-07-16,0,0,2.51,4.0,2,1,0,1,3,1.21
