W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-29,0,0,0.0,0,0,0.1,0,0,0,0,0,1,0.0
2018-03-31,0,0,0.0,0,0,0.2,2,0,0,0,0,0,2.0
2018-04-02,0,0,0.0,0,0,1.2,0,0,0,0,1,1,1.13
2018-04-04,0,0,0.0,0,0,0.1,0,0,0,0,0,1,1.0
2018-04-06,0,0,0.0,0,0,1.1,0,0,0,0,1,1,0.92
2018-04-09,1,0,0.0,0,0,0.2,0,0,0,0,0,0,0.8
2018-04-11,0,0,0.0,0,0,1.2,0,0,0,0,1,2,0.75
2018-04-13,0,0,0.0,0,0,0.1,0,0,0,0,0,0,0.71
2018-04-14,0,0,0.0,0,0,1.0,1,0,0,0,0,3,0.75
2018-04-18,0,0,0.0,0,0,1.1,1,0,0,0,0,2,0.75
2018-04-19,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0.96
2018-04-21,0,0,0.0,0,0,0.1,0,0,0,0,0,0,0.93
2018-04-22,0,0,0.0,0,0,1.0,2,0,0,0,0,2,1.03
2018-04-24,0,0,0.82,0,0,0.1,2,1,1,1,0,0,1.18
2018-04-28,0,0,0.75,0,0,1.0,0,0,0,0,0,2,1.08
2018-04-29,0,0,0.69,0,0,1.0,0,0,0,0,0,0,1.0
2018-05-01,0,0,0.66,0,0,0.2,0,0,0,0,0,0,0.95
2018-05-05,0,0,1.26,0,0,0.2,1,1,1,0,0,0,0.98
2018-05-06,0,0,1.1,0,0,2.0,0,0,0,0,1,0,0.92
2018-05-09,0,0,1.04,0,0,1.0,2,0,0,0,0,3,0.98
2018-05-10,1,0,1.47,0,0,1.0,1,1,1,1,0,3,0.98
2018-05-15,0,1,2.89,0,0,0.1,3,3,3,0,1,0,1.18
2018-05-18,0,0,2.75,0,0,1.0,1,1,0,0,0,1,1.17
2018-05-24,0,0,2.57,0,0,1.1,0,0,0,0,0,1,1.1
2018-05-25,0,0,2.53,0,0,0.1,0,0,0,0,0,0,1.08
2018-05-27,0,0,2.35,0,0,1.2,1,0,0,0,0,3,1.04
2018-05-29,0,0,2.28,0,0,0.2,0,0,0,0,0,0,1.01
2018-06-01,0,0,2.19,0,0,1.0,0,0,0,0,0,0,0.97
2018-06-02,0,1,2.45,0,0,1.0,2,1,1,0,1,1,1.05
2018-06-04,0,0,2.42,0,0,0.1,0,0,0,0,0,0,1.04
2018-06-06,0,0,2.33,0,0,1.0,0,0,0,0,0,2,1.0
2018-06-08,0,0,2.22,0,0,1.1,1,0,0,0,0,1,0.99
2018-06-11,0,0,2.15,0,0,1.0,0,0,0,0,0,2,0.95
2018-06-12,0,0,2.45,0,0,0.0,2,1,1,0,0,0,1.02
2018-06-13,0,0,2.67,0,0,1.0,1,1,1,0,0,1,1.02
2018-06-17,0,0,2.64,0,0,0.1,0,0,0,0,0,1,1.01
2018-06-19,1,0,2.84,0,0,1.0,1,1,1,0,1,1,1.04
2018-06-23,0,0,2.73,0,0,1.1,0,0,0,0,1,1,1.03
2018-06-24,0,0,2.65,0,0,1.0,1,0,0,0,0,0,1.03
2018-06-27,0,1,3.09,0,0,1.0,2,2,2,0,1,0,1.09
2018-06-28,0,0,3.03,0,0,0.2,1,0,0,0,2,0,1.15
2018-06-30,0,0,2.95,0,0,1.0,1,0,0,0,0,0,1.15
2018-07-04,0,0,2.95,0,0,0.0,1,0,0,0,1,0,1.2
2018-07-05,0,0,2.92,0,0,0.1,0,0,0,0,0,0,1.19
2018-07-07,0,0,2.87,0,0,0.2,0,0,0,0,1,0,1.19
2018-07-10,0,0,2.82,0,0,0.2,1,0,0,0,0,1,1.2
