W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-06-05,0,1,7.2,5.0,6,4,1,1,5,1.4
2018-06-10,1,0,5.4,5.0,10,2,0,2,6,1.9
2018-06-17,1,0,4.6,5.2,3,2,2,1,4,1.47
2018-06-23,1,0,4.09,6.1,3,2,2,4,3,1.36
2018-06-28,0,0,4.45,6.1,5,4,1,1,6,1.27
2018-07-03,0,0,5.08,5.1,6,5,3,1,5,1.28
2018-07-09,1,0,4.43,7.0,5,1,1,2,3,1.23
2018-07-15,0,1,5.32,3.1,5,6,2,1,3,1.27
2018-07-21,0,1,5.4,4.1,6,3,2,2,6,1.32
2018-07-27,0,0,5.47,4.1,5,3,1,2,7,1.35
2018-08-04,1,0,4.98,7.0,6,1,0,1,2,1.31
2018-08-10,1,0,4.46,7.0,3,0,0,0,9,1.22
2018-08-17,0,0,4.12,7.2,6,1,0,1,5,1.18
2018-08-23,0,1,4.26,6.0,8,4,2,1,5,1.21
2018-08-28,1,0,4.34,6.2,7,4,1,1,6,1.21
2018-09-02,0,0,4.37,3.2,5,2,0,2,4,1.24
2018-09-07,0,0,4.56,4.0,8,4,1,0,3,1.27
2018-09-12,0,1,4.8,4.2,5,5,1,3,5,1.29
2018-09-17,0,1,4.92,5.0,7,4,2,2,5,1.31
2018-09-22,0,1,4.91,5.2,6,3,1,1,10,1.31
2018-09-28,0,1,4.93,5.0,3,3,1,1,6,1.29
2019-04-02,0,0,1.8,5.0,3,1,0,3,8,1.2
2019-04-07,0,1,6.75,4.1,7,6,2,1,5,1.5
2019-04-14,0,0,7.43,4.0,5,4,2,3,3,1.65
2019-04-19,0,0,5.59,6.0,2,1,1,1,6,1.29
2019-04-26,1,0,4.26,6.0,4,0,0,3,6,1.26
2019-05-01,0,0,3.48,5.2,3,0,0,1,8,1.16
2019-05-06,1,0,3.65,6.0,4,3,1,2,8,1.14
2019-05-11,0,0,4.17,4.0,8,4,1,0,2,1.22
2019-05-17,0,1,4.6,4.0,6,4,3,0,4,1.24
2019-05-24,0,0,4.99,3.2,5,4,3,3,2,1.32
2019-05-29,0,1,4.97,5.2,8,3,1,1,3,1.34
2019-06-06,0,0,4.7,5.0,6,1,0,1,7,1.35
2019-06-12,1,0,4.43,5.2,4,1,0,2,2,1.32
2019-06-18,1,0,4.22,5.1,6,1,0,1,4,1.32
2019-06-23,0,1,4.7,4.1,8,6,1,1,9,1.37
2019-06-30,1,0,4.35,6.0,5,0,0,1,7,1.34
2019-07-06,0,0,4.26,6.0,7,2,2,2,6,1.35
2019-07-16,0,0,4.29,5.2,4,3,2,1,4,1.32
2019-07-21,0,1,4.12,6.0,4,1,0,0,11,1.28
2019-07-27,1,0,4.01,5.0,4,1,0,3,5,1.29
2019-08-01,0,1,4.07,5.0,7,3,1,1,5,1.3
2019-08-06,1,0,4.2,5.1,5,4,2,3,5,1.31
2019-08-12,0,1,4.51,4.0,6,6,2,2,3,1.33
2019-08-17,1,0,4.4,5.0,5,1,1,3,4,1.35
2019-08-23,0,0,4.27,6.0,5,1,0,2,4,1.34
2019-08-28,1,0,4.05,7.0,2,0,0,1,8,1.29
2019-09-02,0,1,4.1,7.0,3,4,2,2,8,1.26
2019-09-08,0,0,4.06,6.0,3,2,1,3,3,1.25
2019-09-14,0,1,3.93,7.0,1,1,0,0,5,1.2
2019-09-21,0,0,3.84,6.0,3,1,0,1,7,1.18
2019-09-27,0,0,3.89,5.0,8,3,1,1,5,1.2
2020-08-02,0,0,0.0,5.0,3,0,0,0,2,0.6
