W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-29,0,0,0.0,1.1,0,0,0,0,1,0.0
2018-04-01,0,0,0.0,1.0,1,0,0,0,2,0.43
2018-04-03,0,0,5.4,1.0,2,2,1,0,2,0.9
2018-04-05,0,0,6.75,0.2,2,1,0,1,0,1.5
2018-04-06,0,0,4.5,2.0,0,0,0,2,3,1.33
2018-04-09,0,0,7.04,1.2,3,3,0,2,1,1.7
2018-04-14,0,0,6.23,1.0,0,0,0,0,1,1.5
2018-04-17,0,0,6.52,1.0,1,1,0,1,2,1.55
2018-04-21,0,0,5.91,1.0,0,0,0,2,2,1.59
2018-04-26,0,0,5.4,1.0,1,0,0,0,2,1.54
2018-04-27,0,0,4.97,1.0,1,0,0,0,2,1.5
2018-04-29,0,0,4.61,1.0,0,0,0,0,1,1.39
2018-05-03,0,0,4.5,2.1,2,1,0,1,1,1.38
2018-05-05,0,0,4.0,2.0,0,0,0,0,5,1.22
2018-05-08,0,0,3.79,1.0,1,0,0,0,2,1.21
2018-05-10,0,0,3.6,1.0,1,0,0,0,0,1.2
2018-05-12,0,0,3.32,1.2,1,0,0,0,1,1.15
2018-05-16,0,0,3.22,0.2,1,0,0,0,0,1.16
2018-05-18,0,0,3.09,1.0,0,0,0,1,1,1.16
2018-05-21,0,0,2.84,2.0,0,0,0,0,2,1.07
2018-05-22,0,1,3.76,1.0,3,3,0,1,2,1.18
2018-05-25,0,0,3.71,0.1,1,0,0,1,0,1.24
2018-05-29,0,0,3.58,1.0,1,0,0,2,1,1.3
2018-06-02,0,0,4.08,1.0,3,2,0,0,2,1.36
2018-06-05,0,0,3.9,1.1,1,0,0,1,2,1.37
2018-06-07,0,0,3.77,1.0,1,0,0,0,0,1.35
2018-06-09,0,1,3.98,0.2,1,1,0,2,1,1.42
2018-06-11,0,1,4.36,1.1,2,2,0,1,1,1.45
2018-06-13,0,0,4.24,1.0,1,0,0,0,1,1.44
2018-06-16,0,0,4.11,1.0,0,0,0,0,1,1.4
2018-06-17,0,0,4.04,0.2,0,0,0,0,1,1.37
2018-06-19,0,0,3.93,1.0,2,0,0,0,1,1.39
2018-06-21,0,1,4.19,2.0,4,2,0,0,2,1.42
2018-06-23,0,0,4.02,1.2,2,0,0,2,2,1.46
