W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-14,0,0,0.0,2.0,0,0,0,0,0,0.0
2018-04-17,0,0,0.0,1.0,3,0,0,0,0,1.0
2018-04-20,0,0,0.0,3.0,3,0,0,1,2,1.17
2018-04-25,0,0,0.0,1.0,1,0,0,0,1,1.14
2018-04-26,0,0,1.13,1.0,2,1,0,1,1,1.38
2018-04-28,0,0,0.9,2.0,2,0,0,0,3,1.3
2018-05-01,0,0,0.77,1.2,1,0,0,0,4,1.2
2018-05-05,0,0,0.73,0.2,1,0,0,0,0,1.22
2018-05-06,0,0,0.69,0.2,1,0,0,0,1,1.23
2018-05-10,0,0,0.64,1.0,0,0,0,0,2,1.14
2018-05-14,0,0,1.69,2.0,3,2,0,2,2,1.31
2018-05-19,1,0,1.5,2.0,1,0,0,1,2,1.28
2018-05-23,0,1,1.8,2.0,3,1,0,0,0,1.3
2018-05-27,0,0,2.57,1.0,3,2,1,0,1,1.38
2018-06-02,0,0,3.68,1.0,5,3,0,1,1,1.59
2018-06-05,0,0,3.52,1.0,0,0,0,1,0,1.57
2018-06-07,1,0,3.12,3.0,3,0,0,1,1,1.54
2018-06-16,0,0,2.89,2.0,1,0,0,0,1,1.46
2018-06-19,0,0,2.79,1.0,0,0,0,1,0,1.45
2018-06-23,0,0,2.7,1.0,1,0,0,1,0,1.47
2018-06-25,0,1,3.0,0.0,1,1,1,0,0,1.5
2018-06-28,0,0,3.09,2.0,2,1,0,1,0,1.5
2018-06-30,0,0,2.91,2.0,0,0,0,0,3,1.41
2018-07-02,1,0,2.86,0.2,1,0,0,0,0,1.41
2018-07-03,0,0,2.72,1.2,1,0,0,1,2,1.4
2018-07-08,0,0,2.61,1.2,0,0,0,0,0,1.34
2018-07-11,0,0,2.54,1.0,0,0,0,0,2,1.31
2018-07-12,0,0,2.48,1.0,0,0,0,0,2,1.28
2018-07-14,0,0,2.63,1.0,1,1,1,0,0,1.27
2018-07-20,0,0,3.05,0.1,2,2,0,1,0,1.33
2018-07-24,0,0,2.89,2.1,1,0,0,1,4,1.31
