W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-04-01,1,0,0.0,1,0,6.0,0,0,0,0,5,1,0.83
2018-04-06,1,0,1.59,1,0,5.1,10,2,2,0,1,4,1.41
2018-04-12,1,0,1.56,1,0,6.0,4,1,1,1,1,5,1.21
2018-04-17,0,1,1.93,1,0,6.0,4,2,2,0,3,4,1.2
2018-04-22,0,0,2.15,1,0,6.0,1,2,2,0,5,7,1.16
2018-04-28,1,0,2.29,1,0,6.0,4,2,2,0,2,2,1.13
2018-05-03,0,1,2.63,1,0,5.2,4,3,3,2,1,3,1.1
2018-05-09,0,0,3.13,1,0,5.0,7,4,4,2,2,3,1.17
2018-05-15,1,0,2.72,1,0,7.0,6,0,0,0,0,6,1.13
2018-05-20,0,0,3.05,1,0,6.0,4,4,4,1,0,5,1.08
2018-05-26,0,1,3.43,1,0,4.0,7,4,4,1,0,3,1.13
2018-05-31,0,0,3.84,1,0,5.0,9,5,5,0,2,4,1.21
2018-06-06,0,0,4.18,1,0,3.0,4,4,4,1,2,2,1.24
2018-06-12,0,1,4.38,1,0,3.0,6,8,3,0,2,2,1.3
2018-06-18,1,0,4.0,1,0,7.0,1,0,0,0,2,7,1.22
2018-06-24,0,1,4.03,1,0,6.0,5,3,3,2,0,6,1.2
2018-06-30,0,1,4.22,1,0,4.2,4,4,4,1,2,4,1.2
2018-07-06,0,1,4.6,1,0,2.1,5,5,5,1,2,0,1.24
2018-07-11,1,0,4.36,1,0,5.0,4,0,0,0,3,3,1.25
2018-07-23,1,0,4.11,1,0,6.0,4,0,0,0,2,1,1.24
2018-07-28,1,0,3.89,1,0,6.0,5,0,0,0,3,5,1.24
2018-08-05,0,1,3.88,1,0,5.0,9,2,2,1,0,3,1.27
2018-08-11,1,0,3.66,1,0,7.0,5,0,0,0,1,2,1.24
2018-08-17,0,1,3.53,1,0,7.0,4,1,1,1,2,4,1.22
2018-08-22,0,0,3.44,1,0,6.0,2,1,1,1,2,4,1.2
2018-08-29,1,0,3.3,1,0,6.0,3,0,0,0,3,8,1.19
2018-09-03,1,0,3.15,1,0,6.2,5,0,0,0,1,4,1.18
2018-09-10,0,0,3.28,1,0,5.0,6,4,4,0,0,6,1.18
2018-09-16,1,0,3.16,1,0,6.0,2,0,0,0,2,7,1.16
2018-09-22,1,0,3.04,1,0,6.0,4,0,0,0,1,7,1.15
2018-09-27,0,1,3.11,1,0,5.0,8,3,3,0,3,4,1.18
2019-03-31,1,0,0.0,1,0,6.0,3,0,0,0,1,6,0.67
2019-04-06,0,0,2.25,1,0,6.0,7,4,3,1,0,3,0.92
2019-04-12,0,0,2.45,1,0,6.1,4,2,2,1,3,3,0.98
2019-04-17,0,0,2.59,1,0,6.0,6,2,2,0,1,5,1.03
2019-04-23,0,1,2.59,1,0,7.0,4,2,2,0,1,4,0.96
2019-04-28,0,0,3.38,1,0,6.0,8,5,5,1,1,6,1.04
2019-05-04,0,0,3.74,1,0,6.0,8,4,4,0,1,5,1.11
2019-05-10,1,0,3.4,1,0,7.0,9,1,1,0,1,5,1.15
2019-05-16,0,0,3.33,1,0,3.2,2,1,1,1,1,5,1.13
2019-06-19,0,0,4.12,1,0,5.0,9,7,7,2,0,7,1.19
2019-06-25,0,1,4.25,1,0,6.2,8,4,4,2,0,4,1.19
2019-07-01,1,0,4.54,1,0,5.2,9,5,5,1,3,4,1.26
2019-07-14,0,1,5.17,1,0,5.1,11,8,8,3,3,4,1.36
2019-07-22,0,0,4.96,1,0,5.0,5,2,1,1,2,7,1.36
2019-07-27,0,1,4.77,1,0,7.0,3,3,2,2,2,7,1.31
2019-08-02,1,0,4.75,1,0,6.0,6,3,3,0,3,2,1.32
2019-08-07,0,1,5.06,1,0,5.0,8,6,6,2,1,1,1.34
2019-08-13,1,0,5.25,1,0,5.0,7,5,5,0,5,2,1.39
2019-08-19,0,1,5.65,1,0,2.0,6,8,6,3,3,1,1.45
2019-08-24,1,0,5.35,1,0,6.0,3,0,0,0,1,3,1.41
2019-08-29,1,0,5.26,1,0,7.0,7,3,3,0,0,6,1.39
