W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-04-16,0,0,0.0,0,0,0.1,1,0,0,0,0,1,3.0
2019-04-18,0,0,0.0,0,0,0.1,0,0,0,0,0,0,1.5
2019-04-20,0,0,0.0,0,0,1.0,0,0,0,0,1,2,1.2
2019-04-26,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0.75
2019-04-28,1,0,0.0,0,0,0.1,0,0,0,0,0,1,0.67
2019-04-29,0,0,0.0,0,1,0.2,0,0,0,0,0,1,0.55
2019-05-01,0,0,0.0,0,0,0.0,1,0,0,0,2,0,1.36
2019-05-03,0,0,0.0,0,0,2.0,1,0,0,0,0,3,1.06
2019-05-06,0,0,0.0,0,0,1.0,1,0,0,0,0,0,1.05
2019-05-08,0,0,2.16,0,0,1.2,1,2,2,1,1,3,1.08
2019-05-11,0,0,2.0,0,0,0.2,0,0,0,0,1,1,1.11
2019-05-12,0,0,1.8,0,0,1.0,1,0,0,0,0,1,1.1
2019-05-16,0,0,2.45,0,0,1.0,1,1,1,1,0,0,1.09
2019-05-18,1,0,2.25,0,0,1.0,0,0,0,0,0,1,1.0
2019-05-19,0,0,2.08,0,0,1.0,2,0,0,0,0,0,1.08
2019-05-21,0,0,1.93,0,0,1.0,1,0,0,0,0,0,1.07
2019-05-23,0,0,1.84,0,0,0.2,0,0,0,0,1,2,1.09
2019-05-26,1,0,1.72,0,0,1.0,0,0,0,0,0,0,1.02
2019-05-29,0,0,1.62,0,0,1.0,1,0,0,0,0,1,1.02
2019-06-01,0,0,2.12,0,0,0.1,2,1,1,0,0,0,1.12
2019-06-02,0,0,2.04,0,0,0.2,2,3,0,2,0,0,1.19
2019-06-06,0,0,1.93,0,0,1.0,2,2,0,0,0,1,1.23
2019-06-09,0,0,1.83,0,0,1.0,1,0,0,0,1,0,1.27
2019-06-10,0,0,1.71,0,1,1.1,0,0,0,0,1,1,1.24
2019-06-12,1,0,1.57,0,0,2.0,0,0,0,0,2,1,1.22
2019-06-15,0,0,1.5,0,0,1.0,0,0,0,0,0,1,1.17
2019-06-17,0,0,1.46,0,0,0.2,0,0,0,0,1,0,1.18
2019-06-21,0,0,1.35,0,0,2.0,0,0,0,0,0,2,1.09
2019-06-23,0,0,1.33,0,0,0.1,2,0,0,0,0,0,1.15
2019-06-26,0,0,1.32,0,0,0.1,0,0,0,0,0,0,1.13
2019-06-27,0,0,1.27,0,0,1.0,0,0,0,0,0,1,1.09
2019-06-29,0,0,1.23,0,0,1.0,0,0,0,0,0,1,1.06
2019-07-03,0,0,1.19,0,0,1.0,1,0,0,0,1,2,1.09
2019-07-04,0,0,1.45,0,0,0.2,2,1,1,0,0,0,1.13
2019-07-06,0,0,1.41,0,0,1.0,1,0,0,0,0,1,1.13
