W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-05-26,0,0,13.5,2.0,8,3,0,3,1,5.5
2018-06-21,0,0,11.57,0.1,0,0,0,0,0,4.71
2018-06-24,0,1,10.8,1.0,1,1,1,0,0,3.6
2018-07-08,0,1,12.79,3.0,5,5,1,3,2,3.16
2019-04-20,0,1,10.38,4.1,7,5,0,4,0,2.54
2019-05-04,0,1,11.12,1.1,2,2,0,4,1,3.0
2019-06-16,0,1,10.8,1.0,1,1,1,0,2,2.7
2019-06-19,0,0,8.31,2.0,0,0,0,1,3,2.19
2019-06-22,0,0,6.75,2.0,1,0,0,3,2,2.16
2019-06-25,0,0,6.17,1.0,0,0,0,0,1,1.97
2019-06-27,0,0,5.68,1.0,0,0,0,1,1,1.89
2019-06-30,0,0,6.92,0.1,3,2,0,0,0,2.08
2019-08-24,0,0,6.59,0.2,1,0,0,0,0,2.05
2021-04-03,1,0,0.0,5.0,4,0,0,2,6,1.2
2021-04-11,0,0,4.5,5.0,8,5,1,2,5,1.6
2021-04-17,0,1,3.38,6.0,10,1,0,0,3,1.63
2021-04-24,1,0,2.74,7.0,4,1,0,1,7,1.35
2021-04-30,0,0,3.33,4.0,4,3,1,1,0,1.33
2021-05-07,1,0,3.78,6.1,10,4,1,1,2,1.41
2021-05-14,1,0,3.46,5.2,5,1,0,1,0,1.36
2021-05-21,0,1,5.09,1.2,10,8,2,1,1,1.57
2021-05-27,1,0,4.34,7.0,3,0,0,1,6,1.43
2021-06-02,0,1,4.7,6.0,7,5,1,1,3,1.42
2021-06-09,0,0,4.68,6.0,6,3,1,1,3,1.39
2021-06-15,1,0,4.12,8.0,4,0,0,0,8,1.29
2021-06-22,0,0,3.87,6.2,4,1,1,2,6,1.25
2021-06-29,0,0,3.97,5.0,7,3,0,3,2,1.3
2021-07-04,1,0,3.8,6.0,4,1,0,0,5,1.25
2021-07-10,1,0,3.51,7.0,3,0,0,2,6,1.21
2021-07-16,1,0,3.35,7.0,6,1,1,1,2,1.2
2021-07-22,0,1,3.35,5.1,6,2,0,2,1,1.21
2021-07-27,0,1,3.81,4.0,9,7,1,0,3,1.25
2021-08-02,1,0,3.75,6.2,7,2,1,2,6,1.26
2021-08-07,0,0,3.81,5.0,8,3,2,1,7,1.28
2021-08-13,0,0,3.78,6.0,6,2,0,1,3,1.27
2021-08-19,0,0,3.65,7.0,4,1,1,1,5,1.25
2021-08-24,1,0,3.54,6.2,6,1,0,1,5,1.24
2021-08-30,0,0,3.52,5.2,8,2,0,2,4,1.26
2021-09-05,0,0,3.56,6.0,4,3,1,2,4,1.25
2021-09-11,0,1,3.73,5.0,6,5,1,2,4,1.26
2021-09-17,1,0,3.66,5.2,6,1,0,2,3,1.26
2021-09-22,1,0,3.56,7.0,3,1,1,2,8,1.24
2021-09-27,1,0,3.67,5.0,7,4,1,1,6,1.25
2021-10-02,0,0,3.61,5.1,6,1,1,1,1,1.25
