W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-06-15,1,0,0.0,5.0,3,0,0,4,6,1.4
2018-06-20,0,0,3.12,3.2,6,3,0,2,4,1.73
2018-06-25,1,0,1.93,5.1,1,0,0,2,8,1.29
2018-07-02,0,0,3.0,4.0,5,3,1,0,3,1.28
2018-09-03,0,0,2.7,2.0,1,0,0,0,4,1.2
2018-09-11,0,0,5.06,1.1,4,6,0,3,3,1.45
2018-09-21,0,0,5.82,0.1,2,2,1,0,1,1.52
2018-09-27,0,0,5.56,1.0,0,0,0,1,2,1.5
2018-09-30,0,0,5.11,2.0,4,0,1,0,2,1.54
2019-04-03,0,0,2.25,4.0,1,1,0,3,4,1.0
2019-04-09,0,0,3.86,3.0,4,2,1,2,5,1.43
2019-04-24,1,0,2.7,3.0,2,0,0,1,1,1.3
2019-05-08,0,1,4.5,4.0,6,4,1,2,3,1.5
2019-08-15,0,0,5.94,2.2,4,4,2,0,4,1.5
2019-08-20,0,0,5.12,2.2,1,0,0,2,2,1.45
2019-08-31,0,0,4.87,1.0,1,0,0,1,2,1.48
2019-09-03,0,0,4.84,2.0,2,1,1,1,1,1.48
2019-09-08,0,0,4.63,1.0,0,0,0,0,2,1.41
2019-09-10,0,0,4.94,0.1,2,1,0,2,0,1.56
2019-09-14,0,0,4.56,2.0,1,0,0,0,2,1.48
2019-09-17,1,0,4.23,2.0,0,0,0,1,3,1.41
2019-09-21,0,0,4.25,2.0,3,1,0,0,5,1.42
2019-09-25,0,1,4.7,1.0,4,2,1,0,2,1.5
2019-09-27,0,0,4.55,1.0,0,0,0,1,1,1.48
2020-07-26,0,0,3.0,3.0,2,1,1,1,3,1.0
2020-07-30,1,0,4.5,3.0,1,2,1,2,4,1.0
2020-08-05,0,0,4.32,2.1,3,1,0,1,3,1.2
2020-08-12,1,0,3.48,2.0,3,0,0,0,3,1.26
2020-08-15,0,0,3.18,1.0,1,0,0,0,1,1.24
2020-08-19,0,0,2.77,1.2,0,0,0,0,1,1.08
2020-08-28,0,0,2.81,3.0,3,1,0,0,3,1.06
2020-09-01,0,0,3.18,1.0,1,1,1,0,2,1.06
2020-09-16,0,0,3.0,1.0,1,0,0,0,0,1.06
2020-09-18,1,0,2.7,2.0,1,0,0,1,1,1.05
2020-09-21,0,0,3.86,1.0,5,3,0,2,0,1.33
2020-09-25,0,0,3.52,2.0,0,0,0,0,1,1.22
2021-04-01,0,0,0.0,1.0,0,0,0,0,1,0.0
2021-04-03,1,0,0.0,2.0,0,0,0,0,3,0.0
2021-04-07,0,0,0.0,1.0,0,0,0,0,1,0.0
2021-04-10,0,0,0.0,2.0,2,0,0,1,3,0.5
2021-04-14,0,0,1.13,2.0,3,1,0,0,0,0.75
2021-04-17,0,0,1.8,2.0,2,1,1,0,3,0.8
2021-04-20,1,0,1.64,1.0,0,0,0,0,1,0.73
2021-04-22,0,0,1.5,1.0,1,0,0,0,1,0.75
2021-04-24,0,0,1.35,1.1,0,0,0,0,0,0.68
2021-04-27,0,0,1.23,1.1,1,0,0,1,3,0.75
2021-04-29,0,1,1.17,0.2,0,0,0,0,0,0.72
2021-05-01,0,0,1.1,1.0,1,0,0,1,0,0.8
2021-05-04,0,0,1.04,1.0,1,0,0,0,1,0.81
2021-05-05,1,0,0.98,1.0,0,0,0,0,1,0.76
2021-05-07,0,1,2.89,0.1,4,4,1,0,1,0.96
2021-05-11,0,0,2.61,2.0,1,0,0,1,1,0.97
2021-05-14,0,0,2.49,1.0,0,0,0,0,0,0.92
2021-05-18,0,0,2.31,1.2,0,0,0,0,1,0.86
2021-05-21,0,0,2.59,1.0,1,1,0,1,0,0.9
2021-05-23,0,0,2.49,1.0,1,0,0,0,1,0.91
2021-05-27,1,0,2.39,1.0,3,0,0,0,1,0.99
2021-06-01,0,0,2.25,1.2,0,0,0,2,1,1.0
2021-06-02,0,0,2.2,0.2,1,0,0,0,1,1.01
2021-06-05,0,0,2.08,1.2,3,0,0,1,1,1.09
2021-06-08,1,0,1.99,1.1,0,0,0,0,0,1.04
2021-06-10,0,0,1.89,1.2,0,0,0,0,0,0.99
2021-06-13,0,0,1.83,1.0,0,0,0,0,1,0.96
2021-06-15,1,0,1.78,1.0,2,0,0,0,0,0.99
2021-06-17,0,0,1.7,1.2,1,0,0,0,3,0.97
2021-06-20,1,0,1.63,1.2,0,0,0,1,1,0.96
2021-06-22,0,1,2.52,0.2,5,4,0,0,2,1.07
2021-06-25,0,0,2.43,1.1,0,0,0,0,4,1.03
2021-06-30,0,0,2.32,2.0,0,0,0,0,2,0.98
2021-07-04,0,0,2.2,2.1,2,0,0,1,4,1.0
2021-07-07,0,0,2.15,1.0,0,0,0,0,2,0.98
2021-07-09,0,0,2.11,1.0,0,0,0,0,1,0.96
2021-07-24,0,0,2.06,1.0,2,0,0,0,0,0.98
2021-07-25,0,1,2.81,0.0,4,4,0,0,0,1.06
2021-07-27,0,0,2.76,1.0,0,0,0,0,2,1.04
2021-07-30,0,0,2.68,1.1,1,0,0,0,2,1.03
2021-07-31,0,0,2.63,1.0,1,0,0,0,1,1.03
2021-08-04,1,0,2.6,0.2,1,0,0,0,0,1.04
2021-08-06,0,0,2.53,1.1,2,0,0,1,2,1.07
2021-08-07,0,0,2.48,1.0,0,0,0,0,0,1.05
2021-08-09,0,0,2.6,1.0,1,1,0,2,0,1.08
2021-08-11,0,0,2.56,1.0,0,0,0,0,1,1.07
2021-08-14,0,0,2.5,1.1,2,0,0,0,0,1.08
2021-08-15,0,0,2.45,1.0,0,0,0,0,1,1.06
2021-08-17,0,0,2.37,2.0,3,0,0,0,3,1.07
2021-08-23,0,0,2.3,2.0,1,0,0,0,4,1.05
2021-08-26,1,0,2.23,2.0,0,0,0,1,2,1.04
2021-08-29,0,0,2.19,1.0,1,0,0,1,1,1.05
2021-09-01,0,0,2.16,1.0,0,0,0,0,0,1.04
2021-09-03,0,0,2.25,1.1,1,1,1,0,1,1.03
2021-09-29,0,0,2.22,1.0,0,0,0,0,1,1.01
2021-10-01,0,0,2.21,0.1,0,0,0,1,1,1.02
2021-10-03,0,0,2.17,1.1,1,0,0,0,1,1.02
