W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-29,0,0,0.0,1,0,6.0,1,0,0,0,3,9,0.67
2018-04-03,0,0,0.82,1,0,5.0,5,1,1,0,0,6,0.82
2018-04-10,1,0,1.06,1,0,6.0,8,1,1,1,0,8,1.0
2018-04-15,0,0,1.23,1,0,5.0,2,1,1,0,2,8,0.95
2018-04-21,0,1,1.86,1,0,7.0,6,3,3,1,1,10,0.97
2018-04-26,1,0,2.31,1,0,6.0,4,3,3,2,2,4,0.97
2018-05-01,0,0,2.14,1,0,7.0,5,2,1,0,2,6,0.98
2018-05-06,1,0,2.02,1,0,7.0,4,1,1,1,1,12,0.94
2018-05-11,0,0,2.17,1,0,9.0,6,3,3,1,0,15,0.9
2018-05-16,1,0,2.29,1,0,5.0,2,2,2,1,4,9,0.92
2018-05-22,1,0,2.17,1,0,7.2,4,2,1,1,2,9,0.91
2018-05-27,0,1,2.76,1,0,4.1,5,6,6,1,3,8,0.96
2018-06-01,0,1,3.0,1,0,6.0,6,4,4,1,1,6,0.98
2018-06-08,0,1,2.83,1,0,8.0,6,1,1,0,1,10,0.97
2018-06-13,1,0,2.75,1,0,6.0,2,1,1,0,4,9,0.97
2018-06-19,0,0,2.74,1,0,7.0,3,2,2,0,1,11,0.94
2018-06-24,1,0,2.56,1,0,7.0,4,0,0,0,1,13,0.93
2018-06-30,1,0,2.41,1,0,7.0,1,0,0,0,1,11,0.89
2018-07-06,1,0,2.36,1,0,6.0,5,1,1,0,1,12,0.89
2018-07-11,1,0,2.23,1,0,7.0,6,0,0,0,1,12,0.9
2018-07-22,1,0,2.13,1,0,6.0,2,0,0,0,0,9,0.87
2018-07-27,0,0,2.04,1,0,6.0,3,0,0,0,2,10,0.87
2018-08-12,1,0,1.97,1,0,5.0,1,0,0,0,0,12,0.85
2018-09-11,0,0,1.96,1,0,1.0,1,0,0,0,0,2,0.85
2018-09-16,0,0,1.92,1,0,3.0,1,0,0,0,0,1,0.84
2018-09-21,0,0,2.0,1,0,3.1,5,2,2,1,0,7,0.85
2018-09-26,0,0,2.11,1,0,4.2,4,3,3,0,1,8,0.86
2019-03-28,0,1,21.0,1,0,3.0,6,7,7,3,2,4,2.67
2019-04-02,0,1,8.0,1,0,6.0,3,1,1,1,2,1,1.44
2019-04-09,0,1,9.0,1,0,4.0,7,5,5,0,0,3,1.54
2019-04-16,0,1,8.5,1,0,5.0,7,4,4,1,1,6,1.56
2019-04-23,0,0,7.43,1,0,5.0,5,2,2,1,2,10,1.52
2019-04-28,0,1,6.3,1,0,7.0,4,4,2,1,3,8,1.4
2019-05-03,1,0,5.25,1,0,6.0,3,0,0,0,1,10,1.28
2019-05-08,0,0,4.5,1,0,8.0,3,1,1,0,0,14,1.11
2019-05-14,0,0,4.24,1,0,7.0,3,2,2,1,0,17,1.02
2019-05-19,0,0,4.31,1,0,5.1,4,3,3,1,5,10,1.08
2019-05-24,0,1,4.19,1,0,6.0,3,4,2,1,2,5,1.06
2019-05-31,0,1,4.35,1,0,6.0,7,4,4,1,1,10,1.08
2019-06-05,1,0,3.84,1,0,9.0,3,0,0,0,0,12,1.0
2019-06-10,0,0,3.52,1,0,7.0,3,1,0,0,1,10,0.96
2019-06-15,1,0,3.49,1,0,6.0,6,2,2,0,1,10,0.97
2019-06-21,0,0,3.59,1,0,5.0,7,4,3,1,2,8,1.02
2019-06-26,0,0,3.82,1,0,6.0,6,5,5,1,1,10,1.03
2019-07-03,0,1,4.04,1,0,5.2,9,5,5,3,2,5,1.07
2019-07-13,0,1,4.27,1,0,4.2,7,5,5,1,1,7,1.1
2019-07-18,1,0,4.05,1,0,6.0,2,0,0,0,2,12,1.08
2019-07-23,1,0,4.0,1,0,6.0,4,2,2,1,3,10,1.08
2019-07-28,0,1,4.26,1,0,5.1,5,6,6,2,3,7,1.1
2019-08-03,0,1,4.68,1,0,3.2,9,8,8,2,0,4,1.14
2019-08-08,1,0,4.41,1,0,8.0,2,0,0,0,0,13,1.09
2019-08-13,0,0,4.4,1,0,6.2,5,5,3,2,2,12,1.09
2021-08-14,1,0,3.6,1,0,5.0,6,2,2,2,0,8,1.2
2021-08-20,1,0,1.8,1,0,5.0,5,0,0,0,1,5,1.2
2021-08-26,1,0,2.35,1,0,5.1,2,2,2,1,2,8,1.04
2021-09-01,0,0,2.53,1,0,6.0,6,2,2,1,2,3,1.13
2021-09-06,0,0,2.52,1,0,3.2,10,5,1,0,1,6,1.4
2021-09-17,1,0,2.4,1,0,5.0,2,1,1,1,0,1,1.23
2021-09-22,1,0,2.57,1,0,5.0,6,2,2,0,2,8,1.29
2021-09-28,0,1,2.9,1,0,5.1,4,3,3,1,1,6,1.24
2021-10-03,0,0,3.16,1,0,2.1,4,2,2,0,3,7,1.34
