W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2020-07-31,0,1,4.5,4.0,3,2,1,1,3,1.0
2020-08-05,0,1,3.6,6.0,4,2,0,2,6,1.0
2020-08-11,0,0,5.4,5.0,7,5,2,1,6,1.2
2020-08-17,0,1,5.12,4.1,4,2,1,4,4,1.34
2020-08-23,0,1,5.96,3.1,9,4,0,2,0,1.63
2020-08-30,0,0,5.46,5.1,6,2,0,2,8,1.61
2020-09-05,0,1,4.89,7.0,4,2,2,1,4,1.43
2020-09-11,1,0,4.5,5.0,6,1,0,2,6,1.45
2020-09-19,0,1,3.97,5.1,1,0,0,4,7,1.39
2020-09-24,0,0,4.32,4.2,8,4,2,3,5,1.48
2021-05-02,0,0,18.0,1.0,3,2,0,0,1,3.0
2021-05-06,0,0,9.0,1.0,1,0,0,0,1,2.0
2021-05-08,0,0,2.35,5.2,1,0,0,3,2,1.04
2021-05-13,0,0,1.42,5.0,3,0,0,4,6,1.18
2021-05-18,0,0,0.96,6.0,1,0,0,2,4,0.96
2021-05-23,0,0,1.52,5.0,6,2,0,3,3,1.14
2021-05-28,1,0,1.52,6.0,4,1,1,2,5,1.11
2021-06-03,0,0,2.12,4.1,8,3,1,2,6,1.26
2021-06-08,0,1,3.32,4.0,6,6,4,2,4,1.34
2021-06-13,0,1,4.01,4.2,7,5,3,3,5,1.43
2021-06-18,1,0,4.17,2.2,5,2,0,1,2,1.48
2021-06-22,0,0,3.97,2.1,0,0,0,0,2,1.41
2021-06-26,0,1,4.47,0.2,3,3,0,2,0,1.49
2021-07-01,0,1,4.99,4.0,4,5,3,3,3,1.51
2021-07-06,0,0,5.4,4.1,8,5,1,3,4,1.59
2021-07-17,0,0,5.03,6.0,2,1,0,3,5,1.52
2021-07-23,1,0,4.72,6.0,6,1,1,2,4,1.5
2021-07-28,0,0,4.58,6.0,5,2,0,1,3,1.46
2021-08-03,0,1,4.57,6.0,3,3,2,3,8,1.43
2021-08-08,0,0,4.43,4.2,4,1,1,4,4,1.44
2021-08-15,0,1,5.09,1.1,9,7,2,1,1,1.53
2021-08-21,1,0,4.94,6.1,1,2,1,2,9,1.46
2021-08-27,0,0,5.18,4.1,9,5,0,4,6,1.53
2021-09-02,0,0,5.16,2.0,1,1,0,2,3,1.53
2021-09-06,0,0,5.07,5.1,6,2,1,1,4,1.52
2021-09-12,0,0,4.99,5.1,4,2,0,1,6,1.49
2021-09-18,1,0,4.8,6.1,2,1,0,4,2,1.46
2021-09-26,1,0,4.52,7.0,2,0,0,1,6,1.4
2021-10-02,0,1,4.43,6.2,7,2,1,0,5,1.38
