W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-04,0,0,3.0,3.0,3,1,0,1,1,1.33
2018-04-17,0,0,1.8,2.0,0,0,0,0,1,0.8
2018-04-19,0,0,6.43,2.0,5,4,1,2,2,1.57
2018-04-23,0,0,5.4,4.2,6,2,1,0,6,1.46
2018-04-27,0,0,4.61,2.0,2,0,0,0,2,1.39
2018-05-03,0,0,3.57,4.0,3,0,0,1,3,1.3
2018-05-09,0,0,3.18,5.0,4,1,1,0,3,1.19
2018-05-14,0,0,2.51,6.0,3,0,0,0,4,1.05
2018-05-20,0,0,2.65,5.1,7,2,1,1,5,1.12
2018-05-26,0,0,2.7,6.0,4,2,0,2,4,1.1
2018-05-31,1,0,2.6,5.0,4,1,1,2,4,1.11
2018-06-06,0,0,2.94,4.0,7,3,1,3,3,1.22
2018-06-11,1,0,3.0,5.0,4,2,2,2,5,1.22
2018-06-16,1,0,2.63,7.2,2,0,0,0,9,1.1
2018-06-22,0,0,3.26,4.2,11,6,0,1,2,1.21
2018-06-27,0,0,3.38,5.2,7,3,1,0,2,1.21
2018-07-03,1,0,3.19,7.0,3,1,1,1,4,1.15
2018-07-08,1,0,3.39,6.0,5,4,3,0,3,1.13
2018-07-14,0,1,3.63,4.1,6,4,1,2,3,1.16
2018-07-20,1,0,3.44,7.1,4,1,0,1,10,1.13
2018-07-27,0,0,3.51,6.0,5,3,0,3,6,1.14
2018-08-01,0,1,3.95,4.1,10,7,3,0,3,1.19
2018-08-06,0,0,3.81,6.1,2,1,0,1,4,1.15
2018-08-11,1,0,3.8,5.0,3,2,0,2,5,1.14
2018-08-17,0,1,4.04,4.1,7,5,3,2,4,1.17
2018-08-25,0,0,3.92,6.0,4,1,1,2,6,1.17
2018-08-30,1,0,3.71,7.0,3,0,0,3,4,1.15
2018-09-04,0,0,3.56,6.0,6,0,0,1,4,1.15
2018-09-12,0,1,3.56,5.0,4,2,2,1,2,1.15
2018-09-17,0,0,3.49,5.1,3,1,0,3,5,1.14
2018-09-23,0,1,3.55,5.0,8,3,0,1,5,1.17
2018-09-28,1,0,3.72,5.0,6,5,1,2,6,1.18
2019-03-31,1,0,6.75,5.1,7,4,1,3,1,1.88
2019-04-07,1,0,4.76,6.0,6,2,0,1,6,1.5
2019-04-12,0,0,4.5,4.2,8,2,1,1,5,1.63
2019-05-18,0,1,7.36,2.1,7,7,4,2,2,1.91
2019-05-24,0,1,7.33,5.0,5,4,2,1,4,1.76
2019-05-29,0,0,6.99,5.0,6,3,0,0,5,1.66
2019-06-03,0,0,5.7,8.0,3,1,0,1,2,1.4
2019-06-09,1,0,5.31,6.0,6,2,1,1,8,1.37
2019-06-15,0,0,6.2,2.2,9,6,1,0,1,1.49
2019-06-20,1,0,5.44,6.1,4,0,0,2,7,1.42
2019-06-26,1,0,5.27,5.0,5,2,2,1,6,1.4
2019-07-02,0,0,5.02,4.2,4,1,1,2,1,1.39
2019-07-07,0,0,4.66,6.2,3,1,1,2,2,1.33
2019-07-13,0,1,5.15,4.0,10,6,2,0,5,1.4
2019-07-20,0,0,5.05,5.0,4,2,0,3,4,1.4
2019-07-25,1,0,4.79,6.0,4,1,1,1,4,1.35
2019-07-31,0,1,5.17,4.1,10,6,2,1,2,1.41
2019-08-06,0,1,5.38,5.0,5,5,1,1,5,1.4
2019-08-11,0,1,5.14,6.0,5,1,1,0,3,1.37
2019-08-16,0,1,5.4,7.0,11,7,4,1,3,1.39
2019-08-21,0,0,5.52,4.1,7,4,1,0,2,1.4
2019-08-26,0,0,5.42,2.0,0,0,0,0,2,1.37
2019-08-28,0,0,5.35,3.0,3,1,1,2,3,1.38
2019-09-03,0,0,5.49,2.0,4,3,1,1,2,1.4
2019-09-08,0,0,5.58,3.0,6,3,0,2,5,1.43
2019-09-13,0,0,5.71,2.0,3,3,0,2,2,1.45
2020-07-26,1,0,6.35,5.2,4,4,2,0,4,0.71
2020-08-01,0,0,4.09,5.1,4,1,1,1,3,0.82
2020-08-06,0,0,6.91,3.1,7,6,1,1,1,1.19
2020-08-12,0,0,7.13,3.1,6,3,0,3,2,1.47
2020-08-18,0,0,7.89,4.0,5,5,1,2,3,1.52
2020-08-23,0,0,8.06,0.2,1,1,1,1,0,1.57
2021-04-06,0,0,27.0,1.0,3,3,1,0,0,3.0
2021-04-08,0,0,13.5,1.0,0,0,0,0,1,1.5
2021-04-10,0,0,10.13,0.2,1,0,0,0,1,1.5
2021-04-13,0,0,7.36,1.0,0,0,0,0,1,1.09
2021-04-17,0,0,5.4,1.1,1,0,0,0,1,1.0
2021-04-24,0,1,9.45,1.2,6,4,0,1,2,1.8
2021-06-17,0,0,9.0,0.1,1,0,0,0,0,1.86
2021-06-18,0,0,6.3,3.0,1,0,0,1,2,1.5
2021-06-22,0,0,5.73,1.0,1,0,0,0,2,1.45
2021-06-24,0,0,6.75,2.1,5,3,2,0,0,1.58
2021-06-28,0,0,5.6,4.1,4,1,1,1,2,1.47
2021-07-03,0,0,4.24,5.2,3,0,0,3,3,1.37
2021-07-09,0,1,4.78,3.0,5,3,0,3,1,1.52
2021-07-18,0,0,4.31,5.0,5,1,1,1,3,1.47
2021-07-23,0,0,4.58,4.0,8,3,1,1,5,1.56
2021-07-30,0,0,4.17,5.2,6,1,0,2,3,1.54
2021-08-05,0,0,4.02,6.0,3,2,1,3,1,1.47
2021-08-12,0,0,4.41,2.0,3,3,1,1,1,1.49
