W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020-08-20,0,0,0.0,0,0,1.1,1,0,0,0,0,3,0.75
2020-08-22,0,0,0.0,0,0,2.0,0,0,0,0,2,3,0.9
2020-08-26,0,0,0.0,1,0,2.0,1,0,0,0,0,3,0.75
2020-09-01,0,0,0.0,1,0,2.0,0,0,0,0,1,3,0.68
2020-09-04,0,0,3.38,0,0,0.2,4,3,3,0,0,1,1.13
2020-09-07,0,0,2.7,0,0,2.0,0,0,0,0,1,1,1.0
2020-09-12,0,0,3.0,0,0,2.0,3,1,1,0,0,1,1.08
2020-09-17,0,0,4.15,1,0,1.0,2,2,2,0,2,0,1.31
2021-04-01,0,0,0.0,0,1,1.0,0,0,0,0,0,3,0.0
2021-04-04,0,0,0.0,0,1,1.0,0,0,0,0,0,2,0.0
2021-04-08,0,0,0.0,0,0,2.0,1,0,0,0,1,2,0.5
2021-04-13,0,0,0.0,0,0,0.1,0,0,0,0,0,0,0.46
2021-09-10,0,1,5.4,0,0,0.2,3,3,3,1,1,0,1.2
2021-09-12,0,0,4.5,0,0,1.0,0,0,0,0,0,0,1.0
2021-09-17,0,0,5.14,0,0,1.0,1,1,1,1,0,0,1.0
2021-09-20,0,0,4.91,0,0,0.1,0,0,0,0,1,0,1.09
2021-09-22,0,0,4.32,1,0,1.0,1,0,0,0,1,0,1.2
2021-09-23,0,0,4.66,0,0,1.1,2,1,1,1,0,1,1.24
2021-09-28,0,0,4.09,0,0,1.1,1,0,0,0,0,2,1.18
2021-09-30,0,0,4.5,0,0,1.0,2,1,1,1,0,2,1.25
2021-10-03,0,0,4.85,0,0,1.0,2,1,1,0,0,0,1.31
