W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-24,0,0,0.0,1.0,0,0,0,0,2,0.0
2018-04-25,0,0,4.5,1.0,2,1,1,0,2,1.0
2018-04-28,0,0,16.88,0.2,2,4,0,2,0,2.25
2018-04-30,0,0,14.73,1.0,1,1,0,2,0,2.45
2018-05-02,1,0,9.53,2.0,0,0,0,0,3,1.59
2018-05-05,0,0,9.82,1.2,3,2,0,1,1,1.77
2018-05-08,0,0,8.64,1.0,0,0,0,0,2,1.56
2018-05-10,0,0,8.68,1.0,1,1,1,0,0,1.5
2018-05-13,0,0,7.15,2.0,1,0,0,2,1,1.5
2018-05-16,0,0,6.75,0.2,1,0,0,1,0,1.58
2018-05-19,0,0,6.08,1.1,2,0,0,0,0,1.58
2018-05-21,0,0,5.65,1.0,0,0,0,1,0,1.53
2018-05-26,0,1,6.0,0.2,1,1,0,0,0,1.53
2018-05-29,0,0,6.35,2.0,4,2,0,1,2,1.65
2018-06-02,0,0,5.68,2.0,1,0,0,0,2,1.53
2018-06-05,0,0,5.4,1.0,1,0,0,0,1,1.5
2018-06-06,0,1,5.06,1.1,3,0,0,1,1,1.59
2018-06-07,0,0,4.84,1.0,0,0,0,0,1,1.52
2018-06-09,0,0,4.76,0.1,0,0,0,0,1,1.5
2018-06-17,0,0,4.38,2.0,0,0,0,3,3,1.5
2018-06-19,0,0,4.21,1.0,0,0,0,0,2,1.44
2018-06-20,0,0,4.1,0.2,0,0,0,0,0,1.41
2018-06-24,1,0,3.81,2.0,1,0,0,1,2,1.38
2018-06-26,0,0,3.9,1.2,4,1,0,1,2,1.47
2018-06-30,0,0,3.66,2.0,0,0,0,0,3,1.38
2018-07-01,1,0,3.55,1.0,0,0,0,0,1,1.33
2018-07-04,0,0,3.51,0.1,1,0,0,0,1,1.35
2018-07-06,0,0,3.41,1.0,0,0,0,1,1,1.34
2018-07-07,0,0,3.34,0.2,1,0,0,0,0,1.34
2018-07-11,0,0,3.5,1.0,1,1,1,0,1,1.33
2018-07-12,0,0,4.0,0.0,1,2,0,1,0,1.39
2018-07-20,0,0,4.25,0.0,1,1,1,0,0,1.42
2018-07-23,0,0,4.14,1.0,0,0,0,0,1,1.38
2018-07-24,0,0,4.06,0.2,0,0,0,0,0,1.35
2018-07-26,0,0,4.42,1.0,3,2,1,0,1,1.4
2018-07-29,0,0,4.2,2.0,0,0,0,0,2,1.33
2018-07-30,0,0,4.1,1.0,0,0,0,0,1,1.3
2018-08-03,0,0,3.92,2.0,0,0,0,0,0,1.24
2018-08-19,0,0,3.83,1.0,1,0,0,0,2,1.23
2018-08-21,0,0,4.11,1.1,1,2,1,0,2,1.22
2019-03-28,0,1,18.0,1.0,2,2,1,0,2,2.0
2019-03-30,0,0,9.0,1.0,1,0,0,0,2,1.5
2019-04-02,0,0,6.0,1.0,0,0,0,0,0,1.0
2019-04-03,0,0,13.5,0.1,3,3,1,0,0,1.8
2019-04-05,0,0,10.38,1.0,0,0,0,1,1,1.62
2019-04-09,0,0,7.94,1.1,0,0,0,0,2,1.24
2019-04-12,0,0,6.75,1.0,0,0,0,1,0,1.2
2019-04-15,0,0,6.14,0.2,0,0,0,0,1,1.09
2019-04-16,0,0,5.63,0.2,0,0,0,1,0,1.13
2019-04-21,1,0,4.66,1.2,1,0,0,0,3,1.03
2019-04-23,0,0,5.06,1.0,1,1,1,0,2,1.03
2019-04-27,0,0,4.63,1.0,0,0,0,1,0,1.03
2019-04-28,0,0,4.26,1.0,0,0,0,1,1,1.03
2019-05-01,0,0,3.95,1.0,1,0,0,3,0,1.24
2019-05-03,1,0,3.68,1.0,1,0,0,1,1,1.3
2019-05-06,0,0,3.86,1.2,3,1,1,0,1,1.35
2019-05-08,0,0,3.63,1.0,0,0,0,0,0,1.27
2019-05-10,0,0,3.93,1.0,2,1,0,0,1,1.31
2019-05-12,0,0,3.72,1.0,0,0,0,0,2,1.24
2019-05-14,0,0,3.66,0.1,0,0,0,0,0,1.22
2019-05-15,0,0,3.48,1.0,0,0,0,1,0,1.21
2019-05-19,1,0,3.32,1.0,1,0,0,0,1,1.2
2019-05-22,0,0,3.57,1.0,1,1,0,2,1,1.28
2019-05-24,0,1,4.18,1.0,1,2,1,1,0,1.31
2019-05-26,0,0,4.01,1.0,3,0,0,0,1,1.38
2019-05-29,0,0,3.81,1.1,1,0,0,1,1,1.38
2019-06-04,0,0,3.62,1.1,1,0,0,0,2,1.35
2019-06-11,0,0,3.45,1.1,0,0,0,1,1,1.33
2019-06-12,0,0,3.3,1.1,0,0,0,1,3,1.3
2019-06-17,0,0,3.19,1.0,0,0,0,2,0,1.32
2019-06-20,0,0,3.03,1.2,2,0,0,0,2,1.32
2019-06-22,0,0,2.94,1.0,0,0,0,0,1,1.28
2019-06-26,0,0,2.86,1.0,1,0,0,0,2,1.27
2019-06-28,1,0,2.75,1.1,1,0,0,0,3,1.25
2019-06-29,1,0,2.92,1.0,1,1,0,1,1,1.27
2019-07-03,0,0,2.79,1.2,1,0,0,0,2,1.24
2019-07-07,0,0,2.72,1.0,2,0,0,0,0,1.26
2019-07-13,0,0,2.85,1.1,2,1,0,1,1,1.29
2019-07-16,0,0,2.79,1.0,1,0,0,1,1,1.31
2019-07-20,0,0,2.72,1.0,0,0,0,0,0,1.28
2019-07-23,0,0,2.66,1.0,0,0,0,0,1,1.25
2019-07-24,0,0,2.8,1.0,1,1,0,0,1,1.24
2019-07-27,1,0,2.74,1.0,0,0,0,0,1,1.22
2019-07-28,0,1,2.87,1.0,1,1,0,2,3,1.26
2019-07-30,0,0,3.0,1.0,2,1,0,0,0,1.27
2019-08-03,0,0,2.98,0.1,0,0,0,0,1,1.26
2019-08-04,0,0,2.94,0.2,0,0,0,0,1,1.24
2019-08-05,0,0,2.88,1.0,0,0,0,0,1,1.22
2019-08-07,0,0,3.0,1.0,1,1,0,0,1,1.22
2019-08-09,0,0,2.94,1.0,1,0,0,0,1,1.21
2019-08-10,0,0,2.89,1.0,0,0,0,1,0,1.21
2019-08-11,0,0,2.87,0.1,0,0,0,0,0,1.2
2019-08-13,0,0,2.8,1.1,3,0,0,0,2,1.23
2019-08-16,0,0,2.75,1.0,1,0,0,0,2,1.22
2019-08-17,0,0,2.72,0.2,0,0,0,0,1,1.21
2019-08-20,0,0,2.83,1.0,1,1,1,1,0,1.22
2019-08-24,0,0,2.78,1.0,1,0,0,0,2,1.22
2019-08-25,1,0,2.69,2.0,0,0,0,0,2,1.18
2019-08-28,0,0,2.64,1.0,0,0,0,0,0,1.16
2019-08-30,1,0,2.89,1.0,2,2,1,0,1,1.17
2019-09-03,0,0,2.86,0.2,2,0,1,1,0,1.21
2019-09-11,0,0,2.81,1.0,2,0,0,0,0,1.22
2019-09-17,0,0,2.73,2.0,1,0,0,0,2,1.2
2019-09-20,0,0,2.65,2.0,3,0,0,0,0,1.21
2019-09-23,0,0,2.61,1.0,0,0,0,0,1,1.19
2019-09-24,0,0,2.57,1.0,0,0,0,0,0,1.17
2019-09-24,0,0,2.54,1.0,0,0,0,0,0,1.15
2019-09-26,0,0,2.5,1.0,0,0,0,1,3,1.15
2019-09-28,1,0,2.47,1.0,0,0,0,0,2,1.14
2020-07-26,0,0,0.0,1.0,0,0,0,0,1,0.0
2020-07-29,1,0,0.0,1.2,0,0,0,0,3,0.0
2020-07-30,0,0,0.0,1.0,1,0,0,0,1,0.27
2020-08-04,0,0,0.0,1.0,0,0,0,1,2,0.43
2020-08-08,0,1,5.06,0.2,2,3,1,1,0,0.94
2020-08-11,0,0,4.26,1.0,0,0,0,0,2,0.79
2020-08-16,0,0,3.68,1.0,0,0,0,0,2,0.68
2020-08-17,0,1,7.88,0.2,3,4,2,0,1,1.0
2020-08-18,0,0,7.0,1.0,0,0,0,0,2,0.89
2020-08-22,0,0,6.3,1.0,0,0,0,0,2,0.8
2020-08-26,0,0,5.73,1.0,1,0,0,1,0,0.91
2020-08-30,0,0,6.17,0.2,1,1,1,1,0,1.03
2020-09-03,0,0,5.4,1.2,0,0,0,0,2,0.9
2020-09-04,0,0,6.28,1.0,1,2,1,1,1,0.98
2020-09-07,0,0,6.14,0.1,0,0,0,0,1,0.95
2020-09-08,0,0,5.74,1.0,1,0,0,0,1,0.96
2020-09-11,0,0,7.02,1.0,3,3,0,2,1,1.2
2020-09-16,1,0,7.13,1.0,1,1,1,0,2,1.19
2020-09-21,0,0,6.75,1.0,1,0,0,1,2,1.23
2020-09-22,1,0,6.41,1.0,0,0,0,2,1,1.27
2020-09-26,0,0,6.1,1.0,0,0,0,1,1,1.26
2021-04-06,1,0,0.0,1.0,0,0,0,1,2,1.0
2021-04-12,0,0,0.0,1.0,0,0,0,0,1,0.5
2021-04-15,0,0,3.0,1.0,1,1,1,1,1,1.0
2021-04-16,0,0,2.25,1.0,0,0,0,0,2,0.75
2021-04-20,1,0,1.8,1.0,0,0,0,0,1,0.6
2021-04-21,0,0,1.5,1.0,1,0,0,2,1,1.0
2021-04-28,0,0,2.57,1.0,2,1,1,0,1,1.14
2021-04-30,0,0,2.25,1.0,0,0,0,0,1,1.0
2021-05-06,0,0,2.0,1.0,0,0,0,0,0,0.89
2021-05-08,0,0,1.86,0.2,0,0,0,0,1,0.83
2021-05-12,0,0,1.69,1.0,0,0,0,0,1,0.75
2021-05-13,0,0,1.59,0.2,0,0,0,0,1,0.71
2021-05-16,0,0,1.46,1.0,1,0,0,0,2,0.73
2021-05-19,0,0,1.29,1.2,0,0,0,1,2,0.71
2021-05-21,0,0,1.2,1.0,0,0,0,0,1,0.67
2021-05-22,1,0,1.13,1.0,1,0,0,0,2,0.69
2021-05-23,0,0,1.06,1.0,0,0,0,0,2,0.65
2021-05-26,0,0,1.0,1.0,2,0,0,0,2,0.72
2021-05-29,0,1,2.33,1.1,1,3,0,2,1,0.83
2021-06-01,0,0,2.66,1.0,2,1,0,0,2,0.89
2021-06-02,1,0,2.49,1.1,1,0,0,0,3,0.88
2021-06-04,0,0,2.38,1.0,1,0,0,0,2,0.88
2021-06-09,0,0,2.59,1.2,2,1,1,0,3,0.9
2021-07-08,0,0,2.49,1.0,1,0,0,0,1,0.91
2021-07-11,0,0,2.39,1.0,0,0,0,0,1,0.87
2021-07-18,0,0,2.63,1.0,1,1,1,0,3,0.88
2021-07-20,0,0,2.54,1.0,0,0,0,0,2,0.85
2021-07-21,0,0,2.45,1.0,1,0,0,0,1,0.85
2021-07-21,1,0,2.67,1.0,1,1,1,0,1,0.86
2021-07-24,0,0,2.59,1.0,1,0,0,0,2,0.86
2021-07-25,0,0,2.48,1.1,2,0,0,0,2,0.89
2021-07-26,0,0,2.41,1.0,2,0,0,0,1,0.92
2021-08-11,0,0,2.67,0.0,2,1,0,2,0,1.04
2021-08-13,0,0,2.6,1.0,0,0,0,0,2,1.01
2021-08-15,0,0,2.52,1.0,1,0,0,0,1,1.01
2021-08-16,0,1,2.75,0.1,1,1,1,0,0,1.03
2021-08-18,0,0,2.68,1.0,1,0,0,0,1,1.03
2021-08-21,0,0,2.84,1.0,1,1,0,0,2,1.03
2021-08-24,0,0,2.79,0.2,1,0,0,0,0,1.03
2021-08-25,0,0,2.77,0.1,0,0,0,0,1,1.03
2021-08-28,0,0,2.72,0.2,0,0,0,0,0,1.01
2021-08-30,0,0,3.35,0.2,1,3,0,2,2,1.07
2021-09-01,0,0,3.27,1.0,0,0,0,1,0,1.06
2021-09-03,0,0,3.19,1.0,1,0,0,0,2,1.06
2021-09-04,0,0,3.12,1.0,0,0,0,1,1,1.06
2021-09-08,0,0,3.3,0.1,1,1,1,0,1,1.08
2021-09-11,0,0,3.22,1.0,0,0,0,0,2,1.05
2021-09-14,0,0,3.18,0.2,1,0,0,0,2,1.06
2021-09-16,0,0,3.28,1.1,2,1,0,0,2,1.07
2021-09-19,0,0,3.21,1.0,0,0,0,0,1,1.05
2021-09-23,0,0,3.14,1.0,0,0,0,1,1,1.05
2021-09-25,0,1,3.26,1.0,1,1,0,2,2,1.09
2021-09-29,0,0,3.38,1.0,1,1,1,0,1,1.09
2021-10-02,0,0,3.31,1.0,1,0,0,0,2,1.08
