W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-07-31,1,0,7.2,1,0,5.0,9,5,4,1,2,1,2.2
2018-08-07,0,1,10.29,0,0,2.0,6,4,4,2,1,1,2.57
2018-08-17,0,0,12.38,0,0,1.0,4,3,3,0,1,1,2.88
2019-08-09,0,0,4.15,1,0,4.1,3,2,2,0,3,7,1.38
2019-08-14,1,0,4.5,1,0,5.2,4,3,3,0,3,5,1.3
2019-08-19,0,0,6.6,1,0,5.0,7,7,6,1,2,3,1.47
2019-08-24,1,0,4.64,1,0,6.1,6,0,0,0,0,8,1.31
2019-08-30,1,0,4.33,1,0,5.2,7,2,2,0,1,4,1.33
2019-09-05,1,0,3.78,1,0,6.1,8,1,1,0,2,2,1.38
2019-09-12,0,0,4.34,1,0,4.0,7,4,4,0,3,1,1.5
2019-09-18,0,1,4.25,1,0,5.0,4,2,2,1,4,2,1.51
2019-09-25,0,1,4.96,1,0,3.0,6,5,5,1,1,1,1.57
2020-08-02,0,0,2.25,1,0,4.0,2,1,1,0,2,3,1.0
2020-08-08,0,0,1.0,1,0,5.0,2,0,0,0,1,6,0.78
2020-08-16,0,1,5.25,1,0,3.0,8,6,6,1,1,4,1.33
2020-08-21,0,1,7.82,1,0,0.2,5,4,4,0,2,1,1.82
2020-08-26,0,1,6.5,1,0,5.1,1,2,2,0,4,5,1.56
2020-09-02,0,1,5.4,1,0,7.0,2,2,2,1,2,4,1.28
2020-09-07,0,1,7.22,1,0,3.2,5,8,8,2,4,5,1.43
2020-09-12,0,1,8.8,1,0,1.0,5,6,6,0,2,1,1.62
2020-09-20,0,0,8.51,0,0,1.0,0,0,0,0,1,0,1.6
2020-09-22,0,0,7.99,0,0,2.0,1,0,0,0,0,2,1.53
2020-09-27,0,0,7.75,0,0,1.0,0,0,0,0,1,1,1.51
2021-04-01,0,0,9.0,0,0,1.0,2,1,1,1,0,1,2.0
2021-04-13,0,0,4.5,0,0,1.0,0,0,0,0,0,3,1.0
2021-04-16,0,0,1.8,0,0,3.0,0,0,0,0,0,5,0.4
2021-04-23,0,0,2.45,0,0,2.1,4,1,1,0,0,2,0.82
2021-04-28,0,0,1.8,0,0,2.2,1,0,0,0,1,4,0.8
2021-05-03,0,0,3.65,0,0,2.1,5,3,3,0,0,2,1.05
2021-05-08,0,0,3.52,0,0,3.0,2,1,1,1,0,2,0.98
2021-05-15,0,0,3.18,0,0,1.2,2,0,0,0,3,2,1.18
2021-05-18,0,0,3.38,0,0,1.2,3,1,1,0,1,1,1.29
2021-05-22,1,0,3.15,0,0,1.1,0,0,0,0,1,1,1.25
2021-05-27,0,1,3.38,1,0,4.0,2,2,2,2,1,4,1.17
2021-06-05,0,1,3.41,1,0,5.0,3,2,2,0,1,6,1.1
2021-06-12,1,0,2.91,1,0,5.0,5,0,0,0,1,4,1.12
2021-06-19,0,0,2.93,1,0,6.0,4,2,2,1,1,6,1.08
2021-06-24,0,1,3.33,1,0,6.0,8,4,4,1,0,1,1.11
2021-06-30,0,1,3.46,1,0,6.0,4,3,3,1,1,5,1.08
2021-07-05,0,1,3.45,1,0,5.1,5,5,2,0,2,9,1.1
2021-07-11,0,1,3.69,1,0,6.0,5,4,4,4,0,3,1.07
2021-07-18,0,1,4.06,1,0,5.1,7,5,5,1,1,1,1.11
2021-07-23,0,1,4.71,1,0,4.0,7,7,7,1,1,5,1.16
2021-07-30,0,1,5.23,1,0,3.0,6,7,6,1,3,3,1.23
2021-08-04,0,1,5.07,1,0,6.0,6,2,2,1,0,3,1.21
2021-08-10,0,0,4.93,1,0,6.0,6,2,2,2,0,4,1.2
2021-08-15,1,0,4.88,1,0,6.1,7,3,3,2,0,2,1.19
2021-08-23,0,0,4.86,1,0,6.0,4,3,3,2,3,5,1.19
2021-08-28,0,1,5.01,1,0,6.0,8,5,5,2,3,2,1.23
2021-09-04,0,1,5.0,1,0,5.2,5,4,3,2,1,4,1.22
2021-09-16,0,0,5.23,0,0,3.2,6,5,5,1,4,4,1.27
2021-09-21,0,0,5.42,0,0,4.1,5,5,5,2,1,5,1.27
2021-09-26,0,0,5.53,0,0,0.2,2,2,2,1,1,0,1.29
2021-09-28,0,0,5.49,0,0,1.0,0,0,0,0,0,1,1.28
2021-10-01,0,0,5.41,0,0,3.1,4,1,1,0,0,4,1.28
