W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2020-08-05,0,0,13.5,2.0,3,3,1,0,2,1.5
2020-08-09,0,0,12.27,1.2,2,2,1,4,3,2.45
2020-08-13,0,0,7.94,2.0,2,0,0,1,2,2.12
2020-08-18,0,0,6.75,1.0,0,0,0,3,1,2.25
2020-08-20,0,0,6.75,1.1,2,1,0,0,2,2.13
2020-08-23,0,0,5.23,2.1,1,0,0,0,2,1.74
2020-08-27,0,0,4.76,1.0,0,0,0,2,0,1.76
2020-08-29,0,0,4.73,2.0,2,1,0,0,3,1.65
2020-09-05,0,0,5.52,1.1,3,2,1,1,1,1.77
2020-09-19,0,0,5.51,1.2,3,1,0,2,3,1.9
2020-09-25,1,0,5.19,1.0,0,0,0,1,2,1.85
2021-04-25,0,0,0.0,2.2,0,0,0,1,3,0.38
2021-04-29,0,0,0.0,2.0,1,0,0,0,2,0.43
2021-05-04,1,0,1.17,3.0,2,1,1,0,5,0.52
2021-05-11,0,1,1.54,4.0,3,1,1,1,3,0.69
2021-05-18,0,0,3.6,3.1,6,4,0,2,6,1.07
2021-07-02,0,1,4.87,5.1,7,5,1,1,5,1.18
2021-07-22,0,0,5.26,5.1,5,4,1,3,4,1.25
2021-07-29,1,0,4.26,6.0,3,0,0,2,8,1.17
2021-08-03,0,1,4.42,5.0,5,3,2,2,3,1.2
2021-08-10,0,0,4.64,6.0,6,4,2,3,7,1.24
2021-08-15,0,0,4.73,3.0,2,2,0,5,2,1.31
2021-08-21,1,0,4.53,6.0,5,2,1,1,5,1.28
2021-08-30,1,0,4.24,5.2,5,1,1,1,5,1.26
2021-09-05,0,0,4.65,2.2,6,4,0,3,4,1.35
2021-09-12,0,0,4.62,4.1,5,2,1,2,3,1.37
2021-09-17,0,0,4.73,6.0,6,4,1,1,4,1.35
2021-09-22,0,0,4.54,3.0,1,0,0,1,1,1.32
2021-09-29,0,0,4.42,2.0,1,0,0,0,1,1.3
2021-10-02,1,0,4.31,2.0,0,0,0,0,3,1.27
