W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-31,0,1,7.71,4.2,5,4,2,2,2,1.5
2018-04-07,1,0,5.59,5.0,4,2,0,5,5,1.66
2018-04-12,1,0,5.52,5.0,5,3,0,3,5,1.64
2018-04-20,1,0,4.22,6.2,6,1,0,1,3,1.45
2018-04-25,1,0,3.62,6.0,5,1,0,1,8,1.35
2018-05-01,0,0,3.62,5.0,5,2,0,3,3,1.39
2018-05-06,0,0,3.35,5.1,6,1,1,3,5,1.43
2018-05-12,0,0,3.09,6.0,3,1,0,1,5,1.33
2018-05-18,1,0,3.08,6.0,5,2,0,2,8,1.31
2018-05-23,0,0,2.88,6.2,4,1,1,0,6,1.22
2018-05-29,1,0,2.71,6.2,2,1,0,4,3,1.19
2018-06-03,1,0,2.41,8.0,1,0,0,2,8,1.1
2018-06-09,1,0,2.47,5.2,4,2,1,3,6,1.11
2018-06-15,0,1,3.24,4.0,7,8,3,4,2,1.19
2018-06-20,0,0,3.2,3.2,6,1,1,2,2,1.23
2019-03-31,0,0,1.5,6.0,4,1,1,4,7,1.33
2019-04-06,0,0,1.54,5.2,3,1,0,8,7,1.63
2019-04-11,0,0,5.28,3.2,8,7,3,1,3,1.83
2019-04-17,1,0,4.64,6.0,5,2,1,1,7,1.59
2019-04-29,1,0,4.78,5.0,4,3,0,3,5,1.56
2019-05-04,0,0,5.17,5.0,6,4,1,4,4,1.63
2019-05-09,1,0,5.35,5.2,9,4,1,1,2,1.65
2019-05-15,0,1,4.93,5.0,4,1,1,4,4,1.64
2019-05-22,0,1,5.59,4.2,7,6,1,3,4,1.69
2019-05-29,0,0,6.61,1.0,5,6,3,3,2,1.83
2019-06-04,0,0,6.3,2.1,2,0,0,0,3,1.78
2019-06-10,1,0,5.63,6.0,5,0,0,2,4,1.71
2019-06-15,0,1,6.0,4.0,7,5,2,1,4,1.73
2019-06-21,1,0,5.59,6.0,5,1,0,1,4,1.67
2019-06-28,0,1,5.3,7.0,6,2,2,1,2,1.6
2019-07-04,0,0,5.54,3.1,6,4,2,2,0,1.64
2019-07-19,1,0,5.42,1.2,3,0,0,0,1,1.64
2019-07-22,0,0,5.33,3.0,3,1,0,1,1,1.63
2019-07-27,0,0,5.15,4.2,6,1,1,0,5,1.61
2019-08-05,0,1,5.54,3.2,7,6,2,2,3,1.65
2019-08-15,0,1,5.44,5.0,5,2,0,2,3,1.63
2019-08-20,0,0,5.22,4.0,3,0,0,1,5,1.61
2019-08-25,0,0,5.24,4.2,6,3,2,2,7,1.61
2019-08-31,0,0,5.07,7.0,3,2,2,2,7,1.55
2019-09-04,0,0,4.98,2.0,2,0,0,1,2,1.55
2019-09-10,0,1,4.97,4.0,5,2,1,1,3,1.55
2019-09-15,0,0,4.76,5.0,5,0,0,0,1,1.53
2019-09-20,0,0,4.68,4.0,5,1,0,2,1,1.54
2019-09-25,0,0,4.76,1.2,4,2,0,2,3,1.56
2020-07-27,1,0,1.8,5.0,5,1,1,1,4,1.2
2020-08-01,0,1,6.0,4.0,7,5,1,2,5,1.67
2020-08-07,0,1,6.43,5.0,6,4,1,2,9,1.64
2020-08-28,0,0,7.41,3.0,6,4,1,1,7,1.76
2020-09-02,0,0,7.2,3.0,4,2,0,1,2,1.75
2020-09-08,0,1,7.5,4.0,7,4,2,0,3,1.75
2020-09-16,0,0,6.75,4.0,5,1,1,0,3,1.68
2020-09-23,0,1,6.62,6.0,6,4,2,0,4,1.56
2021-04-05,0,1,7.2,5.0,8,4,0,2,6,2.0
2021-04-11,0,0,7.0,4.0,3,3,1,3,5,1.78
2021-04-16,1,0,4.2,6.0,1,0,0,2,9,1.27
2021-04-21,0,0,4.35,5.2,5,3,2,1,1,1.21
2021-04-27,0,0,3.86,5.0,5,1,0,0,2,1.17
2021-05-02,0,0,4.76,2.2,5,4,1,0,3,1.24
2021-05-23,0,0,4.45,2.0,1,0,0,0,1,1.19
2021-05-27,0,0,4.59,3.0,4,2,1,0,2,1.2
2021-05-31,0,0,4.63,1.2,1,1,1,0,0,1.17
2021-06-06,0,0,4.54,2.2,2,1,0,2,1,1.19
2021-06-13,0,0,4.54,2.0,2,1,0,1,0,1.21
2021-06-18,0,1,5.19,3.2,11,5,0,1,2,1.38
2021-06-24,0,0,4.66,5.0,1,0,0,2,7,1.3
2021-06-30,0,0,5.26,3.0,7,5,3,2,5,1.4
2021-07-07,1,0,4.87,6.0,4,1,1,0,6,1.33
2021-07-16,0,0,5.14,4.0,5,4,2,2,5,1.35
2021-07-21,0,0,5.16,5.0,6,3,2,0,2,1.34
2021-07-28,0,0,4.79,5.0,3,0,0,1,9,1.3
2021-08-02,0,1,5.26,4.0,9,6,0,3,3,1.39
2021-08-08,0,0,5.49,5.0,10,5,2,1,2,1.44
2021-08-14,0,1,5.91,5.0,11,7,2,1,5,1.5
2021-08-20,0,0,5.88,5.0,8,3,1,0,9,1.51
2021-08-28,0,0,5.7,4.1,3,1,0,2,6,1.49
2021-09-03,1,0,5.54,6.0,3,2,2,0,7,1.43
2021-09-10,0,0,5.37,5.0,3,1,1,0,6,1.39
2021-09-15,0,1,5.56,6.0,7,6,1,2,5,1.4
2021-09-21,0,0,5.49,3.0,3,1,0,0,4,1.39
2021-09-28,0,0,5.26,5.0,0,0,0,2,6,1.35
2021-10-03,0,0,5.05,5.0,1,0,0,1,2,1.31
