W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-31,0,0,0.0,0,0,1.0,0,0,0,0,2,1,2.0
2018-04-02,0,0,0.0,0,0,1.0,0,0,0,0,1,0,1.5
2018-04-03,0,0,11.57,0,0,0.1,2,3,3,0,2,1,3.0
2018-04-07,0,0,8.1,0,0,1.0,0,0,0,0,0,1,2.1
2018-04-11,0,0,10.38,0,0,1.0,2,2,2,0,1,0,2.31
2018-04-14,0,0,7.11,0,0,2.0,0,0,0,0,0,0,1.58
2018-04-16,0,0,7.36,0,0,1.0,3,1,1,0,0,0,1.77
2018-04-17,1,0,6.48,0,0,1.0,0,0,0,0,1,0,1.68
2018-04-25,0,0,7.71,0,0,1.0,3,2,2,1,0,2,1.82
2018-04-27,0,0,6.97,0,0,1.0,2,0,0,0,1,1,1.94
2018-04-28,0,0,6.35,0,0,1.0,0,0,0,0,1,1,1.85
2018-05-09,0,0,5.68,0,0,1.1,0,0,0,0,0,1,1.66
2018-05-11,0,0,5.27,0,0,1.0,0,0,0,0,1,0,1.61
2018-05-16,0,0,5.14,0,0,0.1,0,0,0,0,0,1,1.57
2018-05-19,0,0,4.5,0,0,2.0,0,0,0,0,1,4,1.44
2018-05-21,0,0,4.41,0,0,0.1,1,0,0,0,0,0,1.47
2018-05-23,0,0,4.15,0,0,1.0,1,0,0,0,0,0,1.44
2018-05-26,0,0,4.08,0,0,0.1,1,0,0,0,0,0,1.47
2018-05-28,0,0,3.86,0,0,1.0,1,0,0,0,0,0,1.45
2018-05-29,0,0,4.05,0,0,1.1,2,1,1,0,1,0,1.5
2018-06-01,0,0,4.22,1,0,1.1,2,1,1,0,0,1,1.5
2018-06-02,0,0,4.03,0,0,1.0,0,0,0,0,0,1,1.43
2018-06-05,0,0,3.86,0,0,1.0,1,0,0,0,0,0,1.41
2018-06-06,0,0,4.56,0,0,0.1,1,2,2,0,1,0,1.48
2018-06-07,0,0,4.38,0,0,1.0,0,0,0,0,1,2,1.46
2018-06-09,0,0,4.56,0,0,1.0,3,1,1,0,0,1,1.52
2018-06-13,0,0,4.39,0,0,1.0,0,0,0,0,1,1,1.5
2018-06-15,0,0,4.33,0,0,0.1,0,0,0,0,0,0,1.48
2018-06-16,0,0,4.18,0,0,1.0,0,0,0,0,1,2,1.46
2018-06-19,0,0,3.94,0,0,1.2,0,0,0,0,0,3,1.38
2018-06-22,0,0,3.69,0,0,2.0,2,0,0,0,0,1,1.36
2018-06-24,0,0,3.58,0,0,1.0,0,0,0,0,0,1,1.32
2018-06-25,0,0,3.48,0,0,1.0,2,0,0,0,0,0,1.34
2018-06-27,0,0,3.93,0,0,0.2,2,2,2,0,1,1,1.4
2018-06-29,0,0,4.04,0,0,1.1,2,1,1,1,0,0,1.4
2018-07-01,0,0,3.93,0,0,1.0,0,0,0,0,1,0,1.39
2018-07-04,0,0,3.76,0,0,1.2,0,0,0,0,1,2,1.36
2018-07-06,0,0,3.63,0,0,1.1,0,0,0,0,0,3,1.31
2018-07-07,0,0,3.6,0,0,0.1,0,0,0,0,0,0,1.3
2018-07-11,0,0,3.57,0,0,0.1,0,0,0,0,0,0,1.29
2018-07-12,0,0,3.48,0,0,1.0,1,0,0,0,0,2,1.28
2018-07-13,0,0,3.4,0,1,1.0,2,0,0,0,0,0,1.3
2018-07-15,0,0,3.32,0,0,1.0,0,0,0,0,0,2,1.27
2018-07-20,0,0,3.22,0,0,1.1,0,0,0,0,0,3,1.23
2018-07-23,1,0,3.15,0,0,1.0,0,0,0,0,0,1,1.2
2018-07-24,0,0,3.09,0,0,1.0,0,0,0,0,0,1,1.18
2018-07-25,0,0,3.26,0,0,0.1,1,1,1,0,1,0,1.21
2018-07-30,0,0,3.19,0,0,1.0,1,0,0,0,0,0,1.21
2018-08-01,0,0,3.49,0,0,1.0,2,2,2,0,3,1,1.29
2018-08-05,0,0,3.42,0,0,1.0,0,0,0,0,1,0,1.28
2018-08-07,0,0,3.33,0,0,1.1,1,0,0,0,0,2,1.27
2018-08-09,0,0,3.27,0,1,1.0,1,0,0,0,0,1,1.26
2018-08-11,0,0,3.42,0,0,0.1,1,1,1,0,0,1,1.27
2018-08-13,0,1,3.88,0,0,0.2,4,4,3,0,0,0,1.33
2018-08-15,0,0,3.81,0,0,1.0,1,0,0,0,1,0,1.34
2018-08-18,0,0,3.72,0,0,1.1,0,0,0,0,0,0,1.31
2018-08-21,0,0,3.67,0,0,0.2,0,0,0,0,0,0,1.3
2018-08-22,0,0,3.77,0,0,1.0,1,1,1,1,0,1,1.29
