W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-30,0,0,0.0,0,0,1.0,0,0,0,0,1,2,1.0
2018-04-01,0,0,0.0,0,0,1.0,0,0,0,0,0,2,0.5
2018-04-03,0,0,0.0,0,0,1.0,0,0,0,0,0,1,0.33
2018-04-09,0,0,0.0,0,0,0.2,1,0,0,0,1,2,0.82
2018-04-10,0,0,3.86,0,0,1.0,2,2,2,2,0,1,1.07
2018-04-13,0,0,3.18,0,0,1.0,0,0,0,0,0,3,0.88
2018-04-17,0,0,2.7,0,0,1.0,1,0,0,0,0,2,0.9
2018-04-20,0,0,2.35,0,0,1.0,0,0,0,0,0,2,0.78
2018-04-21,0,0,2.08,0,0,1.0,0,1,0,0,2,0,0.92
2018-04-23,0,1,2.79,0,0,1.0,2,1,1,0,0,1,1.03
2018-04-27,0,0,2.53,0,0,1.0,0,0,0,0,3,2,1.22
2018-04-28,0,0,2.31,0,1,1.0,0,0,0,0,0,3,1.11
2018-04-30,0,0,2.13,0,0,1.0,1,0,0,0,2,1,1.26
2018-05-05,0,0,1.98,0,0,1.0,0,0,0,0,1,1,1.24
2018-05-06,0,0,1.84,0,0,1.0,1,0,0,0,0,0,1.23
2018-05-08,0,1,2.3,0,0,1.0,0,1,1,0,1,0,1.21
2018-05-11,0,0,2.16,0,0,1.0,0,0,0,0,0,0,1.14
2018-05-13,0,0,2.04,0,0,1.0,0,0,0,0,1,1,1.13
2018-05-15,0,0,1.93,0,0,1.0,0,0,0,0,0,1,1.07
2018-05-16,0,0,1.83,0,0,1.0,0,0,0,0,0,1,1.02
2018-05-18,0,0,1.74,0,0,1.0,0,0,0,0,0,0,0.97
2018-05-20,0,0,1.66,0,0,1.0,0,0,0,0,0,0,0.92
2018-05-22,0,0,1.59,0,0,1.0,1,0,0,0,1,0,0.97
2018-05-26,0,0,1.54,0,0,0.2,0,0,0,0,1,0,0.99
2018-05-30,0,0,1.48,0,0,1.0,0,0,0,0,1,1,0.99
2018-06-02,0,0,1.42,0,0,1.0,0,0,0,0,0,0,0.95
2018-06-05,0,0,1.37,0,1,1.0,0,0,0,0,0,0,0.91
2018-06-08,0,0,1.32,0,0,1.0,0,0,0,0,0,1,0.88
2018-06-11,0,0,1.27,0,1,1.0,0,0,0,0,0,1,0.85
2018-06-12,0,0,1.23,0,1,1.0,0,0,0,0,0,1,0.82
2018-06-14,0,0,1.19,0,0,1.0,0,0,0,0,1,1,0.82
2018-06-15,0,0,1.15,0,1,1.0,0,0,0,0,0,2,0.8
2018-06-18,0,0,1.11,0,1,1.0,0,0,0,0,0,1,0.77
2018-06-23,0,0,1.08,0,0,1.0,0,0,0,0,0,1,0.75
2018-06-24,0,0,1.05,0,1,1.0,0,0,0,0,0,0,0.73
2018-06-29,0,0,1.02,0,0,1.0,1,0,0,0,1,2,0.76
2018-06-30,0,0,0.99,0,1,1.0,0,0,0,0,0,2,0.74
2018-07-02,0,0,1.21,0,0,1.0,2,1,1,0,1,0,0.8
2018-07-03,0,0,1.17,0,0,1.0,2,0,0,0,1,3,0.86
2018-07-06,0,1,1.41,0,0,0.0,1,1,1,1,0,0,0.89
2018-07-08,0,0,1.37,0,0,1.0,1,0,0,0,1,1,0.92
2018-07-09,0,0,1.34,0,0,1.0,0,0,0,0,0,1,0.89
2018-07-11,0,0,1.31,0,0,1.0,0,0,0,0,3,3,0.94
2018-07-14,0,0,1.28,0,1,1.0,2,0,0,0,0,0,0.97
2018-07-21,0,0,1.45,0,1,1.0,1,1,1,1,0,2,0.97
2018-07-22,0,1,2.45,0,0,0.2,4,5,5,1,1,1,1.07
2018-07-27,0,0,2.4,0,0,1.0,1,0,0,0,0,1,1.07
2018-07-28,0,0,2.54,0,0,1.0,2,1,1,0,0,0,1.09
2018-08-02,0,1,3.28,0,0,0.2,2,4,4,1,2,0,1.16
2018-08-06,0,0,3.45,0,0,0.1,2,1,1,0,2,1,1.23
2018-08-08,0,0,3.75,0,0,1.0,2,2,2,0,1,0,1.27
2018-08-25,0,0,3.67,0,0,1.0,1,0,0,0,0,1,1.27
2018-08-28,0,0,3.6,0,0,1.0,0,0,0,0,2,0,1.28
2018-08-31,0,0,4.11,0,0,0.1,2,3,3,0,1,1,1.33
2018-09-05,0,0,4.09,0,0,0.1,1,0,0,0,0,1,1.34
2018-09-13,0,1,4.41,0,0,0.1,2,2,2,2,0,0,1.37
2018-09-15,0,0,4.33,0,0,1.0,0,0,0,0,0,2,1.35
2018-09-16,0,0,4.42,0,0,1.0,1,1,1,0,0,2,1.34
2018-09-21,1,0,4.36,0,0,0.2,0,0,0,0,0,0,1.32
2018-09-28,0,0,4.28,0,0,1.0,0,0,0,0,1,0,1.32
2018-09-29,0,0,4.2,0,0,1.0,1,0,0,0,1,1,1.33
2019-03-28,0,0,0.0,0,0,1.0,1,0,0,0,0,0,1.0
2019-03-30,0,0,0.0,0,0,0.2,1,0,0,0,0,0,1.2
2019-04-02,0,0,0.0,0,0,1.0,1,0,0,0,1,1,1.5
2019-04-03,0,0,2.7,0,0,0.2,2,1,1,0,1,1,2.1
2019-04-06,0,0,2.08,0,0,1.0,0,0,0,0,1,1,1.85
2019-04-08,0,0,1.8,0,0,0.2,0,0,0,0,0,1,1.6
2019-04-09,0,0,1.69,0,0,0.1,1,0,0,0,0,1,1.69
2019-04-12,0,0,1.5,0,0,0.2,1,0,0,0,0,2,1.67
2019-04-17,0,0,1.42,0,0,0.1,0,0,0,0,0,0,1.58
