W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-08-21,0,0,0.0,2.0,3,0,0,0,4,1.5
2018-08-26,1,0,1.13,6.0,7,1,0,0,4,1.25
2018-08-31,0,0,0.82,3.0,1,0,0,1,1,1.09
2018-09-05,0,1,5.02,3.1,9,7,4,1,6,1.53
2021-04-02,1,0,0.0,2.0,0,0,0,1,3,0.5
2021-04-05,0,0,0.0,2.0,1,0,0,1,5,0.75
2021-04-11,0,0,0.0,2.1,0,0,0,0,3,0.47
2021-04-15,0,0,1.17,1.1,1,1,0,1,2,0.65
2021-04-18,0,0,1.69,3.0,1,1,0,1,4,0.66
2021-04-25,1,0,1.72,5.0,4,1,1,0,10,0.7
2021-05-01,0,0,1.45,3.0,1,0,0,0,3,0.64
2021-05-05,0,0,1.33,1.2,1,0,0,4,4,0.84
2021-05-08,0,0,1.61,2.0,3,1,0,0,1,0.9
2021-05-14,0,0,1.71,4.0,2,1,1,2,5,0.91
2021-05-18,0,0,1.65,1.0,1,0,0,0,0,0.91
2021-05-21,0,0,1.91,1.0,3,1,1,0,2,0.99
2021-05-24,0,0,1.78,2.0,2,0,0,0,3,0.99
2021-05-26,0,0,1.72,1.0,0,0,0,1,0,0.99
2021-07-01,1,0,1.67,1.0,0,0,0,1,0,0.99
2021-07-06,0,0,1.62,1.0,1,0,0,0,0,0.99
2021-07-09,0,0,1.57,1.0,0,0,0,0,3,0.96
2021-07-11,0,0,1.53,1.0,0,0,0,0,3,0.93
2021-07-18,0,0,1.49,1.0,0,0,0,0,1,0.91
2021-07-20,0,0,1.64,2.0,1,1,1,2,4,0.94
2021-07-25,0,0,1.6,1.0,1,0,0,2,0,0.99
2021-07-27,0,0,1.56,1.0,0,0,0,0,3,0.97
2021-07-28,0,0,1.52,1.0,0,0,0,0,0,0.94
2021-07-31,0,1,2.55,1.0,5,5,0,1,1,1.06
2021-08-03,0,0,2.7,1.0,1,1,0,0,1,1.06
2021-08-06,0,0,2.66,0.2,0,0,0,1,0,1.07
2021-08-07,0,0,2.6,1.0,1,0,0,0,1,1.07
2021-08-12,0,0,2.53,1.1,1,0,0,1,2,1.08
2021-08-16,0,0,2.42,2.0,0,0,0,1,3,1.06
2021-08-19,0,1,2.74,1.0,2,2,1,0,1,1.07
2021-08-24,0,0,2.72,0.1,2,0,0,0,1,1.11
2021-08-26,0,0,3.55,1.0,4,5,1,0,1,1.16
2021-08-29,0,0,3.48,1.0,1,0,0,0,2,1.16
2021-08-31,1,0,3.42,1.0,0,0,0,0,2,1.14
2021-09-04,0,0,4.0,1.1,4,4,2,0,3,1.19
2021-09-10,0,0,3.95,0.2,1,0,0,1,2,1.21
2021-09-11,0,0,3.79,2.1,0,0,0,1,5,1.18
2021-09-15,0,1,3.81,2.0,1,1,1,0,3,1.15
2021-09-18,0,0,3.75,1.0,2,0,0,0,2,1.17
2021-09-19,0,0,3.69,1.0,0,0,0,0,1,1.15
2021-09-23,0,0,3.57,2.0,0,0,0,0,4,1.11
2021-09-26,0,0,3.69,0.1,3,1,0,0,0,1.15
2021-09-29,0,0,3.53,3.0,1,0,0,2,3,1.15
2021-10-03,0,0,3.5,3.0,2,1,0,0,6,1.13
