W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-30,1,0,10.8,5.0,7,6,3,3,8,2.0
2018-04-05,1,0,5.73,6.0,2,1,0,5,9,1.55
2018-04-11,0,0,5.74,4.2,5,3,1,3,6,1.6
2018-04-18,0,0,4.98,6.0,5,2,1,3,9,1.52
2018-04-24,0,0,5.13,4.2,5,3,0,3,11,1.56
2018-04-29,0,0,4.88,1.1,1,0,0,0,2,1.52
2018-06-27,1,0,4.01,6.0,2,0,0,2,6,1.37
2018-07-02,0,1,4.89,5.0,9,6,2,1,7,1.45
2018-07-07,0,0,5.23,4.1,4,4,3,4,7,1.49
2018-07-12,0,1,5.03,5.1,5,2,0,3,8,1.49
2018-07-20,0,0,5.37,5.1,8,5,2,1,2,1.51
2018-07-25,0,0,4.9,7.0,4,1,0,1,6,1.42
2018-07-30,0,0,5.05,5.1,2,4,1,4,6,1.39
2018-08-05,0,0,4.92,5.1,7,2,0,4,8,1.44
2018-08-11,0,0,4.83,5.0,4,2,0,2,6,1.43
2018-08-17,0,0,4.91,4.1,2,3,1,5,3,1.44
2018-08-25,0,0,4.73,5.0,5,1,1,4,7,1.46
2018-08-30,1,0,4.55,5.1,4,1,1,2,9,1.44
2018-09-04,1,0,4.25,6.1,2,0,0,2,10,1.39
2018-09-09,0,0,4.18,6.0,2,2,1,4,6,1.36
2018-09-14,0,0,4.14,5.1,2,2,0,3,6,1.34
2018-09-19,1,0,3.92,6.0,1,0,0,4,8,1.32
2018-09-24,0,0,3.91,5.0,4,2,1,3,7,1.32
2018-09-30,0,0,3.93,4.0,5,2,1,4,8,1.35
2019-03-29,0,0,5.4,5.0,3,3,1,5,9,1.6
2019-04-03,0,1,4.35,5.1,2,2,0,5,3,1.45
2019-04-10,0,0,3.52,5.0,2,1,0,1,10,1.17
2019-04-16,0,0,4.64,6.0,7,5,1,4,4,1.36
2019-04-21,0,0,3.95,6.0,4,1,0,1,4,1.24
2019-04-26,1,0,4.18,5.0,5,3,2,1,7,1.24
