W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-31,1,0,5.4,5.0,5,3,1,1,4,1.2
2018-04-05,0,1,6.3,5.0,8,4,0,3,5,1.7
2018-04-10,0,0,4.7,5.1,4,1,0,1,2,1.43
2018-04-16,0,1,4.87,5.0,6,3,0,0,4,1.38
2018-04-21,0,0,5.68,5.0,8,5,2,1,4,1.46
2018-04-27,0,0,5.34,5.0,5,2,0,1,3,1.42
2018-05-04,0,0,5.01,2.0,1,0,0,0,1,1.36
2018-05-08,1,0,4.86,4.2,5,2,2,1,5,1.35
2018-05-12,0,1,5.14,5.0,7,4,2,1,2,1.38
2018-05-18,1,0,4.72,5.2,5,1,0,1,6,1.34
2018-05-23,1,0,4.56,5.2,4,2,2,2,6,1.31
2018-05-28,1,0,4.63,5.0,5,3,2,0,6,1.29
2018-06-03,0,1,4.55,5.0,3,2,0,2,6,1.26
2018-06-09,1,0,4.61,5.0,4,3,1,1,5,1.24
2018-06-15,1,0,4.3,7.0,6,1,0,1,3,1.22
2018-06-21,1,0,4.15,7.0,2,2,1,1,5,1.15
2018-06-27,0,1,4.28,6.0,6,4,1,1,6,1.15
2018-07-02,0,0,4.53,5.0,9,5,1,0,5,1.19
2018-07-14,0,1,4.39,5.0,2,1,1,1,3,1.16
2018-07-22,0,1,4.44,3.0,7,2,2,0,3,1.19
2019-09-02,0,0,3.86,2.1,3,1,1,0,2,1.29
2019-09-06,0,0,2.08,2.0,0,0,0,0,2,0.69
2019-09-08,1,0,1.42,2.0,1,0,0,0,1,0.63
2019-09-11,1,0,0.96,3.0,1,0,0,0,2,0.54
2019-09-15,0,0,0.79,2.0,0,0,0,0,1,0.44
2019-09-17,0,0,0.73,1.0,0,0,0,0,2,0.41
2019-09-21,1,0,0.63,2.0,1,0,0,0,1,0.42
2019-09-24,1,0,0.52,3.0,3,0,0,1,3,0.58
2019-09-28,0,0,0.49,1.0,1,0,0,0,1,0.6
2020-07-25,1,0,6.75,2.2,3,2,1,0,3,1.13
2020-07-28,0,0,8.31,1.2,3,2,0,1,2,1.62
2020-08-04,0,0,5.68,2.0,1,0,0,0,3,1.26
2020-08-09,1,0,4.32,2.0,3,0,0,0,0,1.32
2020-08-12,0,0,3.86,1.0,0,0,0,0,1,1.18
2020-08-15,0,0,3.0,2.2,3,0,0,0,5,1.17
2020-08-18,0,0,2.84,0.2,1,0,0,0,0,1.18
2020-08-22,0,0,3.95,1.0,3,2,1,0,1,1.32
2020-08-25,0,0,3.68,1.0,0,0,0,0,3,1.23
2020-08-31,0,0,4.08,3.0,1,2,1,1,3,1.13
2020-09-04,0,0,3.66,2.0,1,0,0,0,2,1.07
2020-09-08,0,0,4.05,0.1,3,1,0,0,1,1.2
2020-09-12,0,0,3.52,3.0,1,0,0,0,6,1.09
2020-09-16,0,0,3.12,3.0,2,0,0,2,3,1.12
2020-09-20,0,0,3.58,1.2,3,2,1,0,1,1.16
2020-09-25,0,0,3.13,4.0,2,0,0,1,4,1.11
2021-04-03,0,0,5.4,1.2,3,1,0,0,1,1.8
2021-04-06,0,0,1.93,3.0,0,0,0,1,2,0.86
2021-04-10,0,0,1.59,1.0,2,0,0,0,1,1.06
2021-04-12,0,0,1.35,1.0,0,0,0,0,0,0.9
2021-04-13,0,1,3.52,1.0,3,2,1,0,1,1.17
2021-04-16,0,0,3.86,1.2,2,1,0,1,2,1.29
2021-04-19,0,0,3.48,1.0,1,0,0,0,0,1.26
2021-04-21,1,0,3.09,1.1,0,0,0,0,4,1.11
2021-04-24,1,0,2.63,2.0,2,0,0,1,0,1.17
2021-04-27,0,0,3.07,1.0,2,1,1,1,2,1.3
2021-05-01,0,0,2.87,1.0,0,0,0,0,1,1.21
2021-05-05,0,0,2.7,1.0,0,0,0,0,1,1.14
2021-05-07,0,1,3.79,2.1,4,3,0,1,2,1.26
2021-05-13,0,0,3.43,2.0,2,0,0,2,1,1.33
2021-05-16,0,0,4.15,0.2,1,2,1,0,1,1.34
2021-05-22,1,0,4.18,2.0,3,1,0,0,2,1.35
2021-05-26,0,1,4.01,1.0,1,0,0,0,1,1.34
2021-05-27,1,0,3.86,1.0,0,0,0,1,0,1.32
2021-05-29,1,0,3.71,1.0,1,0,0,0,2,1.31
2021-05-31,0,0,3.54,1.1,0,0,0,0,1,1.25
2021-06-03,1,0,3.34,1.2,2,0,0,1,3,1.28
2021-06-05,0,0,4.11,1.0,3,3,2,1,1,1.37
2021-06-08,0,0,4.02,0.2,0,0,0,0,1,1.34
2021-06-10,1,0,4.05,2.0,2,1,0,0,4,1.32
2021-06-13,1,0,4.01,0.1,1,0,0,2,0,1.4
2021-06-18,0,0,3.93,0.2,1,0,0,0,1,1.4
2021-06-19,0,0,3.82,1.0,1,0,0,1,2,1.42
2021-06-20,0,0,3.72,1.0,1,0,0,0,0,1.4
2021-06-26,0,0,3.52,2.0,2,0,0,0,3,1.38
2021-06-29,0,0,3.46,0.2,1,0,0,0,0,1.38
2021-06-30,0,0,3.38,1.0,0,0,0,0,1,1.35
2021-07-02,0,0,3.48,1.1,1,1,1,1,0,1.35
2021-07-07,0,1,3.7,0.0,1,1,0,1,0,1.4
2021-07-08,0,0,3.61,1.0,0,0,0,0,0,1.37
2021-07-10,0,0,3.45,2.0,1,0,0,0,3,1.33
2021-07-16,1,0,3.38,1.0,1,0,0,1,0,1.35
2021-07-17,0,0,3.3,1.0,1,0,0,1,1,1.36
2021-07-21,0,1,3.23,1.0,4,0,0,0,0,1.42
2021-07-24,0,0,3.1,2.0,1,0,0,0,1,1.38
2021-07-30,0,0,3.04,1.0,0,0,0,0,3,1.35
2021-08-02,0,0,2.92,2.0,1,0,0,0,1,1.32
2021-08-04,1,0,2.87,1.0,1,0,0,1,1,1.33
2021-08-06,1,0,2.82,1.0,0,0,0,0,2,1.31
2021-08-07,0,0,2.77,1.0,1,0,0,0,1,1.3
2021-08-10,0,0,2.86,1.1,2,1,0,0,1,1.31
2021-08-15,1,0,2.81,1.0,0,0,0,0,2,1.28
2021-08-18,0,0,2.76,1.0,1,0,0,1,1,1.3
2021-08-19,0,0,2.87,1.0,1,1,0,1,1,1.31
2021-08-21,0,0,2.97,1.0,2,1,1,0,1,1.32
2021-08-26,0,0,3.06,1.0,1,1,1,0,0,1.31
2021-08-28,0,0,3.11,2.0,2,1,0,0,1,1.3
2021-08-31,0,0,3.15,2.0,2,1,1,0,4,1.29
2021-09-06,0,0,3.11,1.0,0,0,0,1,1,1.29
2021-09-08,0,0,3.09,0.1,0,0,0,0,1,1.28
2021-09-20,0,0,3.18,1.0,1,1,0,1,0,1.29
2021-09-21,0,0,3.13,1.0,1,0,0,0,0,1.29
2021-09-24,0,0,3.07,1.1,1,0,0,0,0,1.28
2021-09-26,0,0,3.04,0.2,1,0,0,0,1,1.28
2021-09-29,0,0,3.0,1.0,0,0,0,1,1,1.28
2021-10-01,0,0,2.99,0.1,1,0,0,0,0,1.29
2021-10-03,0,0,3.07,1.0,2,1,0,1,0,1.31
