,playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
41565,mcclemi01,2012,1,MIL,NL,0,0,9,0,0,0,0,42,20,10,1,5,4,0.345,6.43,0.0,1,3.0,0,69.0,3,11,3.0,0.0,0.0
41567,mcdonda02,2012,1,BOS,AL,0,1,1,0,0,0,0,3,2,3,1,2,0,0.5,27.0,0.0,0,0.0,0,6.0,1,3,0.0,0.0,0.0
41568,mcdonja03,2012,1,PIT,NL,12,8,30,29,1,0,0,513,147,80,21,69,151,0.233,4.21,6.0,3,4.0,0,713.0,0,85,5.0,4.0,15.0
41569,mcgeeja01,2012,1,TBA,AL,5,2,69,0,0,0,0,166,33,12,3,11,73,0.168,1.95,4.0,3,1.0,0,212.0,13,13,0.0,2.0,3.0
41570,mchugco01,2012,1,NYN,NL,0,4,8,4,0,0,0,64,27,18,5,8,17,0.314,7.59,2.0,0,2.0,0,99.0,1,21,2.0,1.0,1.0
41571,mcpheky01,2012,1,PIT,NL,0,2,10,3,0,0,0,79,24,8,3,7,21,0.247,2.73,0.0,0,2.0,1,107.0,2,8,1.0,0.0,3.0
41572,medlekr01,2012,1,ATL,NL,10,1,50,12,2,1,1,414,103,24,6,23,120,0.208,1.57,0.0,3,0.0,0,520.0,7,26,1.0,0.0,13.0
41573,meekev01,2012,1,PIT,NL,0,0,12,0,0,0,0,36,14,9,1,6,8,0.286,6.75,0.0,1,1.0,0,57.0,5,9,1.0,0.0,0.0
41574,mejiaje01,2012,1,NYN,NL,1,2,5,3,0,0,0,48,20,10,2,9,8,0.313,5.63,0.0,1,0.0,0,74.0,1,10,1.0,0.0,2.0
41575,melanma01,2012,1,BOS,AL,0,2,41,0,0,0,1,135,45,31,8,12,41,0.256,6.2,1.0,2,3.0,0,194.0,17,31,1.0,2.0,1.0
41576,mendolu01,2012,1,KCA,AL,8,10,30,25,0,0,0,498,176,78,15,59,104,0.278,4.23,3.0,6,11.0,2,709.0,0,84,2.0,5.0,22.0
41577,mijarjo01,2012,1,KCA,AL,2,2,51,0,0,0,0,116,36,11,3,13,37,0.248,2.56,1.0,1,4.0,0,168.0,8,13,3.0,3.0,1.0
41578,mijarjo01,2012,2,SFN,NL,1,0,27,0,0,0,0,53,14,5,0,8,20,0.215,2.55,2.0,2,0.0,0,74.0,3,5,1.0,0.0,1.0
41579,mikolmi01,2012,1,SDN,NL,2,1,25,0,0,0,0,97,32,13,4,15,23,0.256,3.62,0.0,2,2.0,0,144.0,9,15,2.0,0.0,1.0
41580,mileywa01,2012,1,ARI,NL,16,11,32,29,0,0,0,584,193,72,14,37,144,0.255,3.33,0.0,6,2.0,1,807.0,0,79,8.0,3.0,15.0
41581,millean01,2012,1,BOS,AL,3,2,53,0,0,0,0,121,28,15,3,20,51,0.194,3.35,1.0,1,2.0,0,169.0,4,15,0.0,3.0,1.0
41582,milleji02,2012,1,OAK,AL,2,1,33,0,0,0,0,146,39,14,6,27,44,0.217,2.59,2.0,1,3.0,0,211.0,18,15,0.0,1.0,2.0
41583,millesh01,2012,1,SLN,NL,1,0,6,1,0,0,0,41,9,2,0,4,16,0.184,1.32,0.0,0,1.0,0,54.0,1,2,0.0,0.0,1.0
41584,millsbr02,2012,1,LAA,AL,1,0,1,1,0,0,0,15,3,0,0,0,6,0.167,0.0,0.0,0,0.0,0,18.0,0,0,0.0,0.0,0.0
41585,millwke01,2012,1,SEA,AL,6,12,28,28,1,1,0,483,168,76,13,56,107,0.271,4.25,3.0,5,3.0,0,689.0,0,86,6.0,4.0,20.0
41586,milonto01,2012,1,OAK,AL,13,10,31,31,1,0,0,570,207,79,24,36,137,0.278,3.74,2.0,2,4.0,0,791.0,0,90,3.0,3.0,19.0
41587,minormi01,2012,1,ATL,NL,11,10,30,30,0,0,0,538,151,82,26,56,145,0.232,4.12,7.0,3,5.0,0,728.0,0,88,8.0,8.0,17.0
41588,mitchdj01,2012,1,NYA,AL,0,0,4,0,0,0,0,14,7,2,1,3,2,0.333,3.86,0.0,1,0.0,0,24.0,3,2,0.0,0.0,0.0
41589,moorema02,2012,1,TBA,AL,11,11,31,31,0,0,0,532,158,75,18,81,175,0.238,3.81,5.0,8,7.0,1,759.0,0,85,3.0,4.0,17.0
41590,moralfr01,2012,1,BOS,AL,3,4,37,9,0,0,1,229,64,32,11,30,76,0.224,3.77,3.0,3,6.0,5,325.0,5,38,0.0,3.0,5.0
41591,morribr01,2012,1,PIT,NL,0,0,5,0,0,0,0,15,2,1,0,2,6,0.125,1.8,0.0,1,1.0,0,20.0,2,2,0.0,1.0,0.0
41592,morrobr01,2012,1,TOR,AL,10,7,21,21,3,3,0,374,98,41,12,41,108,0.214,2.96,0.0,3,2.0,0,504.0,0,45,1.0,3.0,8.0
41593,mortecl01,2012,1,BOS,AL,1,1,26,0,0,0,0,126,32,15,7,19,41,0.212,3.21,2.0,3,1.0,0,173.0,8,15,0.0,2.0,2.0
41594,mortoch02,2012,1,PIT,NL,2,6,9,9,0,0,0,151,62,26,5,11,25,0.305,4.65,1.0,4,2.0,0,223.0,0,30,5.0,2.0,7.0
41595,moscogu01,2012,1,COL,NL,3,2,23,3,0,0,0,150,67,34,8,19,47,0.321,6.12,0.0,5,1.0,0,231.0,4,34,1.0,1.0,3.0
41596,moseldu01,2012,1,SDN,NL,0,0,1,1,0,0,0,15,5,5,1,2,4,0.263,9.0,0.0,0,0.0,0,22.0,0,5,0.0,1.0,0.0
41597,motagu01,2012,1,SFN,NL,0,1,26,0,0,0,0,62,24,12,3,8,24,0.3,5.23,0.0,0,2.0,0,91.0,4,13,0.0,1.0,1.0
41598,motteja01,2012,1,SLN,NL,4,5,67,0,0,0,42,216,49,22,9,17,86,0.191,2.75,1.0,0,2.0,0,279.0,58,23,2.0,1.0,4.0
41599,moyerja01,2012,1,COL,NL,2,5,10,10,0,0,0,161,75,34,11,18,36,0.328,5.7,2.0,0,2.0,0,254.0,0,40,4.0,1.0,9.0
41600,moylape01,2012,1,ATL,NL,1,0,8,0,0,0,1,15,3,1,1,2,2,0.167,1.8,0.0,1,0.0,0,21.0,3,3,1.0,0.0,0.0
41601,mujiced01,2012,1,MIA,NL,0,3,41,0,0,0,2,117,36,19,6,9,26,0.24,4.38,2.0,0,1.0,0,161.0,14,21,0.0,1.0,5.0
41602,mujiced01,2012,2,SLN,NL,0,0,29,0,0,0,0,79,20,3,1,3,21,0.215,1.03,1.0,1,0.0,0,97.0,2,3,1.0,0.0,3.0
41603,myersbr01,2012,1,HOU,NL,0,4,35,0,0,0,19,92,35,12,4,6,20,0.285,3.52,1.0,1,2.0,0,134.0,29,17,1.0,2.0,3.0
41604,myersbr01,2012,2,CHA,AL,3,4,35,0,0,0,0,104,30,12,4,9,21,0.238,3.12,1.0,1,1.0,0,138.0,12,13,1.0,1.0,3.0
41605,narvech01,2012,1,MIL,NL,1,1,2,2,0,0,0,27,10,7,2,4,5,0.294,7.0,0.0,0,0.0,0,41.0,0,8,1.0,2.0,1.0
41606,nathajo01,2012,1,TEX,AL,3,5,66,0,0,0,37,193,55,20,7,13,78,0.231,2.8,1.0,5,2.0,0,257.0,62,23,1.0,3.0,6.0
41607,neshepa01,2012,1,OAK,AL,2,1,24,0,0,0,0,59,10,3,3,6,16,0.147,1.37,1.0,1,1.0,0,77.0,5,3,0.0,2.0,1.0
41608,nicasju01,2012,1,COL,NL,2,3,11,11,0,0,0,174,72,34,7,22,54,0.313,5.28,1.0,4,1.0,0,257.0,0,37,3.0,1.0,5.0
41609,niemaje01,2012,1,TBA,AL,2,3,8,8,0,0,0,114,30,13,2,12,34,0.213,3.08,0.0,2,2.0,0,156.0,0,17,0.0,1.0,4.0
41610,niesejo01,2012,1,NYN,NL,13,9,30,30,0,0,0,571,174,72,22,49,155,0.241,3.4,2.0,6,4.0,0,788.0,0,77,8.0,4.0,16.0
41611,noesihe01,2012,1,SEA,AL,2,12,22,18,0,0,0,320,107,69,21,39,68,0.266,5.82,1.0,1,2.0,2,453.0,4,71,3.0,7.0,9.0
41612,nolasri01,2012,1,MIA,NL,12,13,31,31,3,2,0,573,214,95,18,47,125,0.285,4.48,9.0,8,8.0,1,832.0,0,100,19.0,6.0,21.0
41613,norbejo01,2012,1,OAK,AL,4,1,39,0,0,0,1,156,37,16,5,22,46,0.2,2.77,2.0,1,1.0,1,212.0,8,17,1.0,3.0,1.0
41614,norribu01,2012,1,HOU,NL,7,13,29,29,0,0,0,505,165,87,23,66,165,0.254,4.65,2.0,8,8.0,0,733.0,0,90,7.0,2.0,6.0
41615,novaiv01,2012,1,NYA,AL,12,8,28,28,0,0,0,511,194,95,28,56,153,0.288,5.02,3.0,6,10.0,2,748.0,0,100,3.0,6.0,19.0
41616,odayda01,2012,1,BAL,AL,7,1,69,0,0,0,0,201,49,17,6,14,69,0.202,2.28,2.0,0,3.0,0,263.0,10,17,3.0,1.0,5.0
41617,odorija01,2012,1,KCA,AL,0,1,2,2,0,0,0,22,8,4,1,4,4,0.267,4.91,0.0,0,0.0,0,34.0,0,4,0.0,0.0,0.0
41618,oflaher01,2012,1,ATL,NL,3,0,64,0,0,0,0,172,47,11,3,19,46,0.229,1.73,2.0,1,2.0,0,230.0,7,14,3.0,1.0,11.0
41619,ogandal01,2012,1,TEX,AL,2,0,58,1,0,0,3,198,49,24,9,17,66,0.203,3.27,1.0,5,2.0,0,263.0,11,26,0.0,3.0,4.0
41620,ohlenro01,2012,1,SDN,NL,4,4,13,9,0,0,0,146,62,42,7,24,39,0.304,7.77,0.0,2,1.0,1,233.0,2,44,4.0,0.0,0.0
41621,ohmanwi01,2012,1,CHA,AL,0,2,32,0,0,0,0,80,23,19,6,5,13,0.228,6.41,0.0,0,6.0,1,112.0,9,19,0.0,0.0,4.0
41622,oliveda02,2012,1,TOR,AL,3,4,62,0,0,0,2,170,43,13,3,15,52,0.214,2.06,0.0,3,4.0,0,221.0,11,13,1.0,0.0,6.0
41623,olivele01,2012,1,MIN,AL,0,0,1,0,0,0,0,5,1,1,0,1,1,0.167,5.4,0.0,0,0.0,0,7.0,0,1,0.0,0.0,0.0
41624,olsonga01,2012,1,NYN,NL,0,0,1,0,0,0,0,1,3,4,0,1,0,0.75,108.0,0.0,0,0.0,0,5.0,0,4,0.0,0.0,0.0
41625,omogrbr01,2012,1,CHA,AL,0,0,17,0,0,0,0,63,20,6,3,9,18,0.247,2.57,0.0,0,0.0,0,90.0,1,6,0.0,0.0,1.0
41626,ondrulo01,2012,1,CIN,NL,5,2,63,0,0,0,2,164,51,21,8,31,39,0.246,3.46,4.0,5,3.0,0,243.0,20,23,1.0,1.0,7.0
41627,ortegjo01,2012,1,DET,AL,0,0,2,0,0,0,0,8,3,1,1,1,4,0.25,3.38,0.0,0,0.0,0,13.0,0,1,0.0,0.0,0.0
41628,oswalro01,2012,1,TEX,AL,4,3,17,9,0,0,0,177,79,38,11,11,59,0.32,5.8,0.0,3,3.0,2,264.0,2,41,3.0,0.0,6.0
41629,oteroda01,2012,1,SFN,NL,0,0,12,0,0,0,0,37,19,8,0,2,8,0.358,5.84,1.0,1,2.0,0,57.0,4,11,0.0,0.0,2.0
41630,ottavad01,2012,1,COL,NL,5,1,53,0,0,0,0,237,76,40,9,34,81,0.253,4.56,7.0,8,1.0,0,339.0,6,42,3.0,1.0,10.0
41631,outmajo01,2012,1,COL,NL,1,3,27,7,0,0,0,122,47,37,7,20,40,0.29,8.19,0.0,5,0.0,0,185.0,3,37,2.0,1.0,2.0
41632,owingmi01,2012,1,SDN,NL,0,2,6,0,0,0,0,29,8,3,1,5,7,0.229,2.79,0.0,0,1.0,0,41.0,3,4,0.0,0.0,2.0
41633,padilvi01,2012,1,BOS,AL,4,1,56,0,0,0,1,150,59,25,7,15,51,0.298,4.5,3.0,0,3.0,0,218.0,10,26,1.0,1.0,8.0
41634,palmema01,2012,1,SDN,NL,0,0,3,0,0,0,0,6,2,2,1,2,2,0.286,9.0,0.0,0,0.0,0,10.0,1,2,1.0,0.0,0.0
41635,papeljo01,2012,1,PHI,NL,5,6,70,0,0,0,38,210,56,19,8,18,92,0.216,2.44,1.0,0,4.0,0,284.0,64,22,3.0,0.0,3.0
41636,parkebl01,2012,1,CHN,NL,0,0,7,0,0,0,0,18,10,4,3,5,6,0.37,6.0,1.0,0,0.0,0,32.0,0,7,0.0,0.0,2.0
41637,parkeja02,2012,1,OAK,AL,13,8,29,29,0,0,0,544,166,70,11,63,140,0.248,3.47,3.0,10,3.0,0,751.0,0,71,7.0,8.0,17.0
41638,parnebo01,2012,1,NYN,NL,5,4,74,0,0,0,7,206,65,19,4,20,61,0.249,2.49,2.0,1,1.0,0,288.0,23,24,4.0,2.0,9.0
41639,parrama01,2012,1,MIL,NL,2,3,62,0,0,0,0,176,62,33,3,35,61,0.265,5.06,2.0,6,3.0,0,273.0,8,39,0.0,1.0,6.0
41640,paterjo01,2012,1,ARI,NL,0,0,6,0,0,0,0,8,15,11,2,3,0,0.652,37.13,0.0,0,0.0,0,26.0,0,11,0.0,0.0,0.0
41641,pattotr01,2012,1,BAL,AL,1,0,54,0,0,0,0,167,45,15,5,12,49,0.215,2.43,2.0,1,2.0,0,224.0,12,15,0.0,1.0,4.0
41642,pauleda01,2012,1,LAA,AL,0,1,5,0,0,0,0,31,16,5,1,3,4,0.356,4.35,1.0,0,0.0,0,49.0,3,6,1.0,0.0,1.0
41643,pauleda01,2012,2,TOR,AL,0,0,5,0,0,0,0,19,11,7,1,2,2,0.393,9.95,0.0,0,2.0,0,33.0,3,7,0.0,1.0,0.0
41644,paulife01,2012,1,KCA,AL,3,1,7,7,0,0,0,113,31,7,3,15,39,0.223,1.67,0.0,1,0.0,0,156.0,0,8,1.0,1.0,1.0
41645,pavanca01,2012,1,MIN,AL,2,5,11,11,0,0,0,189,80,42,9,8,33,0.313,6.0,2.0,0,2.0,0,268.0,0,46,1.0,1.0,10.0
41646,peavyja01,2012,1,CHA,AL,11,12,32,32,4,1,0,657,191,82,27,49,194,0.234,3.37,1.0,3,10.0,2,882.0,0,88,1.0,6.0,14.0
41647,pelfrmi01,2012,1,NYN,NL,0,0,3,3,0,0,0,59,24,5,0,4,13,0.3,2.29,0.0,1,0.0,0,85.0,0,5,1.0,0.0,2.0
41648,pennybr01,2012,1,SFN,NL,0,1,22,0,0,0,0,84,42,19,4,9,10,0.344,6.11,2.0,2,1.0,0,133.0,8,22,1.0,0.0,4.0
41649,peraljo01,2012,1,TBA,AL,2,6,76,0,0,0,2,201,49,27,9,17,84,0.2,3.63,2.0,5,1.0,0,264.0,9,28,0.0,1.0,1.0
41650,peralwi01,2012,1,MIL,NL,2,1,6,5,0,0,0,87,24,8,0,11,23,0.242,2.48,0.0,1,0.0,0,113.0,1,8,3.0,0.0,3.0
41651,perdolu01,2012,1,MIN,AL,0,0,15,0,0,0,0,51,15,6,0,12,8,0.238,3.18,1.0,1,2.0,0,78.0,9,8,0.0,1.0,4.0
41652,perezch01,2012,1,CLE,AL,0,4,61,0,0,0,39,173,49,23,6,16,59,0.222,3.59,1.0,0,2.0,0,242.0,53,25,0.0,3.0,3.0
41653,perezju01,2012,1,MIL,NL,0,1,10,0,0,0,0,21,6,4,2,8,10,0.231,5.14,1.0,0,1.0,0,35.0,5,4,0.0,0.0,1.0
41654,perezlu01,2012,1,TOR,AL,2,2,35,0,0,0,0,126,38,16,3,16,39,0.244,3.43,0.0,0,3.0,0,175.0,6,16,0.0,0.0,6.0
41655,perezma02,2012,1,TEX,AL,1,4,12,6,0,0,0,114,47,23,3,15,25,0.297,5.45,1.0,5,2.0,2,177.0,2,26,1.0,1.0,3.0
41656,perezol01,2012,1,SEA,AL,1,3,33,0,0,0,0,89,27,7,1,10,24,0.243,2.12,2.0,2,0.0,0,123.0,6,7,1.0,1.0,1.0
41657,perezra01,2012,1,CLE,AL,1,0,8,0,0,0,0,23,5,3,1,4,4,0.185,3.52,1.0,0,0.0,1,31.0,1,3,0.0,0.0,1.0
41658,perkigl01,2012,1,MIN,AL,3,1,70,0,0,0,16,211,57,20,8,16,78,0.222,2.56,3.0,3,3.0,0,281.0,43,25,3.0,2.0,5.0
41659,perryry01,2012,1,WAS,NL,1,0,7,0,0,0,0,24,12,9,2,2,3,0.364,10.13,0.0,0,0.0,0,35.0,4,9,0.0,0.0,1.0
41660,pestavi01,2012,1,CLE,AL,3,3,70,0,0,0,2,210,53,20,7,24,76,0.207,2.57,1.0,1,4.0,0,286.0,13,20,0.0,2.0,3.0
41661,petityu01,2012,1,SFN,NL,0,0,1,1,0,0,0,14,7,2,0,4,1,0.412,3.86,0.0,1,0.0,0,22.0,0,2,1.0,0.0,0.0
41662,pettian01,2012,1,NYA,AL,5,4,12,12,0,0,0,226,65,24,8,21,69,0.232,2.87,0.0,1,0.0,0,303.0,0,26,2.0,0.0,7.0
41663,phelpda01,2012,1,NYA,AL,4,4,33,11,0,0,0,299,81,37,14,38,96,0.223,3.34,2.0,2,6.0,2,414.0,5,38,4.0,3.0,7.0
41664,phillza01,2012,1,BAL,AL,0,0,6,0,0,0,0,18,7,4,2,3,5,0.28,6.0,1.0,0,0.0,0,28.0,3,4,0.0,0.0,0.0
41665,pomerdr01,2012,1,COL,NL,2,9,22,22,0,0,0,290,97,53,14,46,83,0.261,4.93,2.0,8,4.0,1,434.0,0,57,8.0,4.0,4.0
41666,pomerst01,2012,1,BAL,AL,0,0,3,0,0,0,0,18,7,2,1,1,3,0.28,3.0,0.0,0,0.0,0,26.0,0,2,0.0,0.0,0.0
41667,porceri01,2012,1,DET,AL,10,12,31,31,0,0,0,529,226,90,16,44,107,0.31,4.59,3.0,6,6.0,0,783.0,0,101,2.0,3.0,21.0
41668,priceda01,2012,1,TBA,AL,20,5,31,31,2,1,0,633,173,60,16,59,205,0.226,2.56,2.0,8,5.0,1,836.0,0,63,2.0,3.0,20.0
41669,pryorst01,2012,1,SEA,AL,3,1,26,0,0,0,0,69,22,10,5,13,27,0.253,3.91,2.0,3,0.0,0,104.0,8,13,2.0,2.0,3.0
41670,putkolu01,2012,1,DET,AL,0,2,12,0,0,0,1,48,19,7,0,8,10,0.302,3.94,1.0,2,0.0,0,72.0,6,7,1.0,0.0,2.0
41671,putnaza01,2012,1,COL,NL,0,0,2,0,0,0,0,6,3,0,0,1,0,0.429,0.0,0.0,0,0.0,0,9.0,0,0,1.0,0.0,0.0
41672,putzjj01,2012,1,ARI,NL,1,5,57,0,0,0,32,163,45,17,4,11,65,0.223,2.82,1.0,3,2.0,0,218.0,52,18,2.0,1.0,4.0
41673,quallch01,2012,1,PHI,NL,1,1,35,0,0,0,0,94,39,16,7,9,19,0.302,4.6,3.0,2,0.0,0,140.0,6,18,1.0,0.0,3.0
41674,quallch01,2012,2,NYA,AL,1,0,8,0,0,0,0,22,10,5,0,3,2,0.345,6.14,1.0,1,0.0,0,33.0,4,5,0.0,1.0,2.0
41675,quallch01,2012,3,PIT,NL,0,0,17,0,0,0,0,41,14,10,0,2,6,0.259,6.59,0.0,0,0.0,0,58.0,5,11,1.0,1.0,0.0
41676,quintjo01,2012,1,CHA,AL,6,6,25,22,0,0,0,409,142,57,14,42,81,0.275,3.76,4.0,10,3.0,2,568.0,2,62,5.0,1.0,14.0
41677,raleybr01,2012,1,CHN,NL,1,2,5,5,0,0,0,73,33,22,7,11,16,0.317,8.14,0.0,0,0.0,0,116.0,0,23,1.0,0.0,1.0
41678,ramirel02,2012,1,NYN,NL,0,1,20,0,0,0,0,64,24,13,1,20,22,0.296,5.48,1.0,1,0.0,0,102.0,7,13,0.0,1.0,3.0
41679,ramirer02,2012,1,SEA,AL,1,3,16,8,0,0,0,177,47,22,6,12,48,0.217,3.36,1.0,0,3.0,0,238.0,2,26,1.0,5.0,4.0
41680,ramirra02,2012,1,NYN,NL,3,4,58,0,0,0,1,191,58,30,4,35,52,0.247,4.24,4.0,4,0.0,0,277.0,18,33,3.0,3.0,5.0
41681,ramosaj01,2012,1,MIA,NL,0,0,11,0,0,0,0,28,8,4,2,4,13,0.229,3.86,0.0,0,1.0,0,40.0,4,4,0.0,0.0,0.0
41682,ramosce01,2012,1,TBA,AL,1,0,17,1,0,0,0,90,19,7,2,10,29,0.176,2.1,0.0,0,2.0,0,120.0,9,7,0.0,0.0,1.0
41683,rapadcl01,2012,1,NYA,AL,3,0,70,0,0,0,0,115,29,12,2,17,38,0.215,2.82,1.0,1,1.0,2,155.0,7,14,1.0,1.0,5.0
41684,rauchjo01,2012,1,NYN,NL,3,7,73,0,0,0,4,173,45,23,7,12,42,0.209,3.59,2.0,1,1.0,0,233.0,22,28,1.0,4.0,3.0
41685,redmoto01,2012,1,CIN,NL,0,1,1,1,0,0,0,10,7,4,1,5,2,0.412,10.8,0.0,0,0.0,0,22.0,0,4,0.0,0.0,0.0
41686,reedad01,2012,1,CHA,AL,3,2,62,0,0,0,29,165,57,29,6,18,54,0.266,4.75,3.0,0,2.0,1,238.0,44,30,0.0,4.0,4.0
41687,resopch01,2012,1,PIT,NL,1,4,61,0,0,0,1,221,81,32,6,24,46,0.276,3.91,6.0,2,2.0,0,330.0,13,35,5.0,6.0,3.0
41688,reynoma02,2012,1,COL,NL,3,1,71,0,0,0,0,172,65,28,11,17,51,0.291,4.4,4.0,5,0.0,1,249.0,16,31,6.0,3.0,5.0
41689,richacl01,2012,1,SDN,NL,14,14,33,33,1,1,0,656,228,97,31,42,107,0.267,3.99,4.0,4,6.0,2,910.0,0,110,3.0,6.0,22.0
41690,richaga01,2012,1,LAA,AL,4,3,30,9,0,0,1,213,77,37,7,34,47,0.28,4.69,1.0,2,3.0,0,318.0,4,46,2.0,4.0,9.0
41691,richmsc01,2012,1,TOR,AL,0,0,3,0,0,0,0,9,5,2,1,0,2,0.357,6.0,0.0,1,0.0,0,15.0,2,2,0.0,1.0,0.0
41692,riverma01,2012,1,NYA,AL,1,1,9,0,0,0,5,25,6,2,0,2,8,0.2,2.16,2.0,0,0.0,0,32.0,9,2,0.0,0.0,1.0
41693,roberda08,2012,1,NYA,AL,2,7,65,0,0,0,2,182,52,18,5,19,81,0.229,2.67,0.0,1,1.0,1,248.0,17,19,0.0,1.0,5.0
41694,roberty01,2012,1,MIN,AL,2,2,40,0,0,0,0,75,21,15,4,14,26,0.223,5.4,3.0,1,1.0,0,111.0,2,16,1.0,1.0,1.0
41695,rodnefe01,2012,1,TBA,AL,2,2,76,0,0,0,48,224,43,5,2,15,76,0.167,0.6,1.0,4,3.0,0,282.0,65,9,4.0,2.0,5.0
41696,rodrian01,2012,1,HOU,NL,0,0,1,1,0,0,0,18,2,2,2,2,6,0.105,3.0,0.0,0,0.0,0,22.0,0,2,1.0,0.0,0.0
41697,rodrife02,2012,1,HOU,NL,2,10,71,0,0,0,0,211,68,42,10,34,78,0.252,5.37,7.0,10,1.0,0,309.0,9,45,2.0,2.0,3.0
41698,rodrifr03,2012,1,MIL,NL,2,7,78,0,0,0,3,216,65,35,8,31,72,0.241,4.38,1.0,6,0.0,0,305.0,13,37,1.0,3.0,7.0
41699,rodrihe03,2012,1,WAS,NL,1,3,35,0,0,0,9,88,19,19,4,22,31,0.181,5.83,0.0,10,1.0,1,131.0,20,20,2.0,1.0,1.0
41700,rodrist02,2012,1,LAN,NL,0,1,11,0,0,0,0,20,3,1,0,4,6,0.136,1.35,1.0,0,0.0,0,26.0,2,1,0.0,0.0,0.0
41701,rodriwa01,2012,1,HOU,NL,7,9,21,21,0,0,0,392,134,55,13,32,89,0.26,3.79,2.0,5,2.0,0,558.0,0,66,5.0,3.0,9.0
41702,rodriwa01,2012,2,PIT,NL,5,4,13,12,0,0,0,225,71,31,8,24,50,0.246,3.72,2.0,0,1.0,0,317.0,1,33,1.0,2.0,6.0
41703,roenijo01,2012,1,COL,NL,4,2,63,0,0,0,1,266,85,32,9,43,54,0.259,3.25,3.0,8,2.0,0,383.0,14,40,6.0,4.0,12.0
41704,rogeres01,2012,1,COL,NL,0,2,23,0,0,0,0,77,36,23,2,18,29,0.324,8.06,2.0,5,2.0,0,131.0,6,23,0.0,0.0,2.0
41705,rogeres01,2012,2,CLE,AL,3,1,44,0,0,0,0,159,47,18,5,12,54,0.237,3.06,2.0,5,3.0,0,217.0,13,19,2.0,2.0,4.0
41706,rogerma01,2012,1,MIL,NL,3,1,7,7,0,0,0,117,36,17,5,14,41,0.243,3.92,0.0,1,1.0,0,165.0,0,17,1.0,1.0,3.0
41707,romerjc01,2012,1,SLN,NL,0,0,11,0,0,0,0,24,14,9,3,2,5,0.368,10.13,0.0,0,1.0,0,41.0,2,9,0.0,0.0,0.0
41708,romerjc01,2012,2,BAL,AL,0,0,5,0,0,0,0,12,7,3,1,1,1,0.368,6.75,0.0,1,0.0,0,21.0,2,4,0.0,1.0,0.0
41709,romerri01,2012,1,TOR,AL,9,14,32,32,1,0,0,543,198,116,21,105,124,0.282,5.77,1.0,8,10.0,0,829.0,0,122,7.0,4.0,22.0
41710,romose01,2012,1,SFN,NL,4,2,69,0,0,0,14,166,37,11,5,10,63,0.185,1.79,1.0,2,3.0,0,215.0,27,11,2.0,0.0,2.0
41711,rosarsa02,2012,1,MIA,NL,0,0,4,0,0,0,0,9,8,6,0,0,2,0.471,18.0,0.0,0,0.0,0,17.0,1,6,0.0,0.0,1.0
41712,rosenbj01,2012,1,PHI,NL,1,2,22,1,0,0,0,75,18,17,4,14,24,0.205,6.12,0.0,0,2.0,0,106.0,3,17,2.0,0.0,3.0
41713,rosentr01,2012,1,SLN,NL,0,2,19,0,0,0,0,68,14,7,2,7,25,0.175,2.78,0.0,1,1.0,0,89.0,7,7,1.0,0.0,1.0
41714,rossro01,2012,1,TEX,AL,6,0,58,0,0,0,0,195,55,16,3,23,47,0.232,2.22,3.0,1,2.0,1,265.0,9,21,1.0,2.0,11.0
41715,rossty01,2012,1,OAK,AL,2,11,18,13,0,0,0,220,96,53,7,37,46,0.327,6.5,3.0,2,5.0,1,342.0,3,56,3.0,3.0,11.0
41716,runzlda01,2012,1,SFN,NL,0,0,6,0,0,0,0,11,1,0,0,3,5,0.1,0.0,1.0,1,1.0,0,15.0,0,0,0.0,1.0,1.0
41717,rusinch01,2012,1,CHN,NL,2,3,7,7,0,0,0,89,38,21,4,11,21,0.314,6.37,0.0,0,3.0,0,135.0,0,22,0.0,0.0,4.0
41718,russeja02,2012,1,CHN,NL,7,1,77,0,0,0,2,208,67,25,5,23,55,0.255,3.25,7.0,1,1.0,1,292.0,19,28,2.0,3.0,7.0
41719,rzepcma01,2012,1,SLN,NL,1,3,70,0,0,0,0,140,46,22,7,17,33,0.257,4.24,2.0,3,0.0,0,196.0,14,22,0.0,0.0,8.0
41720,sabatcc01,2012,1,NYA,AL,15,6,28,28,2,0,0,600,184,75,22,44,197,0.238,3.38,2.0,4,8.0,1,833.0,0,89,4.0,3.0,12.0
41721,saitota01,2012,1,ARI,NL,0,0,16,0,0,0,0,36,17,9,4,5,11,0.321,6.75,1.0,1,1.0,0,60.0,2,14,1.0,0.0,0.0
41722,salasfe01,2012,1,SLN,NL,1,4,65,0,0,0,0,176,56,28,5,27,60,0.251,4.3,5.0,4,1.0,0,256.0,23,28,5.0,0.0,2.0
41723,salech01,2012,1,CHA,AL,17,8,30,29,1,0,0,576,167,65,19,51,192,0.235,3.05,5.0,6,6.0,0,772.0,0,66,1.0,3.0,20.0
41724,samarje01,2012,1,CHN,NL,9,13,28,28,1,0,0,524,157,74,20,56,180,0.24,3.81,2.0,10,4.0,0,723.0,0,79,5.0,4.0,10.0
41725,sanchan01,2012,1,MIA,NL,5,7,19,19,0,0,0,363,119,53,12,33,110,0.259,3.94,2.0,4,2.0,1,504.0,0,59,4.0,5.0,11.0
