,playerID,yearID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,BA
100968,rasmuco02,2015,LAA,AL,16,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100969,rasmuro01,2015,TOR,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100970,rasmuro01,2015,SEA,AL,19,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100971,ravinjo01,2015,LAN,NL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100972,rayro02,2015,ARI,NL,23,31,0,3,1,0,0,0.0,0.0,0.0,0,14.0,0.0,0.0,5.0,0.0,0.0,0.097
100973,reaco01,2015,SDN,NL,7,9,2,2,1,0,0,0.0,0.0,0.0,1,4.0,0.0,0.0,2.0,0.0,0.0,0.222
100974,realmjt01,2015,MIA,NL,126,441,49,114,21,7,10,47.0,8.0,4.0,19,70.0,2.0,2.0,1.0,4.0,11.0,0.259
100975,rearich01,2015,SDN,NL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100976,reckean01,2015,NYN,NL,32,80,6,10,1,0,2,5.0,1.0,0.0,11,35.0,2.0,1.0,0.0,0.0,1.0,0.125
100977,reddijo01,2015,OAK,AL,149,526,67,143,25,4,20,77.0,10.0,2.0,49,65.0,1.0,0.0,1.0,2.0,7.0,0.272
100978,redmoto01,2015,TOR,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100979,reedad01,2015,ARI,NL,38,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100980,reedad01,2015,NYN,NL,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100981,reedch01,2015,MIA,NL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100982,reedmi02,2015,MIL,NL,7,6,2,2,1,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.333
100983,refsnro01,2015,NYA,AL,16,43,3,13,3,0,2,5.0,2.0,0.0,3,7.0,1.0,0.0,0.0,0.0,3.0,0.302
100984,reimono01,2015,BAL,AL,61,170,24,42,5,1,6,20.0,0.0,0.0,23,47.0,2.0,2.0,0.0,0.0,2.0,0.247
100985,rendoan01,2015,WAS,NL,80,311,43,82,16,0,5,25.0,1.0,2.0,36,70.0,0.0,4.0,0.0,4.0,8.0,0.264
100986,reverbe01,2015,PHI,NL,96,366,49,109,13,6,1,26.0,24.0,5.0,19,36.0,0.0,1.0,2.0,0.0,4.0,0.298
100987,reverbe01,2015,TOR,AL,56,226,35,72,9,1,1,19.0,7.0,2.0,13,28.0,0.0,1.0,3.0,3.0,1.0,0.319
100988,reyesjo01,2015,TOR,AL,69,288,36,82,17,0,4,34.0,16.0,2.0,17,38.0,0.0,0.0,4.0,2.0,3.0,0.285
100989,reyesjo01,2015,COL,NL,47,193,21,50,8,2,3,19.0,8.0,4.0,9,24.0,0.0,0.0,5.0,1.0,3.0,0.259
100990,reyesjo03,2015,LAA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100991,reynoma01,2015,SLN,NL,140,382,35,88,21,2,13,48.0,2.0,3.0,44,121.0,2.0,4.0,0.0,2.0,10.0,0.23
100992,reynoma02,2015,ARI,NL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100993,richacl01,2015,CHN,NL,23,14,1,2,2,0,0,3.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.143
100994,richaga01,2015,LAA,AL,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100995,riefecj01,2015,TBA,AL,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100996,rienzan01,2015,MIA,NL,14,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100997,riosal01,2015,KCA,AL,105,385,40,98,22,2,4,32.0,9.0,0.0,15,67.0,0.0,5.0,0.0,6.0,10.0,0.255
100998,riverfe01,2015,WAS,NL,49,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100999,riverre01,2015,TBA,AL,110,298,16,53,14,0,5,26.0,0.0,0.0,11,86.0,0.0,3.0,5.0,2.0,4.0,0.178
101000,riverya01,2015,MIL,NL,7,14,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.071
101001,rizzoan01,2015,CHN,NL,160,586,94,163,38,3,31,101.0,17.0,6.0,78,105.0,9.0,30.0,0.0,7.0,9.0,0.278
101002,roachdo01,2015,CHN,NL,1,1,0,1,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101003,roarkta01,2015,WAS,NL,40,27,1,5,2,0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,2.0,0.0,0.0,0.185
101004,roberda08,2015,CHA,AL,60,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101005,roberda09,2015,LAA,AL,37,75,10,21,2,0,0,7.0,0.0,0.0,2,7.0,1.0,0.0,3.0,0.0,1.0,0.28
101006,roberke02,2015,COL,NL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101007,roberke02,2015,PHI,NL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101008,robincl01,2015,WAS,NL,126,309,44,84,15,1,10,34.0,0.0,0.0,37,52.0,4.0,5.0,0.0,1.0,6.0,0.272
101009,robinsh01,2015,MIN,AL,83,180,28,45,7,3,0,16.0,6.0,1.0,12,29.0,0.0,1.0,3.0,1.0,4.0,0.25
101010,robleha01,2015,NYN,NL,57,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101011,rodnefe01,2015,SEA,AL,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101012,rodnefe01,2015,CHN,NL,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101013,rodonca01,2015,CHA,AL,26,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
101014,rodrial01,2015,NYA,AL,151,523,83,131,22,1,33,86.0,4.0,0.0,84,145.0,5.0,6.0,0.0,7.0,17.0,0.25
101015,rodried05,2015,BOS,AL,21,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
101016,rodrife02,2015,OAK,AL,56,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101017,rodrifr03,2015,MIL,NL,60,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101018,rodrise01,2015,PIT,NL,139,224,25,55,12,1,4,17.0,2.0,2.0,5,63.0,0.0,6.0,5.0,0.0,9.0,0.246
101019,rodrist02,2015,LAN,NL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101020,rodriwa01,2015,TEX,AL,17,2,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
101021,roech01,2015,BAL,AL,36,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101022,rogeres01,2015,NYA,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101023,rogerja02,2015,MIL,NL,86,152,22,45,6,2,4,16.0,0.0,0.0,15,34.0,0.0,2.0,0.0,0.0,2.0,0.296
101024,rojasmi02,2015,MIA,NL,60,142,13,40,7,1,1,17.0,0.0,1.0,11,16.0,1.0,0.0,2.0,2.0,4.0,0.282
101025,rollida01,2015,SEA,AL,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101026,rolliji01,2015,LAN,NL,144,517,71,116,24,3,13,41.0,12.0,8.0,44,86.0,0.0,0.0,1.0,1.0,12.0,0.224
101027,romakja01,2015,ARI,NL,12,15,2,5,2,0,0,1.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.333
101028,romeren01,2015,TBA,AL,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101029,romerst01,2015,SEA,AL,13,21,6,4,1,0,1,3.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.19
101030,rominan01,2015,DET,AL,109,184,25,47,5,0,2,15.0,10.0,5.0,11,46.0,1.0,3.0,4.0,1.0,4.0,0.255
101031,rominau01,2015,NYA,AL,1,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101032,romose01,2015,SFN,NL,70,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101033,rondobr01,2015,DET,AL,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101034,rondohe01,2015,CHN,NL,72,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101035,rondojo01,2015,COL,NL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101036,rondojo01,2015,BAL,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101037,rosalad01,2015,TEX,AL,55,114,14,26,4,0,3,7.0,4.0,4.0,10,30.0,0.0,1.0,0.0,0.0,4.0,0.228
101038,rosared01,2015,MIN,AL,122,453,60,121,18,15,13,50.0,11.0,6.0,15,118.0,3.0,0.0,3.0,3.0,5.0,0.267
101039,rosarwi01,2015,COL,NL,87,231,22,62,14,1,6,29.0,2.0,1.0,8,56.0,2.0,1.0,1.0,1.0,8.0,0.268
101040,rosentr01,2015,SLN,NL,68,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101041,rosinse01,2015,PHI,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101042,rossco01,2015,OAK,AL,9,22,3,2,0,0,0,3.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.091
101043,rosscza01,2015,CHN,NL,33,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101044,rossda01,2015,CHN,NL,72,159,6,28,9,0,1,9.0,1.0,0.0,20,61.0,7.0,0.0,2.0,1.0,1.0,0.176
101045,rossjo01,2015,WAS,NL,17,27,2,3,0,0,0,0.0,0.0,0.0,0,11.0,0.0,1.0,2.0,0.0,1.0,0.111
101046,rossro01,2015,BOS,AL,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101047,rossty01,2015,SDN,NL,34,56,6,14,1,1,1,6.0,0.0,0.0,2,19.0,0.0,1.0,8.0,1.0,1.0,0.25
101048,ruary01,2015,TEX,AL,28,83,10,16,5,0,4,7.0,0.0,0.0,3,32.0,0.0,0.0,0.0,0.0,2.0,0.193
101049,rucindr01,2015,LAA,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101050,rufda01,2015,PHI,NL,106,268,30,63,12,0,12,39.0,1.0,0.0,21,69.0,0.0,5.0,0.0,3.0,7.0,0.235
101051,ruggiju01,2015,SEA,AL,36,70,8,15,4,0,2,3.0,3.0,2.0,11,27.0,0.0,0.0,0.0,0.0,0.0,0.214
101052,ruggiju01,2015,LAN,NL,21,55,12,16,4,1,4,12.0,2.0,0.0,3,14.0,0.0,2.0,0.0,0.0,1.0,0.291
101053,ruizca01,2015,PHI,NL,86,284,23,60,13,1,2,22.0,1.0,1.0,28,43.0,2.0,4.0,3.0,1.0,13.0,0.211
101054,rumbeni01,2015,NYA,AL,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101055,ruppca01,2015,PHI,NL,81,270,24,63,9,1,9,28.0,0.0,1.0,24,71.0,5.0,3.0,0.0,2.0,8.0,0.233
101056,rusinch01,2015,COL,NL,27,46,5,10,0,0,1,4.0,0.0,0.0,0,7.0,0.0,0.0,4.0,0.0,0.0,0.217
101057,russead02,2015,CHN,NL,142,475,60,115,29,1,13,54.0,4.0,3.0,42,149.0,2.0,3.0,1.0,2.0,8.0,0.242
101058,russeja02,2015,CHN,NL,49,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101059,rutlejo01,2015,BOS,AL,39,74,11,21,1,0,1,10.0,0.0,0.0,5,26.0,1.0,2.0,1.0,3.0,0.0,0.284
101060,ryanbr01,2015,NYA,AL,47,96,10,22,6,2,0,8.0,0.0,0.0,5,29.0,0.0,1.0,1.0,0.0,1.0,0.229
101061,ryanky01,2015,DET,AL,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101062,rzepcma01,2015,CLE,AL,45,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101063,rzepcma01,2015,SDN,NL,27,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101064,sabatcc01,2015,NYA,AL,29,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
101065,sadleca02,2015,PIT,NL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101066,saladty01,2015,CHA,AL,68,236,33,53,6,4,4,20.0,8.0,2.0,12,51.0,0.0,2.0,3.0,1.0,9.0,0.225
101067,salasfe01,2015,LAA,AL,72,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101068,salazda01,2015,CLE,AL,30,4,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
101069,salech01,2015,CHA,AL,31,9,1,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.111
101070,saltaja01,2015,MIA,NL,9,29,3,2,1,0,1,1.0,0.0,0.0,4,12.0,0.0,0.0,0.0,0.0,2.0,0.069
101071,saltaja01,2015,ARI,NL,70,171,23,43,14,0,8,23.0,0.0,0.0,19,57.0,0.0,2.0,1.0,1.0,3.0,0.251
101072,samarje01,2015,CHA,AL,32,2,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
101073,sampske01,2015,CIN,NL,13,16,1,0,0,0,0,0.0,0.0,0.0,0,11.0,0.0,0.0,1.0,0.0,1.0,0.0
101074,sanchaa01,2015,TOR,AL,41,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101075,sanchan01,2015,DET,AL,25,4,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
101076,sanchca01,2015,CHA,AL,120,389,40,87,23,1,5,31.0,2.0,2.0,19,81.0,0.0,5.0,6.0,1.0,9.0,0.224
101077,sanchga02,2015,NYA,AL,2,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101078,sanchhe01,2015,SFN,NL,28,56,5,10,4,0,1,5.0,0.0,0.0,2,14.0,0.0,0.0,1.0,0.0,1.0,0.179
101079,sanchto01,2015,PIT,NL,3,8,2,3,0,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.375
101080,sandopa01,2015,BOS,AL,126,470,43,115,25,1,10,47.0,0.0,0.0,25,73.0,1.0,7.0,1.0,2.0,14.0,0.245
101081,sandsje01,2015,CLE,AL,50,123,11,29,5,1,4,19.0,0.0,0.0,9,36.0,0.0,0.0,0.0,1.0,0.0,0.236
101082,sanomi01,2015,MIN,AL,80,279,46,75,17,1,18,52.0,1.0,1.0,53,119.0,1.0,1.0,0.0,2.0,4.0,0.269
101083,santaca01,2015,CLE,AL,154,550,72,127,29,2,19,85.0,11.0,3.0,108,122.0,8.0,3.0,0.0,5.0,20.0,0.231
101084,santada01,2015,MIN,AL,91,261,30,56,10,5,0,21.0,8.0,4.0,6,68.0,1.0,3.0,7.0,0.0,7.0,0.215
101085,santado01,2015,HOU,AL,14,39,6,10,2,0,2,8.0,2.0,1.0,2,17.0,0.0,1.0,0.0,0.0,1.0,0.256
101086,santado01,2015,MIL,NL,38,121,14,28,5,0,6,18.0,2.0,0.0,18,46.0,0.0,4.0,0.0,2.0,1.0,0.231
101087,santaer01,2015,MIN,AL,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101088,santihe01,2015,LAA,AL,33,5,0,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.2
101089,santose01,2015,LAN,NL,12,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101090,santose01,2015,NYA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101091,sardilu01,2015,MIL,NL,36,97,8,19,0,1,0,4.0,0.0,0.0,6,25.0,1.0,0.0,1.0,1.0,3.0,0.196
101092,saundmi01,2015,TOR,AL,9,31,2,6,0,0,0,3.0,0.0,0.0,5,10.0,0.0,0.0,0.0,0.0,1.0,0.194
101093,scahiro01,2015,PIT,NL,28,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101094,schafjo02,2015,MIN,AL,27,69,9,15,3,0,0,5.0,0.0,3.0,3,23.0,0.0,0.0,2.0,0.0,0.0,0.217
101095,schaflo01,2015,MIL,NL,69,122,17,27,6,1,1,6.0,1.0,0.0,12,29.0,0.0,2.0,6.0,1.0,3.0,0.221
101096,schebsc01,2015,LAN,NL,19,36,6,9,0,0,3,4.0,2.0,1.0,3,13.0,1.0,1.0,0.0,0.0,0.0,0.25
101097,schepta01,2015,TEX,AL,42,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101098,scherma01,2015,WAS,NL,34,69,4,15,0,0,0,0.0,0.0,0.0,2,23.0,0.0,0.0,6.0,0.0,0.0,0.217
101099,schlibr01,2015,CHN,NL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101100,schoojo01,2015,BAL,AL,86,305,34,85,17,0,15,39.0,2.0,0.0,9,79.0,0.0,4.0,1.0,2.0,9.0,0.279
101101,schugaj01,2015,ARI,NL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101102,schulbo02,2015,TOR,AL,31,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101103,schumsk01,2015,CIN,NL,131,244,23,59,20,0,1,21.0,2.0,2.0,23,51.0,2.0,0.0,0.0,1.0,7.0,0.242
101104,schwaky01,2015,CHN,NL,69,232,52,57,6,1,16,43.0,3.0,3.0,36,77.0,1.0,4.0,0.0,1.0,4.0,0.246
101105,scribev01,2015,OAK,AL,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101106,scrugxa01,2015,SLN,NL,17,42,5,11,2,0,0,7.0,1.0,0.0,0,10.0,0.0,1.0,0.0,0.0,2.0,0.262
101107,seageco01,2015,LAN,NL,27,98,17,33,8,1,4,17.0,2.0,0.0,14,19.0,1.0,1.0,0.0,0.0,2.0,0.337
101108,seageky01,2015,SEA,AL,161,623,85,166,37,0,26,74.0,6.0,6.0,54,98.0,6.0,5.0,0.0,4.0,17.0,0.266
101109,segurje01,2015,MIL,NL,142,560,57,144,16,5,6,50.0,25.0,6.0,13,93.0,2.0,6.0,3.0,2.0,14.0,0.257
101110,semiema01,2015,OAK,AL,155,556,65,143,23,7,15,45.0,11.0,5.0,42,132.0,1.0,1.0,1.0,1.0,16.0,0.257
101111,severlu01,2015,NYA,AL,11,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101112,severpe01,2015,WAS,NL,2,4,1,1,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.25
101113,shaffri01,2015,TBA,AL,31,74,11,14,3,0,4,6.0,0.0,1.0,10,32.0,0.0,3.0,0.0,1.0,2.0,0.189
101114,shawbr01,2015,CLE,AL,74,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101115,shawtr01,2015,BOS,AL,65,226,31,61,10,0,13,36.0,0.0,1.0,18,57.0,1.0,2.0,0.0,2.0,1.0,0.27
101116,shielja02,2015,SDN,NL,36,68,7,9,2,0,0,2.0,0.0,0.0,1,28.0,0.0,0.0,5.0,0.0,0.0,0.132
101117,shoemma01,2015,LAA,AL,25,1,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101118,shrevch01,2015,NYA,AL,59,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101119,shuckja01,2015,CHA,AL,79,143,15,38,8,2,0,15.0,7.0,5.0,16,16.0,0.0,1.0,3.0,2.0,2.0,0.266
101120,siegrke01,2015,SLN,NL,81,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101121,simmoan01,2015,ATL,NL,147,535,60,142,23,2,4,44.0,5.0,3.0,39,48.0,6.0,6.0,1.0,2.0,19.0,0.265
101122,simonal01,2015,DET,AL,31,5,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
101123,singljo02,2015,HOU,AL,19,47,6,9,2,0,1,6.0,1.0,0.0,10,17.0,0.0,0.0,0.0,1.0,0.0,0.191
101124,sippto01,2015,HOU,AL,60,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101125,sizemgr01,2015,PHI,NL,39,98,4,24,5,0,0,6.0,0.0,0.0,6,23.0,0.0,0.0,0.0,0.0,2.0,0.245
101126,sizemgr01,2015,TBA,AL,58,175,20,45,12,0,6,27.0,3.0,3.0,14,37.0,0.0,2.0,0.0,1.0,1.0,0.257
101127,smithca02,2015,SEA,AL,70,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101128,smithch08,2015,OAK,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101129,smithjo05,2015,LAA,AL,70,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101130,smithjo07,2015,CIN,NL,10,9,1,2,0,1,0,0.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.222
101131,smithse01,2015,SEA,AL,136,395,54,98,31,5,12,42.0,0.0,0.0,47,99.0,4.0,4.0,1.0,5.0,15.0,0.248
101132,smithwi04,2015,MIL,NL,76,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101133,smoakju01,2015,TOR,AL,132,296,44,67,16,1,18,59.0,0.0,0.0,29,86.0,0.0,2.0,0.0,1.0,10.0,0.226
101134,smolija01,2015,TEX,AL,35,60,12,8,1,0,1,6.0,1.0,0.0,11,20.0,0.0,1.0,0.0,2.0,1.0,0.133
101135,smolija01,2015,OAK,AL,41,106,12,24,6,2,5,20.0,0.0,1.0,8,19.0,0.0,2.0,0.0,2.0,2.0,0.226
101136,smylydr01,2015,TBA,AL,12,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101137,snidetr01,2015,BAL,AL,69,211,23,50,9,2,3,20.0,1.0,0.0,23,56.0,1.0,2.0,0.0,0.0,3.0,0.237
101138,snidetr01,2015,PIT,NL,18,26,1,5,3,0,1,8.0,0.0,0.0,3,10.0,1.0,0.0,0.0,0.0,0.0,0.192
101139,socolmi01,2015,SLN,NL,28,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101140,sogarer01,2015,OAK,AL,120,372,40,92,12,3,1,37.0,6.0,1.0,23,50.0,1.0,2.0,3.0,1.0,9.0,0.247
101141,solando01,2015,MIA,NL,55,90,6,17,3,1,0,7.0,0.0,0.0,1,18.0,0.0,2.0,1.0,0.0,4.0,0.189
101142,solanjh01,2015,MIA,NL,7,20,1,1,1,0,0,2.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.05
101143,solarya01,2015,SDN,NL,152,526,63,142,33,4,14,63.0,1.0,0.0,34,56.0,0.0,6.0,2.0,3.0,15.0,0.27
101144,solerjo01,2015,CHN,NL,101,366,39,96,18,1,10,47.0,3.0,1.0,32,121.0,5.0,3.0,0.0,3.0,9.0,0.262
101145,solissa01,2015,WAS,NL,18,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
101146,soriajo01,2015,DET,AL,43,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101147,soriajo01,2015,PIT,NL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101148,soriara01,2015,CHN,NL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101149,sotoge01,2015,CHA,AL,78,187,20,41,8,0,9,21.0,0.0,1.0,21,63.0,0.0,1.0,1.0,0.0,2.0,0.219
101150,sotogi01,2015,CLE,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101151,souzast01,2015,TBA,AL,110,373,59,84,15,1,16,40.0,12.0,6.0,46,144.0,0.0,5.0,1.0,1.0,7.0,0.225
101152,spande01,2015,WAS,NL,61,246,38,74,17,0,5,22.0,11.0,0.0,25,26.0,0.0,1.0,1.0,2.0,5.0,0.301
101153,spangco01,2015,SDN,NL,108,303,38,82,17,5,4,21.0,9.0,4.0,28,75.0,1.0,2.0,8.0,3.0,4.0,0.271
